Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.007621,7.120523,[24 78] ; [11 10],[29.02439024 72.97560976] ; [ 5.97560976 15.02439024],0
d3,1,0.472574,0.51595,[50 53] ; [12  9],[51.5 51.5] ; [10.5 10.5],0
u3,1,0.493004,0.469963,[25 27] ; [2 4],[24.20689655 27.79310345] ; [2.79310345 3.20689655],0
b5,1,0.517613,0.418647,[57 46] ; [10 11],[55.65322581 47.34677419] ; [11.34677419  9.65322581],0
v3,1,0.53208,0.390417,[22 77] ; [ 6 15],[23.1 75.9] ; [ 4.9 16.1],0
p3,1,0.546015,0.364504,[31 71] ; [ 5 16],[29.85365854 72.14634146] ; [ 6.14634146 14.85365854],0
d5,1,0.573416,0.317001,[67 36] ; [15  6],[68.11290323 34.88709677] ; [13.88709677  7.11290323],0
a2,1,0.612249,0.256913,[14 89] ; [ 2 19],[13.29032258 89.70967742] ; [ 2.70967742 18.29032258],0
a6,1,0.636726,0.22305,[58 45] ; [13  8],[58.97580645 44.02419355] ; [12.02419355  8.97580645],0
u2,1,0.638018,0.221344,[20 30] ; [3 3],[20.53571429 29.46428571] ; [2.46428571 3.53571429],0
p1,1,0.660588,0.19281,[ 7 96] ; [ 2 19],[ 7.47580645 95.52419355] ; [ 1.52419355 19.47580645],0
b3,1,0.67126,0.180132,[18 44] ; [2 7],[17.46478873 44.53521127] ; [2.53521127 6.46478873],0
b2,1,0.67126,0.180132,[18 44] ; [2 7],[17.46478873 44.53521127] ; [2.53521127 6.46478873],0
s6,1,0.675173,0.175611,[34 68] ; [ 8 13],[34.82926829 67.17073171] ; [ 7.17073171 13.82926829],0
s4,1,0.681216,0.16876,[13 89] ; [ 2 19],[12.43902439 89.56097561] ; [ 2.56097561 18.43902439],0
d2,1,0.685343,0.164173,[48 53] ; [11 10],[48.8442623 52.1557377] ; [10.1557377 10.8442623],0
r2,1,0.686351,0.163064,[82 19] ; [17  3],[82.63636364 18.36363636] ; [16.36363636  3.63636364],0
r4,1,0.78376,0.075308,[67 36] ; [13  8],[66.4516129 36.5483871] ; [13.5483871  7.4516129],0
n3,1,0.793428,0.068571,[23 17] ; [5 3],[23.33333333 16.66666667] ; [4.66666667 3.33333333],0
s2,1,0.838645,0.041464,[22 79] ; [ 5 16],[22.35245902 78.64754098] ; [ 4.64754098 16.35245902],0
a1,1,0.847407,0.037029,[ 6 97] ; [ 1 20],[ 5.81451613 97.18548387] ; [ 1.18548387 19.81451613],0
v2,1,0.866635,0.028202,[38 62] ; [ 8 12],[38.33333333 61.66666667] ; [ 7.66666667 12.33333333],0
a5,1,0.867684,0.027756,[56 47] ; [11 10],[55.65322581 47.34677419] ; [11.34677419  9.65322581],0
p6,1,0.933357,0.006993,[15 85] ; [ 3 18],[14.87603306 85.12396694] ; [ 3.12396694 17.87603306],0
p4,1,0.937234,0.006201,[37 66] ; [ 7 13],[36.84552846 66.15447154] ; [ 7.15447154 12.84552846],0
b1,1,0.938404,0.005972,[53 50] ; [11 10],[53.16129032 49.83870968] ; [10.83870968 10.16129032],0
n1,1,0.970095,0.001405,[12 29] ; [2 5],[11.95833333 29.04166667] ; [2.04166667 4.95833333],0
r3,1,0.996315,2.1e-05,[77 24] ; [16  5],[76.99180328 24.00819672] ; [16.00819672  4.99180328],0
