Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.0,92.333215,[323   4] ; [17 11],[313.18309859  13.81690141] ; [26.81690141  1.18309859],1
s5,1,0.133982,2.245754,[141 172] ; [10 22],[136.9942029 176.0057971] ; [14.0057971 17.9942029],0
p2,1,0.137858,2.201712,[273  50] ; [23  8],[270.07909605  52.92090395] ; [25.92090395  5.07909605],0
v3,1,0.150209,2.070123,[151 157] ; [11 20],[147.18584071 160.81415929] ; [14.81415929 16.18584071],0
n5,1,0.169404,1.888209,[261  63] ; [21  9],[258.10169492  65.89830508] ; [23.89830508  6.10169492],0
a8,1,0.174745,1.841758,[ 59 241] ; [ 3 28],[ 56.19335347 243.80664653] ; [ 5.80664653 25.19335347],0
a3,1,0.180939,1.789897,[248  77] ; [21 11],[244.88795518  80.11204482] ; [24.11204482  7.88795518],0
a1,1,0.197337,1.661975,[ 21 306] ; [ 4 28],[ 22.77158774 304.22841226] ; [ 2.22841226 29.77158774],0
p5,1,0.204547,1.609611,[ 47 272] ; [ 2 29],[ 44.66 274.34] ; [ 4.34 26.66],0
p1,1,0.207008,1.592232,[ 33 290] ; [ 1 30],[ 31.02259887 291.97740113] ; [ 2.97740113 28.02259887],0
v1,1,0.214613,1.540034,[194 121] ; [15 15],[190.82608696 124.17391304] ; [18.17391304 11.82608696],0
b4,1,0.306787,1.044458,[194 133] ; [16 16],[191.28133705 135.71866295] ; [18.71866295 13.28133705],0
p7,1,0.310476,1.02865,[210 103] ; [18 13],[207.45348837 105.54651163] ; [20.54651163 10.45348837],0
u3,1,0.447774,0.576279,[51 26] ; [6 5],[49.875 27.125] ; [7.125 3.875],0
b1,1,0.474901,0.510549,[132 195] ; [15 17],[133.89693593 193.10306407] ; [13.10306407 18.89693593],0
a6,1,0.597091,0.279406,[207 116] ; [19 13],[205.62816901 117.37183099] ; [20.37183099 11.62816901],0
s1,1,0.687972,0.16129,[ 15 307] ; [ 2 30],[ 15.46327684 306.53672316] ; [ 1.53672316 30.46327684],0
b5,1,0.710025,0.138252,[195 132] ; [18 14],[194.01392758 132.98607242] ; [18.98607242 13.01392758],0
v2,1,0.711499,0.136784,[195 116] ; [19 13],[194.03498542 116.96501458] ; [19.96501458 12.03498542],0
n2,1,0.808986,0.058436,[49 12] ; [10  2],[49.30136986 11.69863014] ; [9.69863014 2.30136986],0
