Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,79.337671,[111  20] ; [ 5 39],[86.83428571 44.16571429] ; [29.16571429 14.83428571],1
p1,1,0.069537,3.293908,[  7 124] ; [ 6 38],[  9.73142857 121.26857143] ; [ 3.26857143 40.73142857],0
n5,1,0.080324,3.058329,[69 61] ; [30 14],[73.96551724 56.03448276] ; [25.03448276 18.96551724],0
a5,1,0.082915,3.00681,[82 49] ; [21 23],[77.10285714 53.89714286] ; [25.89714286 18.10285714],0
b1,1,0.106918,2.599202,[65 66] ; [28 16],[69.61714286 61.38285714] ; [23.38285714 20.61714286],0
n2,1,0.110638,2.545083,[35 16] ; [13 13],[31.79220779 19.20779221] ; [16.20779221  9.79220779],0
u3,1,0.140292,2.174748,[25 25] ; [ 5 12],[22.3880597 27.6119403] ; [7.6119403 9.3880597],0
p8,1,0.165156,1.926375,[35 96] ; [ 7 36],[31.62068966 99.37931034] ; [10.37931034 32.62068966],0
a2,1,0.169781,1.884875,[ 27 104] ; [ 5 39],[ 23.95428571 107.04571429] ; [ 8.04571429 35.95428571],0
s1,1,0.180724,1.791663,[  7 122] ; [ 5 39],[  8.94797688 120.05202312] ; [ 3.05202312 40.94797688],0
u1,1,0.180865,1.7905,[ 15 116] ; [ 2 42],[ 12.72571429 118.27428571] ; [ 4.27428571 39.72571429],0
a6,1,0.18704,1.740777,[74 56] ; [20 24],[70.22988506 59.77011494] ; [23.77011494 20.22988506],0
u2,1,0.201716,1.629909,[20 29] ; [ 4 13],[17.81818182 31.18181818] ; [ 6.18181818 10.81818182],0
v1,1,0.20297,1.620873,[52 77] ; [13 31],[48.46820809 80.53179191] ; [16.53179191 27.46820809],0
d1,1,0.205506,1.602809,[62 69] ; [16 28],[58.38857143 72.61142857] ; [19.61142857 24.38857143],0
a8,1,0.214497,1.54081,[ 14 107] ; [ 2 39],[ 11.95061728 109.04938272] ; [ 4.04938272 36.95061728],0
p3,1,0.260396,1.266649,[39 92] ; [ 9 34],[36.13793103 94.86206897] ; [11.86206897 31.13793103],0
s4,1,0.306189,1.047042,[ 27 104] ; [ 6 38],[ 24.70285714 106.29714286] ; [ 8.29714286 35.70285714],0
n4,1,0.319552,0.990778,[71 58] ; [28 16],[73.82080925 55.17919075] ; [25.17919075 18.82080925],0
n1,1,0.332103,0.94068,[17 32] ; [12 14],[18.94666667 30.05333333] ; [10.05333333 15.94666667],0
d2,1,0.620362,0.245359,[57 73] ; [17 26],[55.60693642 74.39306358] ; [18.39306358 24.60693642],0
v3,1,0.652602,0.202635,[38 85] ; [12 32],[36.82634731 86.17365269] ; [13.17365269 30.82634731],0
a3,1,0.683698,0.165992,[79 51] ; [27 15],[80.11627907 49.88372093] ; [25.88372093 16.11627907],0
p12,1,0.746377,0.104601,[  2 128] ; [ 1 43],[  2.24137931 127.75862069] ; [ 0.75862069 43.24137931],0
p5,1,0.882582,0.021814,[  7 124] ; [ 2 40],[  6.8150289 124.1849711] ; [ 2.1849711 39.8150289],0
b4,1,0.891649,0.018555,[73 58] ; [24 20],[72.61142857 58.38857143] ; [24.38857143 19.61142857],0
a4,1,0.993266,7.1e-05,[50 81] ; [16 26],[49.97687861 81.02312139] ; [16.02312139 25.97687861],0
