Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000402,12.522867,[16  7] ; [31 72],[ 8.57936508 14.42063492] ; [38.42063492 64.57936508],1
a1,1,0.265838,1.238095,[ 1 24] ; [12 93],[ 2.5 22.5] ; [10.5 94.5],0
u3,1,0.268719,1.223274,[2 9] ; [16 29],[3.53571429 7.46428571] ; [14.46428571 30.53571429],0
b1,1,0.304314,1.055195,[15 10] ; [51 54],[12.69230769 12.30769231] ; [53.30769231 51.69230769],0
a5,1,0.304314,1.055195,[15 10] ; [51 54],[12.69230769 12.30769231] ; [53.30769231 51.69230769],0
n2,1,0.307116,1.043038,[8 3] ; [28 22],[6.49180328 4.50819672] ; [29.50819672 20.49180328],0
r1,1,0.358435,0.843369,[ 5 20] ; [30 73],[ 6.8359375 18.1640625] ; [28.1640625 74.8359375],0
a4,1,0.376495,0.782114,[10 15] ; [32 72],[ 8.13953488 16.86046512] ; [33.86046512 70.13953488],0
p10,1,0.436356,0.605847,[14 10] ; [51 52],[12.28346457 11.71653543] ; [52.71653543 50.28346457],0
n6,1,0.439032,0.598812,[16  9] ; [56 45],[14.28571429 10.71428571] ; [57.71428571 43.28571429],0
a7,1,0.449621,0.571608,[14 11] ; [49 54],[12.3046875 12.6953125] ; [50.6953125 52.3046875],0
d4,1,0.488917,0.478908,[15 10] ; [70 34],[16.47286822  8.52713178] ; [68.52713178 35.47286822],0
a8,1,0.562371,0.335616,[ 1 24] ; [ 7 90],[ 1.63934426 23.36065574] ; [ 6.36065574 90.63934426],0
n4,1,0.564898,0.331295,[16  9] ; [60 44],[14.72868217 10.27131783] ; [61.27131783 42.72868217],0
a3,1,0.571054,0.320922,[13 12] ; [60 43],[14.2578125 10.7421875] ; [58.7421875 44.2578125],0
d2,1,0.585317,0.297717,[ 8 17] ; [39 64],[ 9.1796875 15.8203125] ; [37.8203125 65.1796875],0
d3,1,0.620872,0.244644,[11 13] ; [54 51],[12.09302326 11.90697674] ; [52.90697674 52.09302326],0
a2,1,0.710713,0.137566,[ 3 22] ; [10 95],[ 2.5 22.5] ; [10.5 94.5],0
s1,1,0.725873,0.122935,[ 1 24] ; [ 6 98],[ 1.35658915 23.64341085] ; [ 5.64341085 98.35658915],0
n1,1,0.780154,0.077907,[4 7] ; [16 34],[3.60655738 7.39344262] ; [16.39344262 33.60655738],0
u1,1,0.813412,0.055709,[ 2 23] ; [ 7 98],[ 1.73076923 23.26923077] ; [ 7.26923077 97.73076923],0
v3,1,0.817802,0.053072,[ 5 20] ; [23 81],[ 5.42635659 19.57364341] ; [22.57364341 81.42635659],0
s5,1,0.819174,0.052262,[ 4 18] ; [17 88],[ 3.63779528 18.36220472] ; [17.36220472 87.63779528],0
n3,1,0.832556,0.0447,[6 5] ; [25 24],[5.68333333 5.31666667] ; [25.31666667 23.68333333],0
v1,1,0.926512,0.008507,[ 8 16] ; [33 69],[ 7.80952381 16.19047619] ; [33.19047619 68.80952381],0
d1,1,0.985786,0.000317,[ 9 16] ; [38 67],[ 9.03846154 15.96153846] ; [37.96153846 67.03846154],0
