Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,79.393883,[263 109] ; [ 54 123],[214.79781421 157.20218579] ; [102.20218579  74.79781421],1
r1,1,0.026083,4.950522,[317  53] ; [139  39],[307.88321168  62.11678832] ; [148.11678832  29.88321168],0
a5,1,0.028741,4.783035,[292  83] ; [124  55],[281.58844765  93.41155235] ; [134.41155235  44.58844765],0
r4,1,0.038141,4.298729,[352  23] ; [159  20],[345.89350181  29.10649819] ; [165.10649819  13.89350181],0
u1,1,0.045505,3.999824,[ 91 284] ; [ 30 149],[ 81.90433213 293.09566787] ; [ 39.09566787 139.90433213],0
v3,1,0.054831,3.687233,[149 211] ; [ 57 117],[138.87640449 221.12359551] ; [ 67.12359551 106.87640449],0
n3,1,0.063122,3.453384,[53 10] ; [34 15],[48.9375 14.0625] ; [38.0625 10.9375],0
a4,1,0.067733,3.337129,[175 199] ; [ 69 110],[165.0198915 208.9801085] ; [ 78.9801085 100.0198915],0
b1,1,0.084521,2.975756,[139 236] ; [ 53 126],[129.96389892 245.03610108] ; [ 62.03610108 116.96389892],0
a6,1,0.117955,2.444263,[296  78] ; [131  48],[288.78481013  85.21518987] ; [138.21518987  40.78481013],0
v2,1,0.15366,2.035532,[219 141] ; [94 79],[211.40712946 148.59287054] ; [101.59287054  71.40712946],0
r2,1,0.155207,2.020314,[356  13] ; [167  11],[352.80987203  16.19012797] ; [170.19012797   7.80987203],0
v1,1,0.157357,1.999445,[212 154] ; [89 84],[204.38961039 161.61038961] ; [96.61038961 76.38961039],0
b4,1,0.2153,1.535426,[216 159] ; [113  66],[222.69855596 152.30144404] ; [106.30144404  72.69855596],0
s1,1,0.225234,1.470711,[  8 362] ; [  7 169],[ 10.16483516 359.83516484] ; [  4.83516484 171.16483516],0
r3,1,0.232084,1.428045,[363   8] ; [171   7],[360.86338798  10.13661202] ; [173.13661202   4.86338798],0
p12,1,0.315703,1.006664,[ 35 340] ; [ 12 165],[ 31.92934783 343.07065217] ; [ 15.07065217 161.92934783],0
n1,1,0.328225,0.955888,[19 43] ; [19 29],[21.41818182 40.58181818] ; [16.58181818 31.41818182],0
u3,1,0.330057,0.948675,[53 36] ; [45 22],[55.91025641 33.08974359] ; [42.08974359 24.91025641],0
d3,1,0.358257,0.843995,[299  75] ; [137  42],[294.8716094  79.1283906] ; [141.1283906  37.8716094],0
d1,1,0.366707,0.814792,[237 138] ; [106  73],[232.17509025 142.82490975] ; [110.82490975  68.17509025],0
p1,1,0.436489,0.605496,[ 37 336] ; [ 14 164],[ 34.52450091 338.47549909] ; [ 16.47549909 161.52450091],0
b5,1,0.52184,0.410255,[241 134] ; [120  59],[244.35920578 130.64079422] ; [116.64079422  62.35920578],0
b2,1,0.530044,0.394308,[ 86 148] ; [28 57],[ 83.62382445 150.37617555] ; [30.37617555 54.62382445],0
b3,1,0.530044,0.394308,[ 86 148] ; [28 57],[ 83.62382445 150.37617555] ; [30.37617555 54.62382445],0
d2,1,0.587546,0.294193,[182 193] ; [82 96],[179.02350814 195.97649186] ; [84.97649186 93.02350814],0
d5,1,0.653931,0.200979,[315  60] ; [153  26],[316.78700361  58.21299639] ; [151.21299639  27.78700361],0
s3,1,0.664073,0.188614,[208 160] ; [96 80],[205.64705882 162.35294118] ; [98.35294118 77.64705882],0
n2,1,0.693988,0.154802,[48 15] ; [35 13],[47.10810811 15.89189189] ; [35.89189189 12.10810811],0
s2,1,0.704883,0.143442,[193 178] ; [88 87],[190.93589744 180.06410256] ; [90.06410256 84.93589744],0
s4,1,0.809209,0.058296,[ 57 311] ; [ 29 149],[ 57.96336996 310.03663004] ; [ 28.03663004 149.96336996],0
u2,1,0.814184,0.05524,[51 37] ; [37 29],[50.28571429 37.71428571] ; [37.71428571 28.28571429],0
u4,1,0.871641,0.026106,[  7 367] ; [  3 176],[  6.76311031 367.23688969] ; [  3.23688969 175.76311031],0
d4,1,0.90691,0.013674,[317  58] ; [152  27],[317.46389892  57.53610108] ; [151.53610108  27.46389892],0
