Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.002168,9.401828,[18 14] ; [78 16],[24.38095238  7.61904762] ; [71.61904762 22.38095238],0
u2,1,0.327274,0.959655,[12 12] ; [28 17],[13.91304348 10.08695652] ; [26.08695652 18.91304348],0
n2,1,0.365416,0.819195,[6 4] ; [13  4],[7.03703704 2.96296296] ; [11.96296296  5.03703704],0
p12,1,0.368958,0.807172,[ 1 32] ; [ 7 87],[ 2.07874016 30.92125984] ; [ 5.92125984 88.07874016],0
p1,1,0.378814,0.774547,[ 5 28] ; [ 9 85],[ 3.63779528 29.36220472] ; [10.36220472 83.63779528],0
n4,1,0.388184,0.744624,[22 11] ; [70 24],[23.90551181  9.09448819] ; [68.09448819 25.90551181],0
r4,1,0.442824,0.588954,[27  6] ; [82 12],[28.32283465  4.67716535] ; [80.67716535 13.32283465],0
s3,1,0.466656,0.529884,[20 13] ; [49 43],[18.216 14.784] ; [50.784 41.216],0
b5,1,0.471499,0.518462,[22 11] ; [56 38],[20.26771654 12.73228346] ; [57.73228346 36.26771654],0
p5,1,0.477589,0.504364,[ 8 25] ; [17 75],[ 6.6 26.4] ; [18.4 73.6],0
v3,1,0.483913,0.490033,[10 21] ; [35 54],[11.625 19.375] ; [33.375 55.625],0
r1,1,0.560103,0.339525,[21 12] ; [65 29],[22.34645669 10.65354331] ; [63.65354331 30.34645669],0
u3,1,0.577799,0.309806,[15  9] ; [25 20],[13.91304348 10.08695652] ; [26.08695652 18.91304348],0
p3,1,0.598235,0.277666,[19 14] ; [59 35],[20.26771654 12.73228346] ; [57.73228346 36.26771654],0
s1,1,0.656425,0.197895,[ 2 30] ; [ 4 89],[ 1.536 30.464] ; [ 4.464 88.536],0
s5,1,0.71695,0.131434,[ 8 23] ; [26 63],[ 8.78333333 22.21666667] ; [25.21666667 63.78333333],0
s2,1,0.757476,0.095355,[17 16] ; [45 48],[16.23809524 16.76190476] ; [45.76190476 47.23809524],0
u1,1,0.768954,0.086285,[ 1 32] ; [ 2 92],[ 0.77952756 32.22047244] ; [ 2.22047244 91.77952756],0
n6,1,0.78574,0.0739,[27  6] ; [78 15],[27.5  5.5] ; [77.5 15.5],0
p2,1,0.804141,0.0615,[29  4] ; [81 13],[28.58267717  4.41732283] ; [81.41732283 12.58267717],0
s6,1,0.825861,0.048406,[21 11] ; [63 30],[21.504 10.496] ; [62.496 30.504],0
v1,1,0.832137,0.044928,[16 16] ; [48 44],[16.51612903 15.48387097] ; [47.48387097 44.51612903],0
s7,1,0.835973,0.042869,[14 15] ; [41 48],[13.51694915 15.48305085] ; [41.48305085 47.51694915],0
s8,1,0.917168,0.010816,[13 20] ; [38 56],[13.2519685 19.7480315] ; [37.7480315 56.2519685],0
d2,1,0.922311,0.009511,[ 8 25] ; [22 72],[ 7.79527559 25.20472441] ; [22.20472441 71.79527559],0
d1,1,0.929007,0.007938,[12 21] ; [35 59],[12.21259843 20.78740157] ; [34.78740157 59.21259843],0
d4,1,0.955605,0.003099,[23 10] ; [66 28],[23.12598425  9.87401575] ; [65.87401575 28.12598425],0
s4,1,0.969924,0.001422,[ 6 27] ; [17 75],[ 6.072 26.928] ; [16.928 75.072],0
