Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1.2e-05,19.149823,[314  16] ; [7 4],[310.64516129  19.35483871] ; [10.35483871  0.64516129],1
s2,1,0.201676,1.630199,[182 144] ; [4 7],[179.92878338 146.07121662] ; [6.07121662 4.92878338],0
s1,1,0.227599,1.455802,[  9 314] ; [ 1 10],[  9.67065868 313.32934132] ; [ 0.32934132 10.67065868],0
n4,1,0.309634,1.032236,[277  52] ; [8 3],[275.77941176  53.22058824] ; [9.22058824 1.77941176],0
u1,1,0.339751,0.911371,[ 69 261] ; [ 1 10],[ 67.74193548 262.25806452] ; [2.25806452 8.74193548],0
p7,1,0.346535,0.886105,[217 100] ; [9 2],[218.42073171  98.57926829] ; [7.57926829 3.42073171],0
p8,1,0.402949,0.69951,[186 134] ; [5 6],[184.65256798 135.34743202] ; [6.34743202 4.65256798],0
p6,1,0.41392,0.667512,[126 193] ; [3 8],[124.7 194.3] ; [4.3 6.7],0
s5,1,0.42085,0.647939,[125 193] ; [3 8],[123.72036474 194.27963526] ; [4.27963526 6.72036474],0
d5,1,0.446961,0.578346,[269  59] ; [10  1],[269.94690265  58.05309735] ; [9.05309735 1.94690265],0
n5,1,0.466145,0.531099,[268  61] ; [8 3],[267.07058824  61.92941176] ; [8.92941176 2.07058824],0
a4,1,0.47642,0.507047,[155 173] ; [4 7],[153.84070796 174.15929204] ; [5.15929204 5.84070796],0
p11,1,0.480937,0.496737,[268  62] ; [8 3],[267.09677419  62.90322581] ; [8.90322581 2.09677419],0
u3,1,0.502716,0.449198,[45 32] ; [5 2],[45.83333333 31.16666667] ; [4.16666667 2.83333333],0
d3,1,0.515439,0.42301,[238  90] ; [7 4],[237.05014749  90.94985251] ; [7.94985251 3.05014749],0
n1,1,0.525206,0.403659,[21 41] ; [1 4],[20.35820896 41.64179104] ; [1.64179104 3.35820896],0
d1,1,0.538198,0.378889,[210 120] ; [6 5],[209.03225806 120.96774194] ; [6.96774194 4.03225806],0
u2,1,0.544356,0.367526,[46 31] ; [5 2],[46.75 30.25] ; [4.25 2.75],0
p10,1,0.562369,0.335619,[273  50] ; [10  1],[273.67964072  49.32035928] ; [9.32035928 1.67964072],0
d2,1,0.655171,0.199443,[171 156] ; [5 6],[170.27218935 156.72781065] ; [5.72781065 5.27218935],0
s4,1,0.670132,0.181448,[ 44 281] ; [ 1 10],[ 43.52678571 281.47321429] ; [1.47321429 9.52678571],0
p9,1,0.693544,0.155276,[277  45] ; [9 2],[276.55255255  45.44744745] ; [9.44744745 1.55255255],0
a8,1,0.739895,0.110219,[ 40 253] ; [1 9],[ 39.64686469 253.35313531] ; [1.35313531 8.64686469],0
p12,1,0.745994,0.104928,[ 40 284] ; [ 1 10],[ 39.65373134 284.34626866] ; [1.34626866 9.65373134],0
p2,1,0.823701,0.049634,[274  51] ; [9 2],[273.73511905  51.26488095] ; [9.26488095 1.73511905],0
s6,1,0.834161,0.043835,[224  97] ; [8 3],[224.31325301  96.68674699] ; [7.68674699 3.31325301],0
p1,1,0.841148,0.04017,[ 36 291] ; [ 1 10],[ 35.79585799 291.20414201] ; [1.20414201 9.79585799],0
d4,1,0.842744,0.039357,[274  52] ; [9 2],[273.76261128  52.23738872] ; [9.23738872 1.76261128],0
p3,1,0.850306,0.035618,[186 138] ; [6 5],[185.69552239 138.30447761] ; [6.30447761 4.69552239],0
s8,1,0.867997,0.027624,[169 156] ; [6 5],[169.27083333 155.72916667] ; [5.72916667 5.27083333],0
b2,1,0.870326,0.026649,[ 84 124] ; [3 5],[ 83.77777778 124.22222222] ; [3.22222222 4.77777778],0
b3,1,0.870326,0.026649,[ 84 124] ; [3 5],[ 83.77777778 124.22222222] ; [3.22222222 4.77777778],0
s7,1,0.889395,0.019341,[180 131] ; [5 4],[179.796875 131.203125] ; [5.203125 3.796875],0
