Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,30.350999,[22 14] ; [17 97],[ 9.36 26.64] ; [29.64 84.36],1
n2,1,0.123841,2.368054,[13  4] ; [30 24],[10.29577465  6.70422535] ; [32.70422535 21.29577465],0
p5,1,0.131226,2.277939,[ 3 33] ; [  3 110],[ 1.44966443 34.55033557] ; [  4.55033557 108.44966443],0
a1,1,0.185227,1.755181,[ 1 35] ; [ 11 103],[ 2.88 33.12] ; [  9.12 104.88],0
d4,1,0.186774,1.742879,[28  8] ; [74 38],[24.81081081 11.18918919] ; [77.18918919 34.81081081],0
s1,1,0.189024,1.725208,[ 1 34] ; [ 11 101],[ 2.85714286 32.14285714] ; [  9.14285714 102.85714286],0
p7,1,0.190244,1.715724,[16 20] ; [36 75],[12.73469388 23.26530612] ; [39.26530612 71.73469388],0
u1,1,0.215982,1.53087,[ 7 29] ; [ 13 101],[ 4.8 31.2] ; [15.2 98.8],0
a6,1,0.247276,1.338629,[24 12] ; [63 50],[21.02013423 14.97986577] ; [65.97986577 47.02013423],0
d2,1,0.256176,1.289307,[19 17] ; [47 65],[16.05405405 19.94594595] ; [49.94594595 62.05405405],0
a5,1,0.263516,1.250193,[24 12] ; [64 50],[21.12 14.88] ; [66.88 47.12],0
n3,1,0.325099,0.968323,[11  6] ; [26 25],[9.25 7.75] ; [27.75 23.25],0
a3,1,0.352136,0.865745,[24 11] ; [67 45],[21.66666667 13.33333333] ; [69.33333333 42.66666667],0
u4,1,0.386082,0.751245,[ 1 35] ; [  1 113],[ 0.48 35.52] ; [  1.52 112.48],0
v2,1,0.429795,0.623377,[16 20] ; [40 68],[14. 22.] ; [42. 66.],0
p8,1,0.479166,0.50076,[ 7 29] ; [28 83],[ 8.57142857 27.42857143] ; [26.42857143 84.57142857],0
p1,1,0.498907,0.45726,[ 3 33] ; [  6 108],[ 2.16 33.84] ; [  6.84 107.16],0
v3,1,0.505179,0.44404,[12 24] ; [30 79],[10.42758621 25.57241379] ; [31.57241379 77.42758621],0
b4,1,0.57133,0.320462,[17 19] ; [60 54],[18.48 17.52] ; [58.52 55.48],0
n4,1,0.575279,0.313929,[22 13] ; [65 48],[20.57432432 14.42567568] ; [66.42567568 46.57432432],0
n1,1,0.636188,0.223762,[ 5 11] ; [20 33],[ 5.79710145 10.20289855] ; [19.20289855 33.79710145],0
b3,1,0.648565,0.207714,[ 6 14] ; [21 38],[ 6.83544304 13.16455696] ; [20.16455696 38.83544304],0
b2,1,0.648565,0.207714,[ 6 14] ; [21 38],[ 6.83544304 13.16455696] ; [20.16455696 38.83544304],0
a4,1,0.654939,0.19973,[15 21] ; [42 70],[13.86486486 22.13513514] ; [43.13513514 68.86486486],0
u3,1,0.67339,0.177662,[4 8] ; [18 27],[4.63157895 7.36842105] ; [17.36842105 27.63157895],0
b1,1,0.702195,0.146199,[17 19] ; [58 56],[18. 18.] ; [57. 57.],0
a2,1,0.702195,0.146199,[ 8 28] ; [22 92],[ 7.2 28.8] ; [22.8 91.2],0
d1,1,0.733203,0.116191,[16 20] ; [47 67],[15.12 20.88] ; [47.88 66.12],0
n5,1,0.928401,0.008074,[22 14] ; [70 43],[22.22818792 13.77181208] ; [69.77181208 43.22818792],0
b5,1,0.962841,0.00217,[21 15] ; [67 47],[21.12 14.88] ; [66.88 47.12],0
u2,1,0.981894,0.000515,[5 7] ; [19 27],[4.96551724 7.03448276] ; [19.03448276 26.96551724],0
