Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,57.983819,[ 39 198] ; [119 123],[ 78.17536534 158.82463466] ; [ 79.82463466 162.17536534],1
n6,1,0.399189,0.710768,[191  50] ; [204  44],[194.67280164  46.32719836] ; [200.32719836  47.67280164],0
p2,1,0.410845,0.676355,[190  50] ; [202  44],[193.58024691  46.41975309] ; [198.41975309  47.58024691],0
a1,1,0.432607,0.615815,[  9 232] ; [ 13 237],[ 10.79837067 230.20162933] ; [ 11.20162933 238.79837067],0
p6,1,0.436533,0.605378,[ 65 174] ; [ 73 167],[ 68.8559499 170.1440501] ; [ 69.1440501 170.8559499],0
b2,1,0.487109,0.482907,[39 96] ; [43 88],[41.61654135 93.38345865] ; [40.38345865 90.61654135],0
b3,1,0.487109,0.482907,[39 96] ; [43 88],[41.61654135 93.38345865] ; [40.38345865 90.61654135],0
u4,1,0.541153,0.373407,[  2 239] ; [  1 249],[  1.47250509 239.52749491] ; [  1.52749491 248.47250509],0
s7,1,0.621932,0.243162,[ 57 172] ; [ 64 174],[ 59.33404711 169.66595289] ; [ 61.66595289 176.33404711],0
b4,1,0.663231,0.189623,[138 103] ; [148 102],[140.37881874 100.62118126] ; [145.62118126 104.37881874],0
r2,1,0.781131,0.077198,[223  17] ; [232  16],[223.7704918  16.2295082] ; [231.2295082  16.7704918],0
p5,1,0.805961,0.060339,[ 18 222] ; [ 20 227],[ 18.72689938 221.27310062] ; [ 19.27310062 227.72689938],0
u2,1,0.834883,0.043449,[54 48] ; [38 36],[53.31818182 48.68181818] ; [38.68181818 35.31818182],0
a8,1,0.890253,0.01904,[ 24 200] ; [ 23 200],[ 23.55257271 200.44742729] ; [ 23.44742729 199.55257271],0
s2,1,0.896232,0.01701,[ 81 158] ; [ 83 166],[ 80.31967213 158.68032787] ; [ 83.68032787 165.31967213],0
n2,1,0.917778,0.010657,[51 18] ; [38 14],[50.75206612 18.24793388] ; [38.24793388 13.75206612],0
s5,1,0.956086,0.003032,[ 58 177] ; [ 61 184],[ 58.26041667 176.73958333] ; [ 60.73958333 184.26041667],0
p1,1,0.960423,0.002462,[ 17 222] ; [ 18 231],[ 17.14139344 221.85860656] ; [ 17.85860656 231.14139344],0
