Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,2.4e-05,17.876577,[12 22] ; [39  9],[21.14634146 12.85365854] ; [29.85365854 18.14634146],1
a5,1,0.428066,0.628064,[28  6] ; [36 12],[26.53658537  7.46341463] ; [37.46341463 10.53658537],0
r1,1,0.439782,0.596851,[26  8] ; [40  8],[27.36585366  6.63414634] ; [38.63414634  9.36585366],0
s8,1,0.465756,0.532027,[21 13] ; [32 14],[22.525 11.475] ; [30.475 15.525],0
d5,1,0.467804,0.527159,[26  8] ; [39  8],[27.28395062  6.71604938] ; [37.71604938  9.28395062],0
u1,1,0.479522,0.499951,[ 5 29] ; [10 38],[ 6.2195122 27.7804878] ; [ 8.7804878 39.2195122],0
u4,1,0.493172,0.469598,[ 1 33] ; [ 3 45],[ 1.65853659 32.34146341] ; [ 2.34146341 45.65853659],0
n6,1,0.498191,0.458787,[32  1] ; [44  3],[31.35  1.65] ; [44.65  2.35],0
u3,1,0.514584,0.424735,[5 4] ; [7 3],[5.68421053 3.31578947] ; [6.31578947 3.68421053],0
d4,1,0.541672,0.372449,[28  6] ; [41  6],[28.96296296  5.03703704] ; [40.03703704  6.96296296],0
a3,1,0.551137,0.355284,[25  9] ; [38 10],[26.12195122  7.87804878] ; [36.87804878 11.12195122],0
n5,1,0.605917,0.266163,[30  4] ; [44  4],[30.68292683  3.31707317] ; [43.31707317  4.68292683],0
a8,1,0.609603,0.260753,[ 4 29] ; [ 7 36],[ 4.77631579 28.22368421] ; [ 6.22368421 36.77631579],0
a4,1,0.627868,0.234963,[16 18] ; [20 28],[14.92682927 19.07317073] ; [21.07317073 26.92682927],0
s2,1,0.639124,0.219889,[22 12] ; [28 19],[20.98765432 13.01234568] ; [29.01234568 17.98765432],0
s7,1,0.647066,0.209619,[24  9] ; [34 10],[24.85714286  8.14285714] ; [33.14285714 10.85714286],0
n1,1,0.653095,0.20202,[5 4] ; [5 6],[4.5 4.5] ; [5.5 5.5],0
r2,1,0.678935,0.171327,[31  3] ; [44  3],[31.48148148  2.51851852] ; [43.51851852  3.48148148],0
r3,1,0.678935,0.171327,[31  3] ; [44  3],[31.48148148  2.51851852] ; [43.51851852  3.48148148],0
p9,1,0.722345,0.126257,[32  2] ; [46  2],[32.34146341  1.65853659] ; [45.65853659  2.34146341],0
p6,1,0.741979,0.108395,[24 10] ; [34 12],[24.65  9.35] ; [33.35 12.65],0
d2,1,0.776636,0.080489,[17 17] ; [22 25],[16.37037037 17.62962963] ; [22.62962963 24.37037037],0
d3,1,0.782333,0.076331,[22 12] ; [29 18],[21.40740741 12.59259259] ; [29.59259259 17.40740741],0
s3,1,0.79341,0.068584,[22 11] ; [30 17],[21.45 11.55] ; [30.55 16.45],0
a6,1,0.793676,0.068403,[20 14] ; [29 18],[20.56790123 13.43209877] ; [28.43209877 18.56790123],0
r4,1,0.810695,0.057374,[31  3] ; [43  5],[30.68292683  3.31707317] ; [43.31707317  4.68292683],0
a2,1,0.83606,0.042823,[ 7 27] ; [ 9 39],[ 6.63414634 27.36585366] ; [ 9.36585366 38.63414634],0
p1,1,0.858613,0.031734,[10 24] ; [15 33],[10.36585366 23.63414634] ; [14.63414634 33.36585366],0
b4,1,0.901882,0.015199,[21 13] ; [29 19],[20.73170732 13.26829268] ; [29.26829268 18.73170732],0
d1,1,0.946065,0.004576,[21 13] ; [30 18],[21.14634146 12.85365854] ; [29.85365854 18.14634146],0
a1,1,0.987659,0.000239,[ 5 29] ; [ 7 41],[ 4.97560976 29.02439024] ; [ 7.02439024 40.97560976],0
