Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,2.8e-05,17.549063,[22 33] ; [ 7 69],[12.17557252 42.82442748] ; [16.82442748 59.17557252],1
b5,1,0.763938,0.090189,[32 24] ; [46 31],[32.84210526 23.15789474] ; [45.15789474 31.84210526],0
b3,1,0.773235,0.083028,[ 6 20] ; [11 31],[ 6.5 19.5] ; [10.5 31.5],0
b2,1,0.773235,0.083028,[ 6 20] ; [11 31],[ 6.5 19.5] ; [10.5 31.5],0
p6,1,0.819905,0.051832,[ 8 47] ; [10 66],[ 7.55725191 47.44274809] ; [10.44274809 65.55725191],0
n3,1,0.83576,0.042981,[16  8] ; [25 14],[15.61904762  8.38095238] ; [25.38095238 13.61904762],0
b4,1,0.880943,0.022432,[32 24] ; [45 32],[32.42105263 23.57894737] ; [44.57894737 32.42105263],0
n6,1,0.891795,0.018505,[37 19] ; [50 27],[36.63157895 19.36842105] ; [50.36842105 26.63157895],0
s3,1,0.928998,0.00794,[24 31] ; [33 44],[23.75 31.25] ; [33.25 43.75],0
s2,1,0.938615,0.005931,[21 35] ; [29 47],[21.21212121 34.78787879] ; [28.78787879 47.21212121],0
p1,1,0.966981,0.001714,[ 3 53] ; [ 4 73],[ 2.94736842 53.05263158] ; [ 4.05263158 72.94736842],0
n1,1,0.975646,0.000932,[ 5 19] ; [ 8 31],[ 4.95238095 19.04761905] ; [ 8.04761905 30.95238095],0
