Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3.9e-05,16.916427,[53 23] ; [ 9 24],[43.2293578 32.7706422] ; [18.7706422 14.2293578],1
n3,1,0.233815,1.4175,[13  7] ; [7 1],[14.28571429  5.71428571] ; [5.71428571 2.28571429],0
a7,1,0.264095,1.247166,[50 27] ; [25  8],[52.5 24.5] ; [22.5 10.5],0
s4,1,0.277353,1.180017,[13 63] ; [ 3 30],[11.1559633 64.8440367] ; [ 4.8440367 28.1559633],0
n6,1,0.280633,1.164021,[65 12] ; [25  8],[63. 14.] ; [27.  6.],0
n4,1,0.280633,1.164021,[65 12] ; [25  8],[63. 14.] ; [27.  6.],0
r3,1,0.32372,0.973859,[72  5] ; [29  4],[70.7  6.3] ; [30.3  2.7],0
s1,1,0.341182,0.905984,[ 6 70] ; [ 1 32],[ 4.88073394 71.11926606] ; [ 2.11926606 30.88073394],0
d5,1,0.368193,0.809754,[66 11] ; [26  7],[64.4 12.6] ; [27.6  5.4],0
a1,1,0.373902,0.790656,[ 2 75] ; [ 2 31],[ 2.8 74.2] ; [ 1.2 31.8],0
n1,1,0.402784,0.7,[11  9] ; [3 5],[10. 10.] ; [4. 4.],0
u3,1,0.40292,0.699595,[13  6] ; [7 6],[11.875  7.125] ; [8.125 4.875],0
p8,1,0.417696,0.656789,[22 55] ; [12 21],[23.8 53.2] ; [10.2 22.8],0
v4,1,0.443012,0.588468,[73  4] ; [30  3],[72.1  4.9] ; [30.9  2.1],0
a8,1,0.462284,0.540358,[ 5 65] ; [ 1 29],[ 4.2 65.8] ; [ 1.8 28.2],0
p10,1,0.467429,0.528046,[58 18] ; [23 10],[56.47706422 19.52293578] ; [24.52293578  8.47706422],0
p11,1,0.521298,0.411325,[56 21] ; [22 11],[54.6 22.4] ; [23.4  9.6],0
a5,1,0.53929,0.376857,[58 19] ; [23 10],[56.7 20.3] ; [24.3  8.7],0
p2,1,0.53929,0.376857,[58 19] ; [23 10],[56.7 20.3] ; [24.3  8.7],0
v1,1,0.54,0.37554,[39 32] ; [16 17],[37.54807692 33.45192308] ; [17.45192308 15.54807692],0
n2,1,0.608757,0.261988,[13  7] ; [6 2],[13.57142857  6.42857143] ; [5.42857143 2.57142857],0
b1,1,0.676053,0.174603,[36 41] ; [14 19],[35. 42.] ; [15. 18.],0
p6,1,0.695215,0.153497,[19 58] ; [ 7 26],[18.2 58.8] ; [ 7.8 25.2],0
d4,1,0.710952,0.137328,[63 14] ; [26  7],[62.3 14.7] ; [26.7  6.3],0
b3,1,0.730876,0.118309,[20 30] ; [ 6 11],[19.40298507 30.59701493] ; [ 6.59701493 10.40298507],0
b2,1,0.730876,0.118309,[20 30] ; [ 6 11],[19.40298507 30.59701493] ; [ 6.59701493 10.40298507],0
p1,1,0.735779,0.113872,[12 65] ; [ 6 27],[12.6 64.4] ; [ 5.4 27.6],0
d3,1,0.797213,0.066026,[47 30] ; [21 12],[47.6 29.4] ; [20.4 12.6],0
u4,1,0.824083,0.049416,[ 3 74] ; [ 1 32],[ 2.8 74.2] ; [ 1.2 31.8],0
a6,1,0.863985,0.029345,[48 29] ; [20 13],[47.6 29.4] ; [20.4 12.6],0
a4,1,0.867607,0.027788,[36 41] ; [16 17],[36.4 40.6] ; [15.6 17.4],0
b4,1,0.896186,0.017025,[50 27] ; [21 12],[49.7 27.3] ; [21.3 11.7],0
a2,1,1.0,0.0,[14 63] ; [ 6 27],[14. 63.] ; [ 6. 27.],0
