Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1.8e-05,18.367011,[35 66] ; [28  9],[46.10869565 54.89130435] ; [16.89130435 20.10869565],1
d4,1,0.66913,0.182622,[75 31] ; [29 10],[76.02758621 29.97241379] ; [27.97241379 11.02758621],0
u3,1,0.679359,0.170848,[22 17] ; [7 7],[21.33962264 17.66037736] ; [7.66037736 6.33962264],0
p3,1,0.715865,0.132489,[31 75] ; [12 25],[31.87412587 74.12587413] ; [11.12587413 25.87412587],0
s3,1,0.73519,0.114399,[48 58] ; [16 22],[47.11111111 58.88888889] ; [16.88888889 21.11111111],0
b2,1,0.741485,0.108826,[18 47] ; [ 6 13],[18.57142857 46.42857143] ; [ 5.42857143 13.57142857],0
b3,1,0.741485,0.108826,[18 47] ; [ 6 13],[18.57142857 46.42857143] ; [ 5.42857143 13.57142857],0
a4,1,0.743138,0.107388,[38 69] ; [15 24],[38.84246575 68.15753425] ; [14.15753425 24.84246575],0
a6,1,0.743138,0.107388,[69 38] ; [24 15],[68.15753425 38.84246575] ; [24.84246575 14.15753425],0
u1,1,0.753305,0.098775,[  7 100] ; [ 2 37],[  6.59589041 100.40410959] ; [ 2.40410959 36.59589041],0
a3,1,0.772075,0.083904,[68 38] ; [24 15],[67.25517241 38.74482759] ; [24.74482759 14.25517241],0
n5,1,0.819904,0.051833,[48 57] ; [17 22],[47.39583333 57.60416667] ; [17.60416667 21.39583333],0
p11,1,0.83169,0.045171,[61 46] ; [23 16],[61.56164384 45.43835616] ; [22.43835616 16.56164384],0
n3,1,0.841286,0.040099,[26 15] ; [6 4],[25.7254902 15.2745098] ; [6.2745098 3.7254902],0
s6,1,0.868251,0.027517,[45 62] ; [17 22],[45.43835616 61.56164384] ; [16.56164384 22.43835616],0
a1,1,0.88871,0.019582,[ 9 98] ; [ 3 36],[ 8.79452055 98.20547945] ; [ 3.20547945 35.79452055],0
s1,1,0.893147,0.018043,[  5 101] ; [ 2 36],[  5.15277778 100.84722222] ; [ 1.84722222 36.15277778],0
p5,1,0.893147,0.018043,[  5 101] ; [ 2 36],[  5.15277778 100.84722222] ; [ 1.84722222 36.15277778],0
d1,1,0.948439,0.004182,[46 61] ; [17 22],[46.17123288 60.82876712] ; [16.82876712 22.17123288],0
p6,1,0.949637,0.00399,[17 85] ; [ 6 31],[16.87769784 85.12230216] ; [ 6.12230216 30.87769784],0
s5,1,0.95293,0.003484,[16 88] ; [ 6 32],[16.11267606 87.88732394] ; [ 5.88732394 32.11267606],0
p2,1,0.991209,0.000121,[66 40] ; [23 14],[65.97202797 40.02797203] ; [23.02797203 13.97202797],0
