Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,73.886375,[ 1 39] ; [133  43],[24.81481481 15.18518519] ; [109.18518519  66.81481481],1
b3,1,0.090119,2.872244,[ 8 23] ; [53 72],[12.12179487 18.87820513] ; [48.87820513 76.12179487],0
b2,1,0.090119,2.872244,[ 8 23] ; [53 72],[12.12179487 18.87820513] ; [48.87820513 76.12179487],0
s7,1,0.09176,2.843224,[24 16] ; [122  44],[28.34951456 11.65048544] ; [117.65048544  48.34951456],0
p9,1,0.094782,2.791224,[32  8] ; [155  18],[35.11737089  4.88262911] ; [151.88262911  21.11737089],0
n3,1,0.110434,2.548002,[10  2] ; [19 14],[7.73333333 4.26666667] ; [21.26666667 11.73333333],0
n2,1,0.117797,2.446369,[11  2] ; [20 13],[8.76086957 4.23913043] ; [22.23913043 10.76086957],0
r4,1,0.165244,1.925566,[34  6] ; [162  14],[36.2962963  3.7037037] ; [159.7037037  16.2962963],0
n5,1,0.196385,1.669055,[28 12] ; [139  36],[31.06976744  8.93023256] ; [135.93023256  39.06976744],0
n6,1,0.259008,1.274052,[32  8] ; [153  23],[34.25925926  5.74074074] ; [150.74074074  25.25925926],0
s2,1,0.26566,1.239021,[21 18] ; [111  64],[24.05607477 14.94392523] ; [107.94392523  67.05607477],0
p5,1,0.286825,1.134467,[ 2 38] ; [ 18 154],[ 3.77358491 36.22641509] ; [ 16.22641509 155.77358491],0
v4,1,0.318877,0.993545,[36  3] ; [169   7],[37.18604651  1.81395349] ; [167.81395349   8.18604651],0
a8,1,0.320151,0.988328,[ 4 33] ; [ 28 132],[ 6.01015228 30.98984772] ; [ 25.98984772 134.01015228],0
b4,1,0.370104,0.803314,[21 19] ; [106  70],[23.51851852 16.48148148] ; [103.48148148  72.51851852],0
p12,1,0.388673,0.74309,[ 2 38] ; [ 16 158],[ 3.36448598 36.63551402] ; [ 14.63551402 159.36448598],0
p11,1,0.41254,0.67147,[32  8] ; [150  26],[33.7037037  6.2962963] ; [148.2962963  27.7037037],0
p2,1,0.479839,0.499229,[32  8] ; [148  27],[33.48837209  6.51162791] ; [146.51162791  28.48837209],0
p4,1,0.479927,0.499029,[24 16] ; [116  60],[25.92592593 14.07407407] ; [114.07407407  61.92592593],0
p7,1,0.483493,0.490975,[24 16] ; [112  58],[25.9047619 14.0952381] ; [110.0952381  59.9047619],0
p3,1,0.514693,0.424515,[20 20] ; [98 78],[21.85185185 18.14814815] ; [96.14814815 79.85185185],0
p1,1,0.586625,0.295646,[ 4 36] ; [ 13 162],[ 3.1627907 36.8372093] ; [ 13.8372093 161.1627907],0
s4,1,0.596361,0.280519,[ 6 34] ; [ 21 155],[ 5. 35.] ; [ 22. 154.],0
a6,1,0.618218,0.24838,[24 16] ; [113  63],[25.37037037 14.62962963] ; [111.62962963  64.37037037],0
s1,1,0.635691,0.224422,[ 2 38] ; [  6 169],[ 1.48837209 38.51162791] ; [  6.51162791 168.48837209],0
s6,1,0.824432,0.049216,[32  8] ; [138  38],[31.48148148  8.51851852] ; [138.51851852  37.48148148],0
v1,1,0.833623,0.044124,[19 18] ; [90 79],[19.5776699 17.4223301] ; [89.4223301 79.5776699],0
s3,1,0.834642,0.043577,[26 13] ; [119  55],[26.54929577 12.45070423] ; [118.45070423  55.54929577],0
b1,1,0.841781,0.039847,[15 25] ; [ 69 107],[15.55555556 24.44444444] ; [ 68.44444444 107.55555556],0
b5,1,0.873123,0.025502,[24 16] ; [108  68],[24.44444444 15.55555556] ; [107.55555556  68.44444444],0
p10,1,0.923832,0.009141,[34  6] ; [146  27],[33.8028169  6.1971831] ; [146.1971831  26.8028169],0
