Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.00017,14.136473,[15 16] ; [59 11],[22.71287129  8.28712871] ; [51.28712871 18.71287129],1
a4,1,0.726399,0.122443,[14 17] ; [29 41],[13.1980198 17.8019802] ; [29.8019802 40.1980198],0
d2,1,0.777966,0.079508,[16 15] ; [34 36],[15.34653465 15.65346535] ; [34.65346535 35.34653465],0
u2,1,0.804748,0.061111,[3 3] ; [12 15],[2.72727273 3.27272727] ; [12.27272727 14.72727273],0
s2,1,0.820476,0.051498,[21 10] ; [49 21],[21.48514851  9.51485149] ; [48.51485149 21.48514851],0
b2,1,0.824637,0.0491,[ 4 16] ; [ 9 31],[ 4.33333333 15.66666667] ; [ 8.66666667 31.33333333],0
b3,1,0.824637,0.0491,[ 4 16] ; [ 9 31],[ 4.33333333 15.66666667] ; [ 8.66666667 31.33333333],0
p1,1,0.832693,0.044626,[ 4 27] ; [ 8 62],[ 3.68316832 27.31683168] ; [ 8.31683168 61.68316832],0
s3,1,0.888685,0.019591,[23  8] ; [51 19],[22.71287129  8.28712871] ; [51.28712871 18.71287129],0
d4,1,0.897062,0.016738,[24  7] ; [55 15],[24.24752475  6.75247525] ; [54.75247525 15.24752475],0
a1,1,0.919822,0.010132,[ 1 30] ; [ 2 68],[ 0.92079208 30.07920792] ; [ 2.07920792 67.92079208],0
d3,1,0.960798,0.002416,[22  8] ; [51 19],[21.9  8.1] ; [51.1 18.9],0
v3,1,1.0,0.0,[10 20] ; [23 46],[10. 20.] ; [23. 46.],0
