Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,56.401479,[265  78] ; [65 87],[228.66666667 114.33333333] ; [101.33333333  50.66666667],1
s1,1,0.114486,2.49118,[ 10 329] ; [  1 150],[  7.61020408 331.38979592] ; [  3.38979592 147.61020408],0
s6,1,0.117274,2.45335,[202 139] ; [78 73],[194.06504065 146.93495935] ; [85.93495935 65.06504065],0
v3,1,0.126001,2.34109,[125 205] ; [ 45 102],[117.61006289 212.38993711] ; [52.38993711 94.61006289],0
a7,1,0.127099,2.32758,[263  80] ; [106  45],[256.20850202  86.79149798] ; [112.79149798  38.20850202],0
n5,1,0.146238,2.111057,[252  88] ; [103  49],[245.32520325  94.67479675] ; [109.67479675  42.32520325],0
b2,1,0.192792,1.696154,[ 74 134] ; [22 58],[ 69.33333333 138.66666667] ; [26.66666667 53.33333333],0
b3,1,0.192792,1.696154,[ 74 134] ; [22 58],[ 69.33333333 138.66666667] ; [26.66666667 53.33333333],0
a8,1,0.226258,1.464234,[ 45 260] ; [ 15 127],[ 40.93959732 264.06040268] ; [ 19.06040268 122.93959732],0
b1,1,0.246525,1.342889,[133 210] ; [ 51 102],[127.24193548 215.75806452] ; [56.75806452 96.24193548],0
s3,1,0.285167,1.142298,[159 181] ; [78 72],[164.44897959 175.55102041] ; [72.55102041 77.44897959],0
u3,1,0.28977,1.120691,[43 33] ; [42 45],[39.63190184 36.36809816] ; [45.36809816 41.63190184],0
n2,1,0.299244,1.077558,[52 22] ; [23 15],[49.55357143 24.44642857] ; [25.44642857 12.55357143],0
p12,1,0.315789,1.006308,[ 21 319] ; [  6 146],[ 18.65853659 321.34146341] ; [  8.34146341 143.65853659],0
v4,1,0.364982,0.820677,[328  14] ; [142   9],[326.04462475  15.95537525] ; [143.95537525   7.04462475],0
p7,1,0.382956,0.76119,[221 118] ; [91 58],[216.73770492 122.26229508] ; [95.26229508 53.73770492],0
n1,1,0.426272,0.63296,[22 51] ; [ 9 30],[20.20535714 52.79464286] ; [10.79464286 28.20535714],0
s4,1,0.433162,0.61433,[ 39 303] ; [ 21 130],[ 41.62271805 300.37728195] ; [ 18.37728195 132.62271805],0
p6,1,0.454222,0.560096,[116 224] ; [ 46 104],[112.40816327 227.59183673] ; [ 49.59183673 100.40816327],0
s2,1,0.458493,0.549572,[135 205] ; [55 97],[131.30081301 208.69918699] ; [58.69918699 93.30081301],0
p1,1,0.482773,0.492592,[ 21 321] ; [ 12 141],[ 22.8 319.2] ; [ 10.2 142.8],0
p5,1,0.571071,0.320894,[ 18 324] ; [ 10 143],[ 19.34545455 322.65454545] ; [  8.65454545 144.34545455],0
u2,1,0.656768,0.197473,[44 34] ; [45 40],[42.58895706 35.41104294] ; [46.41104294 38.58895706],0
b4,1,0.842525,0.039468,[194 149] ; [88 65],[195.01209677 147.98790323] ; [86.98790323 66.01209677],0
b5,1,0.86246,0.030013,[218 125] ; [96 57],[217.14112903 125.85887097] ; [96.85887097 56.14112903],0
n3,1,0.984496,0.000378,[53 21] ; [28 11],[53.04424779 20.95575221] ; [27.95575221 11.04424779],0
