Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,89.084791,[365  76] ; [69 89],[319.52253756 121.47746244] ; [114.47746244  43.52253756],1
a1,1,0.384541,0.756135,[ 25 417] ; [ 12 146],[ 27.25666667 414.74333333] ; [  9.74333333 148.25666667],0
s1,1,0.506061,0.442203,[ 12 423] ; [  6 151],[ 13.22635135 421.77364865] ; [  4.77364865 152.22635135],0
a3,1,0.508505,0.437142,[358  83] ; [132  26],[360.75125209  80.24874791] ; [129.24874791  28.75125209],0
p5,1,0.513804,0.426313,[ 48 390] ; [ 20 135],[ 50.22596965 387.77403035] ; [ 17.77403035 137.22596965],0
n6,1,0.577477,0.310332,[368  70] ; [134  22],[370.16161616  67.83838384] ; [131.83838384  24.16161616],0
s6,1,0.592282,0.286794,[300 132] ; [102  50],[297.36986301 134.63013699] ; [104.63013699  47.36986301],0
n3,1,0.597124,0.279355,[69 31] ; [33 12],[70.34482759 29.65517241] ; [31.65517241 13.34482759],0
u4,1,0.653922,0.200991,[ 11 430] ; [  5 153],[ 11.77963272 429.22036728] ; [  4.22036728 153.77963272],0
d2,1,0.661823,0.191317,[274 167] ; [100  56],[276.27135678 164.72864322] ; [97.72864322 58.27135678],0
v1,1,0.714123,0.134193,[245 185] ; [84 68],[243.07560137 186.92439863] ; [85.92439863 66.07560137],0
d4,1,0.733267,0.116133,[404  38] ; [143  15],[402.95666667  39.04333333] ; [144.04333333  13.95666667],0
p11,1,0.737016,0.112767,[344  98] ; [125  33],[345.49666667  96.50333333] ; [123.50333333  34.49666667],0
p7,1,0.766889,0.08788,[275 153] ; [101  53],[276.50859107 151.49140893] ; [99.49140893 54.50859107],0
r2,1,0.8492,0.036153,[415  18] ; [148   7],[414.59013605  18.40986395] ; [148.40986395   6.59013605],0
a4,1,0.865715,0.028596,[255 186] ; [92 65],[255.89799331 185.10200669] ; [91.10200669 65.89799331],0
n2,1,0.955143,0.003164,[72 29] ; [33 13],[72.14285714 28.85714286] ; [32.85714286 13.14285714],0
s3,1,0.966608,0.001752,[234 197] ; [85 71],[234.22316865 196.77683135] ; [84.77683135 71.22316865],0
p6,1,0.972088,0.001224,[161 275] ; [56 95],[161.17887564 274.82112436] ; [55.82112436 95.17887564],0
s2,1,0.997745,8e-06,[225 211] ; [81 76],[224.98482293 211.01517707] ; [81.01517707 75.98482293],0
n4,1,0.99904,1e-06,[359  82] ; [127  29],[359.00502513  81.99497487] ; [126.99497487  29.00502513],0
