Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000174,14.088009,[ 4 15] ; [33 13],[10.81538462  8.18461538] ; [26.18461538 19.81538462],1
a1,1,0.477565,0.504418,[ 1 18] ; [ 5 41],[ 1.75384615 17.24615385] ; [ 4.24615385 41.75384615],0
a2,1,0.477565,0.504418,[ 1 18] ; [ 5 41],[ 1.75384615 17.24615385] ; [ 4.24615385 41.75384615],0
u2,1,0.524471,0.405093,[2 2] ; [14  7],[2.56 1.44] ; [13.44  7.56],0
s4,1,0.547075,0.362583,[ 5 14] ; [ 9 37],[ 4.09230769 14.90769231] ; [ 9.90769231 36.09230769],0
b2,1,0.554113,0.35,[6 6] ; [12 18],[5.14285714 6.85714286] ; [12.85714286 17.14285714],0
b3,1,0.554113,0.35,[6 6] ; [12 18],[5.14285714 6.85714286] ; [12.85714286 17.14285714],0
s2,1,0.60837,0.262555,[ 9 10] ; [25 21],[9.93846154 9.06153846] ; [24.06153846 21.93846154],0
v3,1,0.62512,0.238737,[ 8 10] ; [17 28],[ 7.14285714 10.85714286] ; [17.85714286 27.14285714],0
s3,1,0.724488,0.124233,[10  9] ; [22 24],[9.35384615 9.64615385] ; [22.64615385 23.35384615],0
p2,1,0.729315,0.119742,[15  4] ; [38  8],[15.49230769  3.50769231] ; [37.50769231  8.49230769],0
n2,1,0.750824,0.10084,[5 2] ; [11  6],[4.66666667 2.33333333] ; [11.33333333  5.66666667],0
p1,1,0.770639,0.084995,[ 3 16] ; [ 6 40],[ 2.63076923 16.36923077] ; [ 6.36923077 39.63076923],0
r4,1,0.789075,0.071563,[13  6] ; [33 13],[13.44615385  5.55384615] ; [32.55384615 13.44615385],0
a7,1,0.812987,0.055968,[12  7] ; [27 18],[11.578125  7.421875] ; [27.421875 17.578125],0
r2,1,0.833541,0.044168,[16  2] ; [40  6],[15.75  2.25] ; [40.25  5.75],0
s5,1,0.835939,0.042887,[ 6 10] ; [17 25],[6.34482759 9.65517241] ; [16.65517241 25.34482759],0
s1,1,0.837168,0.042238,[ 1 17] ; [ 2 44],[ 0.84375 17.15625] ; [ 2.15625 43.84375],0
b5,1,0.863063,0.029748,[12  7] ; [28 18],[11.69230769  7.30769231] ; [28.30769231 17.69230769],0
s7,1,0.882526,0.021835,[10  8] ; [23 20],[9.73770492 8.26229508] ; [23.26229508 19.73770492],0
n6,1,0.891541,0.018593,[15  4] ; [37  9],[15.2  3.8] ; [36.8  9.2],0
p11,1,0.891541,0.018593,[15  4] ; [37  9],[15.2  3.8] ; [36.8  9.2],0
d3,1,0.892934,0.018115,[12  7] ; [27 17],[11.76190476  7.23809524] ; [27.23809524 16.76190476],0
a5,1,0.919017,0.010337,[11  8] ; [26 20],[10.81538462  8.18461538] ; [26.18461538 19.81538462],0
u3,1,0.930388,0.007631,[2 2] ; [10 11],[1.92 2.08] ; [10.08 10.92],0
a8,1,0.942169,0.005263,[ 2 15] ; [ 5 40],[ 1.91935484 15.08064516] ; [ 5.08064516 39.91935484],0
r3,1,0.967612,0.001649,[17  2] ; [41  5],[16.95384615  2.04615385] ; [41.04615385  4.95384615],0
v4,1,0.967612,0.001649,[17  2] ; [41  5],[16.95384615  2.04615385] ; [41.04615385  4.95384615],0
b4,1,0.993064,7.6e-05,[12  7] ; [29 17],[11.98461538  7.01538462] ; [29.01538462 16.98461538],0
