Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,34.129239,[ 4 24] ; [75 25],[17.28125 10.71875] ; [61.71875 38.28125],1
p3,1,0.026379,4.93099,[ 4 24] ; [36 63],[ 8.81889764 19.18110236] ; [31.18110236 67.81889764],0
p8,1,0.033555,4.517219,[ 4 22] ; [37 62],[ 8.528 17.472] ; [32.472 66.528],0
a6,1,0.036348,4.380694,[13 15] ; [68 32],[17.71875 10.28125] ; [63.28125 36.71875],0
p4,1,0.043074,4.092495,[ 6 22] ; [42 57],[10.58267717 17.41732283] ; [37.41732283 61.58267717],0
b2,1,0.058724,3.57307,[ 9 11] ; [13 44],[ 5.71428571 14.28571429] ; [16.28571429 40.71428571],0
b3,1,0.058724,3.57307,[ 9 11] ; [13 44],[ 5.71428571 14.28571429] ; [16.28571429 40.71428571],0
b5,1,0.075024,3.169524,[13 15] ; [65 35],[17.0625 10.9375] ; [60.9375 39.0625],0
a1,1,0.089385,2.885421,[ 4 24] ; [ 5 95],[ 1.96875 26.03125] ; [ 7.03125 92.96875],0
v2,1,0.130409,2.287627,[ 6 21] ; [36 59],[ 9.29508197 17.70491803] ; [32.70491803 62.29508197],0
n2,1,0.157751,1.995649,[8 8] ; [26 11],[10.26415094  5.73584906] ; [23.73584906 13.26415094],0
a7,1,0.190546,1.713389,[15 13] ; [67 33],[17.9375 10.0625] ; [64.0625 35.9375],0
d4,1,0.214791,1.538838,[18 10] ; [76 24],[20.5625  7.4375] ; [73.4375 26.5625],0
p6,1,0.215402,1.534743,[ 4 23] ; [25 70],[ 6.41803279 20.58196721] ; [22.58196721 72.41803279],0
n4,1,0.21802,1.517356,[16 12] ; [44 56],[13.125 14.875] ; [46.875 53.125],0
s4,1,0.257969,1.279621,[ 3 25] ; [20 80],[ 5.03125 22.96875] ; [17.96875 82.03125],0
s5,1,0.301019,1.069675,[ 4 24] ; [22 72],[ 5.96721311 22.03278689] ; [20.03278689 73.96721311],0
s1,1,0.329194,0.952066,[ 2 26] ; [ 3 95],[ 1.11111111 26.88888889] ; [ 3.88888889 94.11111111],0
a3,1,0.367101,0.813453,[15 12] ; [65 35],[17.00787402  9.99212598] ; [62.99212598 37.00787402],0
a8,1,0.427354,0.630005,[ 4 23] ; [ 9 86],[ 2.87704918 24.12295082] ; [10.12295082 84.87704918],0
d1,1,0.432632,0.615747,[10 18] ; [44 56],[11.8125 16.1875] ; [42.1875 57.8125],0
n5,1,0.442414,0.590013,[14 14] ; [41 57],[12.22222222 15.77777778] ; [42.77777778 55.22222222],0
d2,1,0.479302,0.500451,[13 15] ; [39 61],[11.375 16.625] ; [40.625 59.375],0
a4,1,0.604614,0.268093,[11 17] ; [34 66],[ 9.84375 18.15625] ; [35.15625 64.84375],0
a2,1,0.645184,0.212026,[ 4 24] ; [18 82],[ 4.8125 23.1875] ; [17.1875 82.8125],0
a5,1,0.707736,0.140549,[14 14] ; [54 46],[14.875 13.125] ; [53.125 46.875],0
n1,1,0.741604,0.108722,[7 9] ; [14 22],[6.46153846 9.53846154] ; [14.53846154 21.46153846],0
b1,1,0.767774,0.087195,[16 12] ; [54 46],[15.3125 12.6875] ; [54.6875 45.3125],0
b4,1,0.778762,0.078923,[14 14] ; [53 47],[14.65625 13.34375] ; [52.34375 47.65625],0
p1,1,0.835137,0.043313,[ 2 26] ; [ 6 93],[ 1.76377953 26.23622047] ; [ 6.23622047 92.76377953],0
p5,1,0.943995,0.004935,[ 1 26] ; [ 4 96],[ 1.06299213 25.93700787] ; [ 3.93700787 96.06299213],0
