Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.000251,13.404368,[ 7 26] ; [15  6],[13.44444444 19.55555556] ; [ 8.55555556 12.44444444],1
b2,1,0.243878,1.358036,[ 3 17] ; [ 5 11],[ 4.44444444 15.55555556] ; [ 3.55555556 12.44444444],0
b5,1,0.274957,1.19185,[24 10] ; [13 10],[22.07017544 11.92982456] ; [14.92982456  8.07017544],0
u2,1,0.278503,1.174381,[6 7] ; [5 2],[7.15 5.85] ; [3.85 3.15],0
a1,1,0.331486,0.943085,[ 4 30] ; [ 1 22],[ 2.98245614 31.01754386] ; [ 2.01754386 20.98245614],0
n2,1,0.345099,0.891396,[9 2] ; [5 3],[8.10526316 2.89473684] ; [5.89473684 2.10526316],0
u3,1,0.349575,0.875,[7 7] ; [5 2],[8. 6.] ; [4. 3.],0
p3,1,0.353611,0.860458,[ 8 26] ; [ 8 15],[ 9.54385965 24.45614035] ; [ 6.45614035 16.54385965],0
s1,1,0.3543,0.857998,[ 1 32] ; [ 2 21],[ 1.76785714 31.23214286] ; [ 1.23214286 21.76785714],0
n5,1,0.357069,0.848175,[18 16] ; [15  8],[19.68421053 14.31578947] ; [13.31578947  9.68421053],0
a3,1,0.409481,0.680307,[20 14] ; [16  7],[21.47368421 12.52631579] ; [14.52631579  8.47368421],0
d1,1,0.413452,0.668852,[14 20] ; [12 11],[15.50877193 18.49122807] ; [10.49122807 12.50877193],0
p8,1,0.417736,0.656676,[10 23] ; [ 9 13],[11.4 21.6] ; [ 7.6 14.4],0
b1,1,0.483233,0.491559,[18 16] ; [10 13],[16.70175439 17.29824561] ; [11.29824561 11.70175439],0
p11,1,0.483233,0.491559,[16 18] ; [13 10],[17.29824561 16.70175439] ; [11.70175439 11.29824561],0
a8,1,0.514878,0.42414,[ 4 28] ; [ 4 17],[ 4.83018868 27.16981132] ; [ 3.16981132 17.83018868],0
v4,1,0.548513,0.359987,[30  4] ; [19  4],[29.22807018  4.77192982] ; [19.77192982  3.22807018],0
r3,1,0.606503,0.265299,[27  6] ; [20  3],[27.69642857  5.30357143] ; [19.30357143  3.69642857],0
d2,1,0.620554,0.24509,[15 18] ; [12 11],[15.91071429 17.08928571] ; [11.08928571 11.91071429],0
a7,1,0.656024,0.19839,[22 11] ; [14  9],[21.21428571 11.78571429] ; [14.78571429  8.21428571],0
n1,1,0.771519,0.084325,[4 5] ; [3 5],[3.70588235 5.29411765] ; [3.29411765 4.70588235],0
p2,1,0.782716,0.076055,[19 15] ; [12 11],[18.49122807 15.50877193] ; [12.50877193 10.49122807],0
n6,1,0.784034,0.075112,[24 10] ; [17  6],[24.45614035  9.54385965] ; [16.54385965  6.45614035],0
r2,1,0.799078,0.064791,[32  2] ; [22  1],[32.21052632  1.78947368] ; [21.78947368  1.21052632],0
n3,1,0.799846,0.064286,[8 2] ; [6 2],[7.77777778 2.22222222] ; [6.22222222 1.77777778],0
d3,1,0.848599,0.036445,[23 11] ; [15  8],[22.66666667 11.33333333] ; [15.33333333  7.66666667],0
a6,1,0.848599,0.036445,[23 11] ; [15  8],[22.66666667 11.33333333] ; [15.33333333  7.66666667],0
n4,1,0.874426,0.024976,[26  8] ; [18  5],[26.24561404  7.75438596] ; [17.75438596  5.24561404],0
p9,1,0.881893,0.022073,[12 22] ; [ 7 14],[11.74545455 22.25454545] ; [ 7.25454545 13.74545455],0
p7,1,0.902293,0.015071,[14 20] ; [ 9 12],[14.21818182 19.78181818] ; [ 8.78181818 12.21818182],0
v2,1,0.91114,0.012455,[19 14] ; [13  9],[19.2 13.8] ; [12.8  9.2],0
b4,1,0.933989,0.00686,[24 10] ; [16  7],[23.85964912 10.14035088] ; [16.14035088  6.85964912],0
d5,1,0.974258,0.001041,[25  9] ; [17  6],[25.05263158  8.94736842] ; [16.94736842  6.05263158],0
p6,1,0.990398,0.000145,[ 7 25] ; [ 5 18],[ 6.98181818 25.01818182] ; [ 5.01818182 17.98181818],0
