Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,5e-06,20.886068,[34 11] ; [ 4 19],[25.14705882 19.85294118] ; [12.85294118 10.14705882],1
a5,1,0.187719,1.735431,[29 16] ; [11 12],[26.47058824 18.52941176] ; [13.52941176  9.47058824],0
a1,1,0.198672,1.652106,[ 2 43] ; [ 3 20],[ 3.30882353 41.69117647] ; [ 1.69117647 21.30882353],0
p1,1,0.208828,1.579536,[ 2 42] ; [ 3 20],[ 3.28358209 40.71641791] ; [ 1.71641791 21.28358209],0
s2,1,0.225033,1.471983,[14 31] ; [ 4 19],[11.91176471 33.08823529] ; [ 6.08823529 16.91176471],0
n2,1,0.226398,1.463348,[12  8] ; [5 8],[10.3030303  9.6969697] ; [6.6969697 6.3030303],0
d3,1,0.263701,1.249222,[26 19] ; [10 13],[23.82352941 21.17647059] ; [12.17647059 10.82352941],0
v2,1,0.274607,1.193589,[17 26] ; [ 6 17],[14.98484848 28.01515152] ; [ 8.01515152 14.98484848],0
a2,1,0.31709,1.000913,[ 8 37] ; [ 2 21],[ 6.61764706 38.38235294] ; [ 3.38235294 19.61764706],0
n4,1,0.345801,0.888805,[25 20] ; [10 13],[23.16176471 21.83823529] ; [11.83823529 11.16176471],0
p6,1,0.350201,0.872727,[ 6 38] ; [ 5 17],[ 7.33333333 36.66666667] ; [ 3.66666667 18.33333333],0
s7,1,0.421149,0.647108,[ 6 33] ; [ 5 16],[ 7.15 31.85] ; [ 3.85 17.15],0
s5,1,0.466169,0.531042,[ 7 38] ; [ 2 20],[ 6.04477612 38.95522388] ; [ 2.95522388 19.04477612],0
s8,1,0.469668,0.522758,[ 5 40] ; [ 4 19],[ 5.95588235 39.04411765] ; [ 3.04411765 19.95588235],0
p10,1,0.476513,0.506832,[ 9 36] ; [ 3 20],[ 7.94117647 37.05882353] ; [ 4.05882353 18.94117647],0
s3,1,0.538424,0.378468,[22 23] ; [ 9 13],[20.82089552 24.17910448] ; [10.17910448 11.82089552],0
s6,1,0.540598,0.374433,[15 30] ; [ 6 17],[13.89705882 31.10294118] ; [ 7.10294118 15.89705882],0
v3,1,0.547253,0.362261,[10 32] ; [ 4 19],[ 9.04615385 32.95384615] ; [ 4.95384615 18.04615385],0
a6,1,0.553047,0.351886,[26 19] ; [15  8],[27.13235294 17.86764706] ; [13.86764706  9.13235294],0
p8,1,0.593108,0.285516,[13 32] ; [ 5 17],[12.08955224 32.91044776] ; [ 5.91044776 16.08955224],0
u2,1,0.637947,0.221437,[10  6] ; [7 6],[9.37931034 6.62068966] ; [7.62068966 5.37931034],0
p7,1,0.649447,0.206597,[17 28] ; [10 13],[17.86764706 27.13235294] ; [ 9.13235294 13.86764706],0
p4,1,0.667063,0.185056,[14 31] ; [ 6 17],[13.23529412 31.76470588] ; [ 6.76470588 16.23529412],0
n1,1,0.716866,0.131515,[ 6 14] ; [4 7],[ 6.4516129 13.5483871] ; [3.5483871 7.4516129],0
d5,1,0.759467,0.093747,[31 14] ; [15  8],[30.44117647 14.55882353] ; [15.55882353  7.44117647],0
b1,1,0.782758,0.076025,[27 18] ; [13 10],[26.47058824 18.52941176] ; [13.52941176  9.47058824],0
d1,1,0.913525,0.011792,[17 28] ; [ 9 14],[17.20588235 27.79411765] ; [ 8.79411765 14.20588235],0
a4,1,0.913525,0.011792,[17 28] ; [ 9 14],[17.20588235 27.79411765] ; [ 8.79411765 14.20588235],0
n3,1,0.924813,0.008906,[10  8] ; [7 6],[9.87096774 8.12903226] ; [7.12903226 5.87096774],0
p11,1,0.949685,0.003982,[16 29] ; [ 8 15],[15.88235294 29.11764706] ; [ 8.11764706 14.88235294],0
s1,1,0.978303,0.00074,[ 4 41] ; [ 2 20],[ 4.02985075 40.97014925] ; [ 1.97014925 20.02985075],0
