Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1.9e-05,18.335402,[34 22] ; [68  6],[43.93846154 12.06153846] ; [58.06153846 15.93846154],1
s7,1,0.320902,0.985267,[13 39] ; [23 46],[15.47107438 36.52892562] ; [20.52892562 48.47107438],0
p3,1,0.39196,0.732853,[15 41] ; [25 49],[17.23076923 38.76923077] ; [22.76923077 51.23076923],0
n3,1,0.399092,0.711061,[17 13] ; [15  7],[18.46153846 11.53846154] ; [13.53846154  8.46153846],0
s2,1,0.456851,0.5536,[18 39] ; [28 46],[20.01526718 36.98473282] ; [25.98473282 48.01526718],0
d1,1,0.460094,0.545666,[26 31] ; [29 45],[23.93129771 33.06870229] ; [31.06870229 42.93129771],0
a5,1,0.475217,0.509819,[28 29] ; [41 33],[30.02290076 26.97709924] ; [38.97709924 35.02290076],0
n4,1,0.485271,0.486994,[25 32] ; [37 37],[26.97709924 30.02290076] ; [35.02290076 38.97709924],0
u1,1,0.523338,0.40731,[ 3 54] ; [ 6 68],[ 3.91603053 53.08396947] ; [ 5.08396947 68.91603053],0
a7,1,0.630533,0.231338,[37 20] ; [45 29],[35.67938931 21.32061069] ; [46.32061069 27.67938931],0
d3,1,0.673443,0.177601,[32 24] ; [45 29],[33.16923077 22.83076923] ; [43.83076923 30.16923077],0
a6,1,0.683539,0.166169,[35 22] ; [48 26],[36.11450382 20.88549618] ; [46.88549618 27.11450382],0
v1,1,0.685901,0.163558,[20 37] ; [27 43],[21.09448819 35.90551181] ; [25.90551181 44.09448819],0
a8,1,0.695818,0.152859,[ 5 49] ; [ 8 62],[ 5.66129032 48.33870968] ; [ 7.33870968 62.66129032],0
p1,1,0.717278,0.131116,[ 4 53] ; [ 4 69],[ 3.50769231 53.49230769] ; [ 4.49230769 68.50769231],0
a3,1,0.744333,0.106355,[34 22] ; [47 27],[34.89230769 21.10769231] ; [46.10769231 27.89230769],0
b2,1,0.78754,0.072633,[10 24] ; [12 33],[ 9.46835443 24.53164557] ; [12.53164557 32.46835443],0
b3,1,0.78754,0.072633,[10 24] ; [12 33],[ 9.46835443 24.53164557] ; [12.53164557 32.46835443],0
s4,1,0.799598,0.064449,[11 46] ; [13 61],[10.44274809 46.55725191] ; [13.55725191 60.44274809],0
b4,1,0.835757,0.042983,[29 28] ; [39 35],[29.58778626 27.41221374] ; [38.41221374 35.58778626],0
d4,1,0.845501,0.037971,[40 16] ; [54 20],[40.49230769 15.50769231] ; [53.50769231 20.49230769],0
n5,1,0.927091,0.008373,[25 31] ; [32 41],[24.74418605 31.25581395] ; [32.25581395 40.74418605],0
s5,1,0.934436,0.006768,[11 41] ; [15 58],[10.816 41.184] ; [15.184 57.816],0
d5,1,0.95142,0.003712,[39 18] ; [51 23],[39.16030534 17.83969466] ; [50.83969466 23.16030534],0
