Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.004265,8.167421,[14  3] ; [4 9],[10.2  6.8] ; [7.8 5.2],0
p7,1,0.355109,0.855117,[ 8 10] ; [3 8],[ 6.82758621 11.17241379] ; [4.17241379 6.82758621],0
p6,1,0.368042,0.810264,[ 5 12] ; [ 2 11],[ 3.96666667 13.03333333] ; [3.03333333 9.96666667],0
a1,1,0.371408,0.798948,[ 2 16] ; [ 3 10],[ 2.90322581 15.09677419] ; [ 2.09677419 10.90322581],0
n5,1,0.376482,0.782159,[13  4] ; [8 5],[11.9  5.1] ; [9.1 3.9],0
s7,1,0.377822,0.777778,[8 8] ; [4 8],[6.85714286 9.14285714] ; [5.14285714 6.85714286],0
a7,1,0.408942,0.681875,[11  7] ; [6 7],[9.87096774 8.12903226] ; [7.12903226 5.87096774],0
v1,1,0.430841,0.620556,[8 9] ; [8 5],[9.06666667 7.93333333] ; [6.93333333 6.06666667],0
s6,1,0.430841,0.620556,[9 8] ; [5 8],[7.93333333 9.06666667] ; [6.06666667 6.93333333],0
p3,1,0.555086,0.348284,[ 6 11] ; [3 9],[ 5.27586207 11.72413793] ; [3.72413793 8.27586207],0
d5,1,0.655758,0.198718,[15  3] ; [10  3],[14.51612903  3.48387097] ; [10.48387097  2.51612903],0
a4,1,0.685848,0.163617,[ 7 11] ; [6 7],[ 7.5483871 10.4516129] ; [5.4516129 7.5483871],0
u3,1,0.709388,0.138889,[1 2] ; [1 1],[1.2 1.8] ; [0.8 1.2],0
p1,1,0.726161,0.122665,[ 2 16] ; [ 2 11],[ 2.32258065 15.67741935] ; [ 1.67741935 11.32258065],0
d2,1,0.739048,0.110965,[10  8] ; [8 5],[10.4516129  7.5483871] ; [7.5483871 5.4516129],0
r2,1,0.744954,0.10582,[13  5] ; [8 4],[12.6  5.4] ; [8.4 3.6],0
s5,1,0.750709,0.100936,[ 2 16] ; [ 1 12],[ 1.74193548 16.25806452] ; [ 1.25806452 11.74193548],0
p5,1,0.765087,0.089286,[ 1 17] ; [ 1 11],[ 1.2 16.8] ; [ 0.8 11.2],0
a2,1,0.767872,0.087119,[ 5 13] ; [ 3 10],[ 4.64516129 13.35483871] ; [3.35483871 9.64516129],0
b2,1,0.782055,0.076531,[4 4] ; [4 3],[4.26666667 3.73333333] ; [3.73333333 3.26666667],0
b3,1,0.782055,0.076531,[4 4] ; [4 3],[4.26666667 3.73333333] ; [3.73333333 3.26666667],0
s4,1,0.811135,0.057103,[ 1 17] ; [ 1 12],[ 1.16129032 16.83870968] ; [ 0.83870968 12.16129032],0
p4,1,0.822118,0.050545,[ 5 12] ; [4 8],[ 5.27586207 11.72413793] ; [3.72413793 8.27586207],0
p12,1,0.843876,0.038785,[ 1 16] ; [ 1 12],[ 1.13333333 15.86666667] ; [ 0.86666667 12.13333333],0
r1,1,0.858411,0.031826,[ 6 11] ; [5 8],[ 6.23333333 10.76666667] ; [4.76666667 8.23333333],0
n1,1,0.900569,0.015611,[4 7] ; [2 4],[3.88235294 7.11764706] ; [2.11764706 3.88235294],0
a3,1,0.923704,0.009172,[15  3] ; [11  2],[15.09677419  2.90322581] ; [10.90322581  2.09677419],0
a6,1,0.924813,0.008906,[10  8] ; [7 6],[9.87096774 8.12903226] ; [7.12903226 5.87096774],0
p8,1,0.935919,0.006464,[ 5 12] ; [4 9],[ 5.1 11.9] ; [3.9 9.1],0
a5,1,0.980769,0.000581,[11  7] ; [8 5],[11.03225806  6.96774194] ; [7.96774194 5.03225806],0
d3,1,0.980769,0.000581,[11  7] ; [8 5],[11.03225806  6.96774194] ; [7.96774194 5.03225806],0
u2,1,1.0,0.0,[1 1] ; [1 1],[1. 1.] ; [1. 1.],0
