Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,6e-06,20.427075,[18  9] ; [14 59],[ 8.64 18.36] ; [23.36 49.64],1
n6,1,0.186035,1.748744,[24  4] ; [55 20],[21.47572816  6.52427184] ; [57.52427184 17.47572816],0
u1,1,0.217091,1.523494,[ 6 22] ; [ 9 67],[ 4.03846154 23.96153846] ; [10.96153846 65.03846154],0
a3,1,0.227141,1.458672,[19  9] ; [41 34],[16.31067961 11.68932039] ; [43.68932039 31.31067961],0
v1,1,0.227968,1.453497,[12 16] ; [23 53],[ 9.42307692 18.57692308] ; [25.57692308 50.42307692],0
d4,1,0.27211,1.206081,[21  7] ; [47 27],[18.66666667  9.33333333] ; [49.33333333 24.66666667],0
d3,1,0.288496,1.126625,[18 10] ; [40 36],[15.61538462 12.38461538] ; [42.38461538 33.61538462],0
p3,1,0.297319,1.086178,[10 18] ; [19 56],[ 7.88349515 20.11650485] ; [21.11650485 53.88349515],0
p5,1,0.33435,0.931978,[ 3 25] ; [ 4 71],[ 1.90291262 26.09708738] ; [ 5.09708738 69.90291262],0
b2,1,0.348174,0.880102,[ 5 15] ; [18 31],[ 6.66666667 13.33333333] ; [16.33333333 32.66666667],0
b3,1,0.348174,0.880102,[ 5 15] ; [18 31],[ 6.66666667 13.33333333] ; [16.33333333 32.66666667],0
a5,1,0.40875,0.682433,[18 10] ; [42 34],[16.15384615 11.84615385] ; [43.84615385 32.15384615],0
a8,1,0.42548,0.635131,[ 2 22] ; [10 58],[ 3.13043478 20.86956522] ; [ 8.86956522 59.13043478],0
p7,1,0.517554,0.418765,[14 13] ; [33 41],[12.56435644 14.43564356] ; [34.43564356 39.56435644],0
d2,1,0.601002,0.273488,[16 12] ; [38 36],[14.82352941 13.17647059] ; [39.17647059 34.82352941],0
a1,1,0.603651,0.269525,[ 2 26] ; [ 8 68],[ 2.69230769 25.30769231] ; [ 7.30769231 68.69230769],0
n1,1,0.642067,0.216049,[4 4] ; [11 16],[3.42857143 4.57142857] ; [11.57142857 15.42857143],0
a4,1,0.682055,0.167822,[ 9 19] ; [27 47],[ 9.88235294 18.11764706] ; [26.11764706 47.88235294],0
a6,1,0.726682,0.12218,[18 10] ; [46 30],[17.23076923 10.76923077] ; [46.76923077 29.23076923],0
n4,1,0.730167,0.118959,[24  4] ; [63 13],[23.42307692  4.57692308] ; [63.57692308 12.42307692],0
n3,1,0.771756,0.084146,[5 4] ; [14 14],[4.62162162 4.37837838] ; [14.37837838 13.62162162],0
a7,1,0.78344,0.075536,[18 10] ; [46 29],[17.39805825 10.60194175] ; [46.60194175 28.39805825],0
a2,1,0.800323,0.063973,[ 5 23] ; [12 64],[ 4.57692308 23.42307692] ; [12.42307692 63.57692308],0
b5,1,0.877798,0.023643,[15 13] ; [42 34],[15.34615385 12.65384615] ; [41.65384615 34.34615385],0
s1,1,0.921765,0.009645,[ 2 25] ; [ 6 69],[ 2.11764706 24.88235294] ; [ 5.88235294 69.11764706],0
s4,1,0.98513,0.000347,[ 4 23] ; [11 64],[ 3.97058824 23.02941176] ; [11.02941176 63.97058824],0
