Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,5e-06,20.791036,[543 163] ; [66 50],[523.05839416 182.94160584] ; [85.94160584 30.05839416],1
s4,1,0.175363,1.83649,[114 580] ; [25 91],[119.09382716 574.90617284] ; [19.90617284 96.09382716],0
v3,1,0.175948,1.83152,[280 393] ; [39 73],[273.4866242 399.5133758] ; [45.5133758 66.4866242],0
a8,1,0.194298,1.684721,[ 93 542] ; [11 99],[ 88.6442953 546.3557047] ; [15.3557047 94.6442953],0
s2,1,0.197374,1.661696,[370 328] ; [54 62],[363.57739558 334.42260442] ; [60.42260442 55.57739558],0
p12,1,0.223248,1.483367,[ 59 636] ; [  6 110],[ 55.702836 639.297164] ; [  9.297164 106.702836],0
p11,1,0.272245,1.205402,[562 145] ; [87 29],[557.52490887 149.47509113] ; [91.47509113 24.52490887],0
s5,1,0.307265,1.042394,[241 436] ; [33 75],[236.30318471 440.69681529] ; [37.69681529 70.30318471],0
b4,1,0.31663,1.002815,[410 297] ; [73 43],[414.92223572 292.07776428] ; [68.07776428 47.92223572],0
a1,1,0.345525,0.889823,[ 29 678] ; [  7 109],[ 30.92588092 676.07411908] ; [  5.07411908 110.92588092],0
n2,1,0.345854,0.888611,[107  35] ; [29  6],[109.10734463  32.89265537] ; [26.89265537  8.10734463],0
v4,1,0.380697,0.76845,[690  15] ; [112   4],[688.68453106  16.31546894] ; [113.31546894   2.68453106],0
p5,1,0.401364,0.704235,[ 79 618] ; [ 10 105],[ 76.3953202 620.6046798] ; [ 12.6046798 102.3953202],0
p3,1,0.483264,0.49149,[357 344] ; [55 61],[353.50305998 347.49694002] ; [58.49694002 57.50305998],0
p1,1,0.535928,0.38314,[ 60 639] ; [ 12 104],[ 61.75214724 637.24785276] ; [ 10.24785276 105.75214724],0
b2,1,0.591409,0.28815,[165 263] ; [25 46],[162.96593186 265.03406814] ; [27.03406814 43.96593186],0
b3,1,0.591409,0.28815,[165 263] ; [25 46],[162.96593186 265.03406814] ; [27.03406814 43.96593186],0
r3,1,0.593597,0.284761,[691  13] ; [113   3],[690.26341463  13.73658537] ; [113.73658537   2.26341463],0
b1,1,0.617583,0.249279,[267 440] ; [41 75],[264.58809235 442.41190765] ; [43.41190765 72.58809235],0
u4,1,0.65108,0.204541,[ 17 690] ; [  2 114],[ 16.32199271 690.67800729] ; [  2.67800729 113.32199271],0
n6,1,0.710064,0.138213,[595 106] ; [100  16],[596.32190942 104.67809058] ; [98.67809058 17.32190942],0
n3,1,0.721131,0.127412,[108  32] ; [26  9],[107.2  32.8] ; [26.8  8.2],0
n1,1,0.775207,0.08155,[56 85] ; [14 19],[56.72413793 84.27586207] ; [13.27586207 19.72413793],0
p10,1,0.804688,0.06115,[562 132] ; [92 23],[561.03337454 132.96662546] ; [92.96662546 22.03337454],0
p6,1,0.814471,0.055066,[255 436] ; [43 70],[256.11691542 434.88308458] ; [41.88308458 71.11691542],0
p9,1,0.819178,0.052259,[583 109] ; [97 17],[583.82133995 108.17866005] ; [96.17866005 17.82133995],0
s1,1,0.929828,0.007755,[ 23 670] ; [  4 111],[ 23.15717822 669.84282178] ; [  3.84282178 111.15717822],0
