Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,58.203096,[147  38] ; [100 135],[108.79761905  76.20238095] ; [138.20238095  96.79761905],1
d4,1,0.189104,1.724588,[163  22] ; [204  40],[158.26340326  26.73659674] ; [208.73659674  35.26340326],0
a2,1,0.191126,1.708917,[ 56 132] ; [ 59 185],[ 50.0462963 137.9537037] ; [ 64.9537037 179.0462963],0
p10,1,0.196238,1.670156,[164  22] ; [201  39],[159.36619718  26.63380282] ; [205.63380282  34.36619718],0
p11,1,0.204187,1.612169,[150  38] ; [182  62],[144.48148148  43.51851852] ; [187.51851852  56.48148148],0
d2,1,0.294343,1.099652,[104  82] ; [124 120],[98.62325581 87.37674419] ; [129.37674419 114.62325581],0
p4,1,0.295162,1.095924,[123  62] ; [149  93],[117.84543326  67.15456674] ; [154.15456674  87.84543326],0
p7,1,0.296167,1.091375,[125  54] ; [152  82],[120.05569007  58.94430993] ; [156.94430993  77.05569007],0
a7,1,0.362539,0.82908,[132  54] ; [182  61],[136.13986014  49.86013986] ; [177.86013986  65.13986014],0
u2,1,0.363577,0.8255,[26 14] ; [37 29],[23.77358491 16.22641509] ; [39.22641509 26.77358491],0
b4,1,0.378897,0.774277,[115  73] ; [139 105],[110.53703704  77.46296296] ; [143.46296296 100.53703704],0
p6,1,0.475717,0.508665,[ 76 107] ; [108 132],[ 79.60283688 103.39716312] ; [104.39716312 135.60283688],0
r3,1,0.539201,0.377023,[183   5] ; [233   9],[181.87906977   6.12093023] ; [234.12093023   7.87906977],0
n2,1,0.560422,0.338973,[31  6] ; [45 12],[29.91489362  7.08510638] ; [46.08510638 10.91489362],0
d5,1,0.563335,0.333963,[157  29] ; [200  43],[154.78321678  31.21678322] ; [202.21678322  40.78321678],0
d3,1,0.595016,0.282579,[133  53] ; [168  75],[130.5034965  55.4965035] ; [170.4965035  72.5034965],0
a8,1,0.625881,0.237688,[ 25 148] ; [ 37 191],[ 26.74812968 146.25187032] ; [ 35.25187032 192.74812968],0
n1,1,0.629838,0.232281,[14 23] ; [24 32],[15.11827957 21.88172043] ; [22.88172043 33.11827957],0
n3,1,0.634363,0.22619,[27 11] ; [43 14],[28. 10.] ; [42. 15.],0
p9,1,0.748496,0.102799,[162  21] ; [210  30],[160.93617021  22.06382979] ; [211.06382979  28.93617021],0
p2,1,0.764402,0.089823,[158  28] ; [203  39],[156.88317757  29.11682243] ; [204.11682243  37.88317757],0
b1,1,0.7988,0.064974,[ 74 114] ; [ 99 145],[ 75.28703704 112.71296296] ; [ 97.71296296 146.28703704],0
s3,1,0.800896,0.063598,[159  24] ; [214  30],[159.85714286  23.14285714] ; [213.14285714  30.85714286],0
a6,1,0.819712,0.051945,[121  64] ; [157  87],[119.88344988  65.11655012] ; [158.11655012  85.88344988],0
v4,1,0.888558,0.019636,[182   5] ; [238   6],[182.22737819   4.77262181] ; [237.77262181   6.22737819],0
s1,1,0.901643,0.015274,[  9 177] ; [ 11 229],[  8.73239437 177.26760563] ; [ 11.26760563 228.73239437],0
u3,1,0.910923,0.012516,[27 12] ; [45 21],[26.74285714 12.25714286] ; [45.25714286 20.74285714],0
s6,1,0.934936,0.006664,[158  24] ; [209  31],[158.27962085  23.72037915] ; [208.72037915  31.27962085],0
