Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,7.6e-05,15.657498,[31 24] ; [55  7],[40.42735043 14.57264957] ; [45.57264957 16.42735043],1
b2,1,0.567672,0.326593,[14 24] ; [11 25],[12.83783784 25.16216216] ; [12.16216216 23.83783784],0
b3,1,0.567672,0.326593,[14 24] ; [11 25],[12.83783784 25.16216216] ; [12.16216216 23.83783784],0
s1,1,0.594771,0.282955,[ 3 51] ; [ 5 57],[ 3.72413793 50.27586207] ; [ 4.27586207 57.72413793],0
a3,1,0.610126,0.259991,[35 20] ; [36 25],[33.6637931 21.3362069] ; [37.3362069 23.6637931],0
u1,1,0.612722,0.25623,[ 5 51] ; [ 4 58],[ 4.27118644 51.72881356] ; [ 4.72881356 57.27118644],0
s4,1,0.612722,0.25623,[ 5 51] ; [ 4 58],[ 4.27118644 51.72881356] ; [ 4.72881356 57.27118644],0
u2,1,0.614657,0.253449,[ 7 13] ; [11 15],[ 7.82608696 12.17391304] ; [10.17391304 15.82608696],0
b1,1,0.683906,0.165762,[25 31] ; [30 32],[26.10169492 29.89830508] ; [28.89830508 33.10169492],0
n2,1,0.730342,0.118798,[15 13] ; [14 10],[15.61538462 12.38461538] ; [13.38461538 10.61538462],0
d3,1,0.739908,0.110207,[29 27] ; [34 28],[29.89830508 26.10169492] ; [33.10169492 28.89830508],0
a8,1,0.808897,0.058491,[ 5 46] ; [ 5 54],[ 4.63636364 46.36363636] ; [ 5.36363636 53.63636364],0
a7,1,0.819137,0.052283,[29 26] ; [34 28],[29.61538462 25.38461538] ; [33.38461538 28.61538462],0
v1,1,0.852164,0.034729,[15 41] ; [17 43],[15.44827586 40.55172414] ; [16.55172414 43.44827586],0
s8,1,0.852379,0.034627,[ 6 50] ; [ 6 56],[ 5.69491525 50.30508475] ; [ 6.30508475 55.69491525],0
b5,1,0.904815,0.0143,[31 25] ; [35 27],[31.3220339 24.6779661] ; [34.6779661 27.3220339],0
v3,1,0.922929,0.00936,[12 44] ; [12 46],[11.78947368 44.21052632] ; [12.21052632 45.78947368],0
p6,1,0.927486,0.008283,[11 44] ; [12 46],[11.19469027 43.80530973] ; [11.80530973 46.19469027],0
p9,1,0.988637,0.000203,[16 38] ; [18 43],[15.96521739 38.03478261] ; [18.03478261 42.96521739],0
r2,1,1.0,0.0,[44 11] ; [48 12],[44. 11.] ; [48. 12.],0
