Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.041193,4.168067,[21 13] ; [10 18],[17. 17.] ; [14. 14.],0
b4,1,0.487202,0.482699,[20 14] ; [14 14],[18.64516129 15.35483871] ; [15.35483871 12.64516129],0
a2,1,0.497953,0.459296,[ 4 30] ; [ 5 23],[ 4.93548387 29.06451613] ; [ 4.06451613 23.93548387],0
p3,1,0.515285,0.423319,[21 13] ; [15 13],[19.74193548 14.25806452] ; [16.25806452 11.74193548],0
d2,1,0.539005,0.377387,[16 18] ; [11 17],[14.80645161 19.19354839] ; [12.19354839 15.80645161],0
a3,1,0.570184,0.322374,[23 11] ; [17 11],[21.93548387 12.06451613] ; [18.06451613  9.93548387],0
v4,1,0.570303,0.322176,[30  4] ; [25  2],[30.6557377  3.3442623] ; [24.3442623  2.6557377],0
a4,1,0.617809,0.248959,[13 21] ; [ 9 19],[12.06451613 21.93548387] ; [ 9.93548387 18.06451613],0
p7,1,0.62949,0.232753,[22 11] ; [17 11],[21.09836066 11.90163934] ; [17.90163934 10.09836066],0
p9,1,0.640806,0.21769,[29  5] ; [25  3],[29.61290323  4.38709677] ; [24.38709677  3.61290323],0
s3,1,0.651613,0.203873,[26  8] ; [20  8],[25.22580645  8.77419355] ; [20.77419355  7.22580645],0
u3,1,0.664558,0.188034,[7 4] ; [6 5],[6.5 4.5] ; [6.5 4.5],0
b1,1,0.71198,0.136307,[13 21] ; [12 16],[13.70967742 20.29032258] ; [11.29032258 16.70967742],0
s6,1,0.744191,0.106477,[24  8] ; [22  6],[24.53333333  7.46666667] ; [21.46666667  6.53333333],0
b5,1,0.780776,0.077455,[23 11] ; [18 10],[22.48387097 11.51612903] ; [18.51612903  9.48387097],0
r4,1,0.816434,0.053886,[24 10] ; [19  9],[23.58064516 10.41935484] ; [19.41935484  8.58064516],0
s2,1,0.892961,0.018106,[26  8] ; [21  7],[25.77419355  8.22580645] ; [21.22580645  6.77419355],0
a6,1,0.893828,0.017812,[20 14] ; [16 12],[19.74193548 14.25806452] ; [16.25806452 11.74193548],0
a7,1,0.893828,0.017812,[20 14] ; [16 12],[19.74193548 14.25806452] ; [16.25806452 11.74193548],0
s4,1,0.895226,0.017343,[ 9 25] ; [ 7 21],[ 8.77419355 25.22580645] ; [ 7.22580645 20.77419355],0
