Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000215,13.696543,[ 8 74] ; [12 18],[14.64285714 67.35714286] ; [ 5.35714286 24.64285714],1
p10,1,0.627326,0.235705,[45 34] ; [15 14],[43.88888889 35.11111111] ; [16.11111111 12.88888889],0
d4,1,0.628466,0.234146,[45 37] ; [18 12],[46.125 35.875] ; [16.875 13.125],0
p1,1,0.668662,0.183171,[11 71] ; [ 3 26],[10.34234234 71.65765766] ; [ 3.65765766 25.34234234],0
p9,1,0.679657,0.170512,[52 25] ; [19 11],[51.09345794 25.90654206] ; [19.90654206 10.09345794],0
b5,1,0.680404,0.169671,[50 32] ; [17 13],[49.05357143 32.94642857] ; [17.94642857 12.05357143],0
b1,1,0.69116,0.157832,[39 43] ; [13 17],[38.07142857 43.92857143] ; [13.92857143 16.07142857],0
n1,1,0.714911,0.133421,[11 20] ; [3 4],[11.42105263 19.57894737] ; [2.57894737 4.42105263],0
r3,1,0.759561,0.093671,[57 24] ; [22  8],[57.64864865 23.35135135] ; [21.35135135  8.64864865],0
p6,1,0.792439,0.069245,[18 60] ; [ 6 23],[17.4953271 60.5046729] ; [ 6.5046729 22.4953271],0
d2,1,0.810051,0.057773,[30 50] ; [12 18],[30.54545455 49.45454545] ; [11.45454545 18.54545455],0
a3,1,0.813642,0.055569,[46 36] ; [17 12],[46.54054054 35.45945946] ; [16.45945946 12.54054054],0
a8,1,0.828612,0.046864,[ 7 71] ; [ 3 26],[ 7.28971963 70.71028037] ; [ 2.71028037 26.28971963],0
a7,1,0.834465,0.043672,[45 36] ; [16 14],[44.51351351 36.48648649] ; [16.48648649 13.51351351],0
u2,1,0.865811,0.028555,[12 24] ; [4 9],[11.75510204 24.24489796] ; [4.24489796 8.75510204],0
a5,1,0.884419,0.021132,[37 45] ; [14 16],[37.33928571 44.66071429] ; [13.66071429 16.33928571],0
a4,1,0.901794,0.015226,[26 55] ; [10 20],[26.27027027 54.72972973] ; [ 9.72972973 20.27027027],0
a1,1,0.912262,0.012141,[ 5 77] ; [ 2 28],[ 5.125 76.875] ; [ 1.875 28.125],0
v2,1,0.930353,0.007639,[22 58] ; [ 8 22],[21.81818182 58.18181818] ; [ 8.18181818 21.81818182],0
d1,1,0.935859,0.006476,[28 54] ; [10 20],[27.82142857 54.17857143] ; [10.17857143 19.82142857],0
d3,1,0.937282,0.006192,[34 46] ; [13 17],[34.18181818 45.81818182] ; [12.81818182 17.18181818],0
a2,1,0.969361,0.001475,[ 8 74] ; [ 3 27],[ 8.05357143 73.94642857] ; [ 2.94642857 27.05357143],0
