Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,2.5e-05,17.747097,[72 28] ; [21 35],[59.61538462 40.38461538] ; [33.38461538 22.61538462],1
p1,1,0.525829,0.402446,[ 8 91] ; [ 3 53],[ 7.02580645 91.97419355] ; [ 3.97419355 52.02580645],0
s7,1,0.606739,0.264952,[31 63] ; [15 37],[29.61643836 64.38356164] ; [16.38356164 35.61643836],0
p6,1,0.63163,0.229857,[21 77] ; [10 45],[19.85620915 78.14379085] ; [11.14379085 43.85620915],0
s2,1,0.641958,0.216191,[32 66] ; [20 35],[33.30718954 64.69281046] ; [18.69281046 36.30718954],0
s3,1,0.650899,0.204769,[44 55] ; [27 29],[45.3483871 53.6516129] ; [25.6516129 30.3483871],0
n1,1,0.653095,0.20202,[14 19] ; [ 8 14],[13.2 19.8] ; [ 8.8 13.2],0
v1,1,0.701259,0.147165,[37 63] ; [19 37],[35.8974359 64.1025641] ; [20.1025641 35.8974359],0
a4,1,0.723118,0.125525,[36 64] ; [21 33],[37.01298701 62.98701299] ; [19.98701299 34.01298701],0
d2,1,0.728859,0.120162,[52 48] ; [27 28],[50.96774194 49.03225806] ; [28.03225806 26.96774194],0
s8,1,0.757108,0.095655,[23 76] ; [14 41],[23.78571429 75.21428571] ; [13.21428571 41.78571429],0
b1,1,0.769862,0.085589,[56 44] ; [30 26],[55.12820513 44.87179487] ; [30.87179487 25.12820513],0
a5,1,0.777636,0.07975,[63 37] ; [34 22],[62.17948718 37.82051282] ; [34.82051282 21.17948718],0
a1,1,0.779817,0.078153,[ 6 94] ; [ 4 52],[ 6.41025641 93.58974359] ; [ 3.58974359 52.41025641],0
p7,1,0.783551,0.075457,[45 53] ; [27 29],[45.81818182 52.18181818] ; [26.18181818 29.81818182],0
b2,1,0.860206,0.031015,[19 42] ; [10 24],[18.62105263 42.37894737] ; [10.37894737 23.62105263],0
b3,1,0.860206,0.031015,[19 42] ; [10 24],[18.62105263 42.37894737] ; [10.37894737 23.62105263],0
u2,1,0.872681,0.025681,[16 17] ; [13 15],[15.68852459 17.31147541] ; [13.31147541 14.68852459],0
p5,1,0.893779,0.017829,[ 4 96] ; [ 2 54],[ 3.84615385 96.15384615] ; [ 2.15384615 53.84615385],0
p11,1,0.924964,0.00887,[51 49] ; [29 27],[51.28205128 48.71794872] ; [28.71794872 27.28205128],0
s4,1,0.964954,0.00193,[14 84] ; [ 8 47],[14.09150327 83.90849673] ; [ 7.90849673 47.09150327],0
n2,1,0.968333,0.001576,[22 12] ; [15  8],[22.07017544 11.92982456] ; [14.92982456  8.07017544],0
