Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,5.2e-05,16.367725,[49  7] ; [27 25],[39.40740741 16.59259259] ; [36.59259259 15.40740741],1
v2,1,0.284041,1.147655,[22 33] ; [15 35],[19.38095238 35.61904762] ; [17.61904762 32.38095238],0
a6,1,0.287477,1.1314,[25 31] ; [18 34],[22.2962963 33.7037037] ; [20.7037037 31.2962963],0
s2,1,0.325666,0.966055,[20 36] ; [14 38],[17.62962963 38.37037037] ; [16.37037037 35.62962963],0
d4,1,0.351725,0.867223,[33 23] ; [26 26],[30.59259259 25.40740741] ; [28.40740741 23.59259259],0
n5,1,0.36205,0.830769,[35 21] ; [28 24],[32.66666667 23.33333333] ; [30.33333333 21.66666667],0
p5,1,0.368434,0.808938,[ 6 50] ; [ 3 48],[ 4.71028037 51.28971963] ; [ 4.28971963 46.71028037],0
n3,1,0.403173,0.698842,[9 3] ; [14  9],[7.88571429 4.11428571] ; [15.11428571  7.88571429],0
u2,1,0.412526,0.67151,[17 16] ; [15 21],[15.30434783 17.69565217] ; [16.69565217 19.30434783],0
v1,1,0.505679,0.442998,[21 35] ; [16 35],[19.36448598 36.63551402] ; [17.63551402 33.36448598],0
p8,1,0.539249,0.376934,[23 33] ; [18 33],[21.45794393 34.54205607] ; [19.54205607 31.45794393],0
n1,1,0.554015,0.350173,[3 9] ; [ 8 15],[3.77142857 8.22857143] ; [ 7.22857143 15.77142857],0
d1,1,0.588739,0.292319,[12 44] ; [ 9 43],[10.88888889 45.11111111] ; [10.11111111 41.88888889],0
b4,1,0.610065,0.26008,[35 21] ; [30 22],[33.7037037 22.2962963] ; [31.2962963 20.7037037],0
b2,1,0.624835,0.23913,[10 26] ; [10 20],[10.90909091 25.09090909] ; [ 9.09090909 20.90909091],0
b3,1,0.624835,0.23913,[10 26] ; [10 20],[10.90909091 25.09090909] ; [ 9.09090909 20.90909091],0
s4,1,0.660166,0.193322,[12 44] ; [13 39],[12.96296296 43.03703704] ; [12.03703704 39.96296296],0
s5,1,0.734458,0.115058,[10 44] ; [ 8 42],[ 9.34615385 44.65384615] ; [ 8.65384615 41.34615385],0
p1,1,0.839884,0.040821,[ 5 51] ; [ 4 47],[ 4.71028037 51.28971963] ; [ 4.28971963 46.71028037],0
u1,1,0.957806,0.002799,[ 1 55] ; [ 1 51],[ 1.03703704 54.96296296] ; [ 0.96296296 51.03703704],0
d2,1,0.986508,0.000286,[13 43] ; [12 40],[12.96296296 43.03703704] ; [12.03703704 39.96296296],0
