Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,6e-06,20.469925,[58  2] ; [18 12],[50.66666667  9.33333333] ; [25.33333333  4.66666667],1
p3,1,0.289085,1.123876,[53  7] ; [24  6],[51.33333333  8.66666667] ; [25.66666667  4.33333333],0
p10,1,0.294802,1.097561,[56  4] ; [26  4],[54.66666667  5.33333333] ; [27.33333333  2.66666667],0
d4,1,0.303825,1.057331,[49 11] ; [27  3],[50.66666667  9.33333333] ; [25.33333333  4.66666667],0
a5,1,0.311873,1.022727,[46 14] ; [20 10],[44. 16.] ; [22.  8.],0
n1,1,0.317311,1.0,[7 5] ; [2 4],[6. 6.] ; [3. 3.],0
n3,1,0.317311,1.0,[7 5] ; [2 4],[6. 6.] ; [3. 3.],0
b1,1,0.366799,0.81448,[24 36] ; [15 15],[26. 34.] ; [13. 17.],0
s4,1,0.395001,0.723493,[10 48] ; [ 3 26],[ 8.66666667 49.33333333] ; [ 4.33333333 24.66666667],0
p1,1,0.42518,0.635953,[21 39] ; [ 8 22],[19.33333333 40.66666667] ; [ 9.66666667 20.33333333],0
b4,1,0.453255,0.5625,[35 25] ; [15 15],[33.33333333 26.66666667] ; [16.66666667 13.33333333],0
p9,1,0.469456,0.523256,[58  2] ; [28  2],[57.33333333  2.66666667] ; [28.66666667  1.33333333],0
v4,1,0.492054,0.472031,[56  2] ; [28  2],[55.36363636  2.63636364] ; [28.63636364  1.36363636],0
s5,1,0.516389,0.4211,[36 17] ; [17 11],[34.67901235 18.32098765] ; [18.32098765  9.67901235],0
p2,1,0.577796,0.309811,[56  4] ; [27  3],[55.33333333  4.66666667] ; [27.66666667  2.33333333],0
u1,1,0.597027,0.279503,[15 45] ; [ 6 24],[14. 46.] ; [ 7. 23.],0
u2,1,0.658273,0.195629,[8 5] ; [5 2],[8.45 4.55] ; [4.55 2.45],0
b5,1,0.764177,0.09,[26 34] ; [14 16],[26.66666667 33.33333333] ; [13.33333333 16.66666667],0
v3,1,0.777,0.08022,[35 23] ; [16 12],[34.39534884 23.60465116] ; [16.60465116 11.39534884],0
b2,1,0.791552,0.069852,[22 23] ; [10 12],[21.49253731 23.50746269] ; [10.50746269 11.49253731],0
b3,1,0.791552,0.069852,[22 23] ; [10 12],[21.49253731 23.50746269] ; [10.50746269 11.49253731],0
r4,1,0.79339,0.068598,[55  5] ; [27  3],[54.66666667  5.33333333] ; [27.33333333  2.66666667],0
a3,1,0.857714,0.032143,[47 13] ; [23  7],[46.66666667 13.33333333] ; [23.33333333  6.66666667],0
a6,1,0.878482,0.023377,[37 23] ; [18 12],[36.66666667 23.33333333] ; [18.33333333 11.66666667],0
v2,1,0.903647,0.014654,[36 22] ; [17 11],[35.74418605 22.25581395] ; [17.25581395 10.74418605],0
v1,1,1.0,0.0,[40 18] ; [20  9],[40. 18.] ; [20.  9.],0
s1,1,1.0,0.0,[ 4 56] ; [ 2 28],[ 4. 56.] ; [ 2. 28.],0
