Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000429,12.403084,[71  5] ; [32 14],[64.16393443 11.83606557] ; [38.83606557  7.16393443],1
p1,1,0.59979,0.275313,[ 7 69] ; [ 3 43],[ 6.2295082 69.7704918] ; [ 3.7704918 42.2295082],0
u1,1,0.621982,0.243092,[16 60] ; [ 8 38],[14.95081967 61.04918033] ; [ 9.04918033 36.95081967],0
a3,1,0.638041,0.221314,[58 18] ; [36  9],[59.04132231 16.95867769] ; [34.95867769 10.04132231],0
p5,1,0.649614,0.206388,[14 62] ; [ 7 39],[13.08196721 62.91803279] ; [ 7.91803279 38.08196721],0
p2,1,0.655004,0.199649,[62 14] ; [36 10],[61.04918033 14.95081967] ; [36.95081967  9.04918033],0
a5,1,0.765177,0.089215,[58 18] ; [34 12],[57.31147541 18.68852459] ; [34.68852459 11.31147541],0
n4,1,0.80444,0.061308,[58 18] ; [36 10],[58.55737705 17.44262295] ; [35.44262295 10.55737705],0
v1,1,0.833115,0.044398,[39 36] ; [22 22],[38.44537815 36.55462185] ; [22.55462185 21.44537815],0
p8,1,0.840917,0.040289,[40 34] ; [24 22],[39.46666667 34.53333333] ; [24.53333333 21.46666667],0
p11,1,0.843623,0.038912,[60 16] ; [37  9],[60.42622951 15.57377049] ; [36.57377049  9.42622951],0
v2,1,0.859352,0.0314,[41 35] ; [23 21],[40.53333333 35.46666667] ; [23.46666667 20.53333333],0
p4,1,0.894434,0.017608,[47 29] ; [29 17],[47.3442623 28.6557377] ; [28.6557377 17.3442623],0
d5,1,0.928494,0.008053,[60 16] ; [36 10],[59.80327869 16.19672131] ; [36.19672131  9.80327869],0
n6,1,0.932694,0.007133,[64 12] ; [39  7],[64.16393443 11.83606557] ; [38.83606557  7.16393443],0
b4,1,0.965687,0.001851,[41 35] ; [25 21],[41.1147541 34.8852459] ; [24.8852459 21.1147541],0
a2,1,0.977043,0.000828,[18 58] ; [11 35],[18.06557377 57.93442623] ; [10.93442623 35.06557377],0
p3,1,0.995071,3.8e-05,[43 33] ; [26 20],[42.98360656 33.01639344] ; [26.01639344 19.98360656],0
