Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.1e-05,19.319269,[79  6] ; [286 123],[62.80364372 22.19635628] ; [302.19635628 106.80364372],1
a4,1,0.508669,0.436805,[46 43] ; [198 216],[43.17296223 45.82703777] ; [200.82703777 213.17296223],0
r1,1,0.519728,0.414434,[77 12] ; [346  67],[74.9940239 14.0059761] ; [348.0059761  64.9940239],0
n3,1,0.579906,0.306386,[16  4] ; [54 19],[15.05376344  4.94623656] ; [54.94623656 18.05376344],0
a3,1,0.595756,0.281445,[67 22] ; [301 114],[64.98412698 24.01587302] ; [303.01587302 111.98412698],0
p10,1,0.635747,0.224347,[75 14] ; [356  57],[76.4123506 12.5876494] ; [354.5876494  58.4123506],0
p12,1,0.64874,0.207492,[ 7 82] ; [ 39 376],[ 8.12301587 80.87698413] ; [ 37.87698413 377.12301587],0
p5,1,0.659155,0.194552,[13 76] ; [ 68 344],[14.38922156 74.61077844] ; [ 66.61077844 345.38922156],0
n5,1,0.662958,0.18995,[70 19] ; [334  80],[71.48310139 17.51689861] ; [332.51689861  81.48310139],0
u3,1,0.681018,0.168982,[13  9] ; [72 41],[13.85185185  8.14814815] ; [71.14814815 41.85185185],0
n2,1,0.739447,0.110613,[15  5] ; [52 21],[14.40860215  5.59139785] ; [52.59139785 20.40860215],0
a2,1,0.749907,0.101609,[25 64] ; [110 306],[23.79207921 65.20792079] ; [111.20792079 304.79207921],0
a7,1,0.764784,0.089523,[66 23] ; [314 101],[67.1031746 21.8968254] ; [312.8968254 102.1031746],0
a6,1,0.8057,0.060505,[60 29] ; [286 130],[60.97821782 28.02178218] ; [285.02178218 130.97821782],0
r4,1,0.825235,0.04876,[84  5] ; [395  21],[84.41782178  4.58217822] ; [394.58217822  21.41782178],0
d4,1,0.836131,0.042785,[75 14] ; [346  69],[74.34325397 14.65674603] ; [346.65674603  68.34325397],0
p8,1,0.846429,0.037511,[57 31] ; [263 150],[56.20758483 31.79241517] ; [263.79241517 149.20758483],0
b1,1,0.97997,0.00063,[35 54] ; [163 253],[34.8950495 54.1049505] ; [163.1049505 252.8950495],0
a5,1,0.99235,9.2e-05,[70 19] ; [327  89],[69.96633663 19.03366337] ; [327.03366337  88.96633663],0
