Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.000271,13.261721,[53 13] ; [ 5 10],[47.25925926 18.74074074] ; [10.74074074  4.25925926],1
u2,1,0.418741,0.653846,[12 14] ; [5 3],[13. 13.] ; [4. 4.],0
r4,1,0.421378,0.64647,[58  8] ; [12  3],[57.03703704  8.96296296] ; [12.96296296  2.03703704],0
s7,1,0.422054,0.644588,[44 21] ; [11  3],[45.25316456 19.74683544] ; [9.74683544 4.25316456],0
b1,1,0.452459,0.564484,[29 37] ; [ 5 10],[27.7037037 38.2962963] ; [6.2962963 8.7037037],0
v4,1,0.500844,0.453147,[64  2] ; [14  1],[63.55555556  2.44444444] ; [14.44444444  0.55555556],0
a4,1,0.517742,0.418388,[28 38] ; [ 5 10],[26.88888889 39.11111111] ; [6.11111111 8.88888889],0
s2,1,0.526164,0.401795,[48 18] ; [9 5],[47.025 18.975] ; [9.975 4.025],0
s6,1,0.54684,0.363008,[54  8] ; [13  1],[54.65789474  7.34210526] ; [12.34210526  1.65789474],0
p4,1,0.549603,0.35803,[53 13] ; [11  4],[52.14814815 13.85185185] ; [11.85185185  3.14814815],0
r2,1,0.619099,0.247136,[60  6] ; [13  2],[59.48148148  6.51851852] ; [13.51851852  1.48148148],0
b2,1,0.620238,0.245534,[ 8 26] ; [ 2 10],[ 7.39130435 26.60869565] ; [2.60869565 9.39130435],0
b3,1,0.620238,0.245534,[ 8 26] ; [ 2 10],[ 7.39130435 26.60869565] ; [2.60869565 9.39130435],0
d3,1,0.640651,0.217891,[49 17] ; [12  3],[49.7037037 16.2962963] ; [11.2962963  3.7037037],0
p1,1,0.644355,0.213092,[ 7 59] ; [ 1 14],[ 6.51851852 59.48148148] ; [ 1.48148148 13.51851852],0
p12,1,0.644355,0.213092,[ 7 59] ; [ 1 14],[ 6.51851852 59.48148148] ; [ 1.48148148 13.51851852],0
n2,1,0.659118,0.194597,[11  2] ; [3 1],[10.70588235  2.29411765] ; [3.29411765 0.70588235],0
n1,1,0.681777,0.168132,[5 8] ; [2 2],[5.35294118 7.64705882] ; [1.64705882 2.35294118],0
b4,1,0.701155,0.147273,[36 30] ; [9 6],[36.66666667 29.33333333] ; [8.33333333 6.66666667],0
p7,1,0.707184,0.141106,[58  7] ; [12  2],[57.59493671  7.40506329] ; [12.40506329  1.59493671],0
p3,1,0.818604,0.052597,[46 20] ; [10  5],[45.62962963 20.37037037] ; [10.37037037  4.62962963],0
a7,1,0.825111,0.04883,[42 24] ; [10  5],[42.37037037 23.62962963] ; [9.62962963 5.37037037],0
s5,1,0.844313,0.038565,[32 27] ; [8 6],[32.32876712 26.67123288] ; [7.67123288 6.32876712],0
v3,1,0.846864,0.037296,[20 45] ; [ 5 10],[20.3125 44.6875] ; [ 4.6875 10.3125],0
d5,1,0.870017,0.026777,[54 12] ; [12  3],[53.77777778 12.22222222] ; [12.22222222  2.77777778],0
d1,1,0.878735,0.023279,[41 25] ; [9 6],[40.74074074 25.25925926] ; [9.25925926 5.74074074],0
d2,1,0.89877,0.016184,[32 34] ; [7 8],[31.77777778 34.22222222] ; [7.22222222 7.77777778],0
b5,1,0.932205,0.007237,[36 30] ; [8 7],[35.85185185 30.14814815] ; [8.14814815 6.85185185],0
n3,1,0.936802,0.006287,[10  3] ; [3 1],[9.94117647 3.05882353] ; [3.05882353 0.94117647],0
r3,1,0.941042,0.00547,[61  4] ; [14  1],[60.9375  4.0625] ; [14.0625  0.9375],0
d4,1,0.978772,0.000708,[53 13] ; [12  3],[52.96296296 13.03703704] ; [12.03703704  2.96296296],0
a5,1,1.0,0.0,[44 22] ; [10  5],[44. 22.] ; [10.  5.],0
