Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000103,15.084214,[ 1 27] ; [18 20],[ 8.06060606 19.93939394] ; [10.93939394 27.06060606],1
a3,1,0.486445,0.48438,[14 13] ; [23 15],[15.36923077 11.63076923] ; [21.63076923 16.36923077],0
n1,1,0.513292,0.42735,[4 6] ; [8 7],[4.8 5.2] ; [7.2 7.8],0
n2,1,0.513292,0.42735,[6 4] ; [7 8],[5.2 4.8] ; [7.8 7.2],0
d4,1,0.516075,0.421729,[17 11] ; [26 12],[18.24242424  9.75757576] ; [24.75757576 13.24242424],0
p6,1,0.522982,0.408008,[ 4 23] ; [ 8 30],[ 4.98461538 22.01538462] ; [ 7.01538462 30.98461538],0
p11,1,0.524384,0.405263,[14 14] ; [16 22],[12.72727273 15.27272727] ; [17.27272727 20.72727273],0
s8,1,0.557179,0.344612,[ 6 22] ; [ 6 32],[ 5.09090909 22.90909091] ; [ 6.90909091 31.09090909],0
p7,1,0.605342,0.267014,[ 9 19] ; [10 28],[ 8.06060606 19.93939394] ; [10.93939394 27.06060606],0
a2,1,0.64373,0.213897,[ 4 24] ; [ 4 34],[ 3.39393939 24.60606061] ; [ 4.60606061 33.39393939],0
s1,1,0.693732,0.155075,[ 3 25] ; [ 3 35],[ 2.54545455 25.45454545] ; [ 3.45454545 34.54545455],0
n5,1,0.755671,0.096827,[18 10] ; [23 15],[17.39393939 10.60606061] ; [23.60606061 14.39393939],0
p9,1,0.76236,0.091435,[12 14] ; [19 19],[12.59375 13.40625] ; [18.40625 19.59375],0
p1,1,0.763706,0.090371,[ 3 25] ; [ 5 33],[ 3.39393939 24.60606061] ; [ 4.60606061 33.39393939],0
p4,1,0.780106,0.077942,[ 9 19] ; [11 27],[ 8.48484848 19.51515152] ; [11.51515152 26.48484848],0
p8,1,0.783785,0.07529,[ 6 22] ; [ 9 28],[ 6.46153846 21.53846154] ; [ 8.53846154 28.46153846],0
s2,1,0.788497,0.071965,[ 7 20] ; [11 27],[ 7.47692308 19.52307692] ; [10.52307692 27.47692308],0
a4,1,0.800685,0.063736,[ 9 19] ; [13 24],[ 9.47692308 18.52307692] ; [12.52307692 24.47692308],0
p2,1,0.879135,0.023124,[12 16] ; [17 21],[12.3030303 15.6969697] ; [16.6969697 21.3030303],0
n6,1,0.883002,0.021658,[14 13] ; [19 19],[13.70769231 13.29230769] ; [19.29230769 18.70769231],0
u2,1,0.908697,0.013152,[ 4 10] ; [ 4 11],[ 3.86206897 10.13793103] ; [ 4.13793103 10.86206897],0
n4,1,0.925002,0.008861,[18 10] ; [24 14],[17.81818182 10.18181818] ; [24.18181818 13.81818182],0
a5,1,0.939728,0.005717,[15 13] ; [20 18],[14.84848485 13.15151515] ; [20.15151515 17.84848485],0
v1,1,0.961229,0.002363,[ 9 19] ; [12 26],[ 8.90909091 19.09090909] ; [12.09090909 25.90909091],0
p10,1,0.987151,0.000259,[11 15] ; [16 22],[10.96875 15.03125] ; [16.03125 21.96875],0
n3,1,1.0,0.0,[5 5] ; [7 7],[5. 5.] ; [7. 7.],0
