Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3.7e-05,17.003122,[25  8] ; [14 34],[15.88888889 17.11111111] ; [23.11111111 24.88888889],1
a6,1,0.397555,0.71571,[18 15] ; [23 28],[16.10714286 16.89285714] ; [24.89285714 26.10714286],0
d2,1,0.405076,0.693207,[10 23] ; [20 31],[11.78571429 21.21428571] ; [18.21428571 32.78571429],0
r3,1,0.464481,0.535074,[28  5] ; [40 11],[26.71428571  6.28571429] ; [41.28571429  9.71428571],0
p1,1,0.527351,0.399493,[ 2 31] ; [ 5 45],[ 2.78313253 30.21686747] ; [ 4.21686747 45.78313253],0
p10,1,0.547157,0.362436,[18 15] ; [30 19],[19.31707317 13.68292683] ; [28.68292683 20.31707317],0
d3,1,0.559377,0.340784,[19 14] ; [25 24],[17.70731707 15.29268293] ; [26.29268293 22.70731707],0
v4,1,0.574248,0.315627,[28  5] ; [40 10],[27.03614458  5.96385542] ; [40.96385542  9.03614458],0
b4,1,0.630576,0.23128,[17 16] ; [29 22],[18.07142857 14.92857143] ; [27.92857143 23.07142857],0
v3,1,0.635557,0.224601,[ 4 28] ; [ 8 41],[ 4.74074074 27.25925926] ; [ 7.25925926 41.74074074],0
s3,1,0.635658,0.224465,[14 19] ; [19 32],[12.96428571 20.03571429] ; [20.03571429 30.96428571],0
s1,1,0.653,0.202139,[ 2 31] ; [ 2 49],[ 1.57142857 31.42857143] ; [ 2.42857143 48.57142857],0
n6,1,0.659138,0.194572,[21 12] ; [30 21],[20.03571429 12.96428571] ; [30.96428571 20.03571429],0
a3,1,0.824326,0.049277,[16 17] ; [23 27],[15.5060241 17.4939759] ; [23.4939759 26.5060241],0
s4,1,0.832152,0.04492,[ 9 24] ; [15 36],[ 9.42857143 23.57142857] ; [14.57142857 36.42857143],0
r2,1,0.855996,0.032932,[24  9] ; [38 13],[24.35714286  8.64285714] ; [37.64285714 13.35714286],0
b5,1,0.870871,0.026423,[20 13] ; [30 21],[19.64285714 13.35714286] ; [30.35714286 20.64285714],0
p11,1,0.909802,0.012834,[19 14] ; [30 21],[19.25 13.75] ; [29.75 21.25],0
d4,1,0.934111,0.006835,[21 12] ; [32 19],[20.82142857 12.17857143] ; [32.17857143 18.82142857],0
n5,1,0.934111,0.006835,[12 21] ; [19 32],[12.17857143 20.82142857] ; [18.82142857 32.17857143],0
d5,1,0.955967,0.003049,[20 13] ; [30 20],[19.87951807 13.12048193] ; [30.12048193 19.87951807],0
r4,1,0.961807,0.002293,[16 17] ; [25 26],[16.10714286 16.89285714] ; [24.89285714 26.10714286],0
a7,1,0.969446,0.001467,[19 14] ; [29 21],[19.08433735 13.91566265] ; [28.91566265 21.08433735],0
