Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,1e-06,24.637928,[135  19] ; [11 13],[126.31460674  27.68539326] ; [19.68539326  4.31460674],1
v2,1,0.447091,0.578017,[92 60] ; [12 11],[90.33142857 61.66857143] ; [13.66857143  9.33142857],0
n1,1,0.458152,0.550406,[11 17] ; [2 6],[10.11111111 17.88888889] ; [2.88888889 5.11111111],0
a7,1,0.511925,0.43013,[117  35] ; [17  7],[115.72727273  36.27272727] ; [18.27272727  5.72727273],0
s2,1,0.52895,0.396408,[66 87] ; [12 12],[67.42372881 85.57627119] ; [10.57627119 13.42372881],0
a8,1,0.553552,0.350992,[ 20 120] ; [ 2 19],[ 19.13043478 120.86956522] ; [ 2.86956522 18.13043478],0
s8,1,0.559998,0.339707,[74 80] ; [10 14],[72.6741573 81.3258427] ; [11.3258427 12.6741573],0
p2,1,0.597125,0.279354,[140  14] ; [21  3],[139.29213483  14.70786517] ; [21.70786517  2.29213483],0
d3,1,0.600625,0.274054,[108  45] ; [15  8],[106.92613636  46.07386364] ; [16.07386364  6.92613636],0
s6,1,0.633287,0.22763,[97 56] ; [14 10],[95.94915254 57.05084746] ; [15.05084746  8.94915254],0
b4,1,0.677748,0.172672,[84 70] ; [12 12],[83.05617978 70.94382022] ; [12.94382022 11.05617978],0
p8,1,0.704592,0.143739,[101  51] ; [15  9],[100.18181818  51.81818182] ; [15.81818182  8.18181818],0
a2,1,0.731873,0.117399,[ 37 117] ; [ 5 19],[ 36.33707865 117.66292135] ; [ 5.66292135 18.33707865],0
u3,1,0.784003,0.075134,[25 18] ; [7 6],[24.57142857 18.42857143] ; [7.42857143 5.57142857],0
s1,1,0.82581,0.048435,[  5 147] ; [ 1 23],[  5.18181818 146.81818182] ; [ 0.81818182 23.18181818],0
n3,1,0.830324,0.045918,[22  6] ; [6 2],[21.77777778  6.22222222] ; [6.22222222 1.77777778],0
s3,1,0.845785,0.03783,[77 77] ; [11 12],[76.56497175 77.43502825] ; [11.43502825 11.56497175],0
a6,1,0.882359,0.021898,[105  49] ; [16  8],[104.68539326  49.31460674] ; [16.31460674  7.68539326],0
n2,1,0.927197,0.008349,[17 11] ; [5 3],[17.11111111 10.88888889] ; [4.88888889 3.11111111],0
