Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,36.177815,[91  4] ; [22 19],[78.93382353 16.06617647] ; [34.06617647  6.93382353],1
u3,1,0.182894,1.773949,[21 20] ; [ 9 17],[18.35820896 22.64179104] ; [11.64179104 14.35820896],0
s7,1,0.276988,1.181807,[36 52] ; [12 27],[33.25984252 54.74015748] ; [14.74015748 24.25984252],0
a4,1,0.315928,1.005729,[26 68] ; [ 8 33],[23.67407407 70.32592593] ; [10.32592593 30.67407407],0
b1,1,0.322645,0.978193,[31 64] ; [17 24],[33.52941176 61.47058824] ; [14.47058824 26.52941176],0
s2,1,0.366454,0.815655,[34 57] ; [12 29],[31.71212121 59.28787879] ; [14.28787879 26.71212121],0
p5,1,0.376309,0.782725,[12 82] ; [ 3 37],[10.52238806 83.47761194] ; [ 4.47761194 35.52238806],0
p1,1,0.447153,0.577859,[14 80] ; [ 4 36],[12.62686567 81.37313433] ; [ 5.37313433 34.62686567],0
p12,1,0.458625,0.549248,[ 8 86] ; [ 2 39],[ 6.96296296 87.03703704] ; [ 3.03703704 37.96296296],0
s8,1,0.48265,0.49287,[33 60] ; [12 29],[31.23134328 61.76865672] ; [13.76865672 27.23134328],0
s4,1,0.515691,0.422502,[16 77] ; [ 9 32],[17.35074627 75.64925373] ; [ 7.64925373 33.35074627],0
b2,1,0.576999,0.311111,[16 44] ; [ 5 19],[15. 45.] ; [ 6. 18.],0
b3,1,0.576999,0.311111,[16 44] ; [ 5 19],[15. 45.] ; [ 6. 18.],0
n6,1,0.580904,0.304775,[78 17] ; [32  9],[76.83823529 18.16176471] ; [33.16176471  7.83823529],0
b4,1,0.601577,0.272624,[51 44] ; [24 17],[52.38970588 42.61029412] ; [22.61029412 18.38970588],0
n5,1,0.646717,0.210064,[73 22] ; [30 11],[71.94852941 23.05147059] ; [31.05147059  9.94852941],0
p8,1,0.67304,0.178067,[48 43] ; [20 21],[46.87878788 44.12121212] ; [21.12121212 19.87878788],0
p10,1,0.679219,0.171006,[75 18] ; [31  9],[74.12030075 18.87969925] ; [31.87969925  8.12030075],0
n3,1,0.77271,0.083424,[19  2] ; [14  2],[18.72972973  2.27027027] ; [14.27027027  1.72972973],0
d5,1,0.79539,0.067246,[44 51] ; [18 23],[43.30882353 51.69117647] ; [18.69117647 22.30882353],0
s3,1,0.811835,0.056672,[43 48] ; [18 22],[42.3740458 48.6259542] ; [18.6259542 21.3740458],0
d2,1,0.813656,0.05556,[25 70] ; [10 31],[24.44852941 70.55147059] ; [10.55147059 30.44852941],0
a8,1,0.816273,0.053982,[ 8 79] ; [ 4 34],[ 8.352 78.648] ; [ 3.648 34.352],0
u2,1,0.833861,0.043996,[20 21] ; [12 14],[19.58208955 21.41791045] ; [12.41791045 13.58208955],0
b5,1,0.854518,0.03362,[54 41] ; [24 17],[54.48529412 40.51470588] ; [23.51470588 17.48529412],0
p2,1,0.874953,0.024765,[74 20] ; [31  9],[73.65671642 20.34328358] ; [31.34328358  8.65671642],0
s1,1,0.883723,0.021389,[ 5 86] ; [ 2 39],[ 4.82575758 86.17424242] ; [ 2.17424242 38.82575758],0
p7,1,0.981319,0.000548,[55 37] ; [24 16],[55.06060606 36.93939394] ; [23.93939394 16.06060606],0
p9,1,0.983065,0.000451,[75 18] ; [33  8],[74.95522388 18.04477612] ; [33.04477612  7.95522388],0
