Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,2e-06,22.777418,[42 30] ; [65  5],[54.25352113 17.74647887] ; [52.74647887 17.25352113],1
d4,1,0.225148,1.471252,[49 23] ; [54 16],[52.22535211 19.77464789] ; [50.77464789 19.22535211],0
a2,1,0.253919,1.301611,[17 56] ; [11 59],[14.29370629 58.70629371] ; [13.70629371 56.29370629],0
n4,1,0.288668,1.125821,[40 32] ; [45 25],[43.09859155 28.90140845] ; [41.90140845 28.09859155],0
n1,1,0.296417,1.090244,[15 22] ; [12 10],[16.93220339 20.06779661] ; [10.06779661 11.93220339],0
p8,1,0.317479,0.999302,[ 9 63] ; [13 57],[11.15492958 60.84507042] ; [10.84507042 59.15492958],0
p4,1,0.342036,0.902787,[11 60] ; [15 54],[13.18571429 57.81428571] ; [12.81428571 56.18571429],0
s5,1,0.349426,0.875539,[12 57] ; [16 51],[14.20588235 54.79411765] ; [13.79411765 53.20588235],0
r2,1,0.352287,0.865204,[56 13] ; [60  9],[58. 11.] ; [58. 11.],0
n3,1,0.365878,0.817617,[18 17] ; [14  8],[19.64912281 15.35087719] ; [12.35087719  9.64912281],0
b5,1,0.421625,0.645781,[40 33] ; [43 27],[42.37062937 30.62937063] ; [40.62937063 29.37062937],0
b2,1,0.423121,0.641631,[18 28] ; [14 31],[16.17582418 29.82417582] ; [15.82417582 29.17582418],0
b3,1,0.423121,0.641631,[18 28] ; [14 31],[16.17582418 29.82417582] ; [15.82417582 29.17582418],0
a3,1,0.445714,0.581528,[47 24] ; [42 28],[44.81560284 26.18439716] ; [44.18439716 25.81560284],0
d1,1,0.460238,0.545316,[32 41] ; [35 35],[34.2027972 38.7972028] ; [32.7972028 37.2027972],0
r1,1,0.460466,0.544761,[43 29] ; [46 24],[45.12676056 26.87323944] ; [43.87323944 26.12676056],0
d3,1,0.487213,0.482676,[38 34] ; [41 29],[40.05633803 31.94366197] ; [38.94366197 31.05633803],0
a6,1,0.487213,0.482676,[38 34] ; [41 29],[40.05633803 31.94366197] ; [38.94366197 31.05633803],0
p1,1,0.597915,0.278152,[ 7 66] ; [ 5 65],[ 6.12587413 66.87412587] ; [ 5.87412587 64.12587413],0
d2,1,0.670259,0.181299,[35 36] ; [32 38],[33.73758865 37.26241135] ; [33.26241135 36.73758865],0
v3,1,0.7149,0.133432,[21 47] ; [22 43],[21.98496241 46.01503759] ; [21.01503759 43.98496241],0
a8,1,0.770733,0.084923,[ 7 62] ; [ 6 63],[ 6.5 62.5] ; [ 6.5 62.5],0
u1,1,0.92414,0.009067,[ 9 64] ; [ 9 61],[ 9.18881119 63.81118881] ; [ 8.81118881 61.18881119],0
s4,1,0.948019,0.00425,[13 60] ; [12 57],[12.85211268 60.14788732] ; [12.14788732 56.85211268],0
