Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,3.9e-05,16.927724,[301  29] ; [50 18],[291.03015075  38.96984925] ; [59.96984925  8.03015075],1
b3,1,0.604231,0.268662,[ 86 126] ; [21 26],[ 87.58301158 124.41698842] ; [19.41698842 27.58301158],0
b2,1,0.604231,0.268662,[ 86 126] ; [21 26],[ 87.58301158 124.41698842] ; [19.41698842 27.58301158],0
v2,1,0.612601,0.256405,[196 126] ; [43 24],[197.83547558 124.16452442] ; [41.16452442 25.83547558],0
s8,1,0.65993,0.193609,[172 157] ; [37 30],[173.63888889 155.36111111] ; [35.36111111 31.63888889],0
v4,1,0.660258,0.193211,[319  11] ; [65  3],[318.3919598  11.6080402] ; [65.6080402  2.3919598],0
s1,1,0.660258,0.193211,[ 11 319] ; [ 3 65],[ 11.6080402 318.3919598] ; [ 2.3919598 65.6080402],0
a2,1,0.683452,0.166266,[ 91 241] ; [17 51],[ 89.64 242.36] ; [18.36 49.64],0
r4,1,0.7163,0.132066,[307  25] ; [62  6],[306.27  25.73] ; [62.73  5.27],0
p7,1,0.842769,0.039344,[252  76] ; [53 15],[252.62626263  75.37373737] ; [52.37373737 15.62626263],0
r3,1,0.860502,0.030883,[316  13] ; [65  3],[315.74055416  13.25944584] ; [65.25944584  2.74055416],0
a1,1,0.890656,0.018899,[ 21 311] ; [ 4 64],[ 20.75 311.25] ; [ 4.25 63.75],0
a3,1,0.917519,0.010725,[249  82] ; [50 17],[248.66582915  82.33417085] ; [50.33417085 16.66582915],0
n1,1,0.926206,0.008578,[22 29] ; [5 7],[21.85714286 29.14285714] ; [5.14285714 6.85714286],0
v3,1,0.995586,3.1e-05,[150 169] ; [32 36],[150.02067183 168.97932817] ; [31.97932817 36.02067183],0
