Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.0,44.056583,[64  1] ; [18 24],[49.81308411 15.18691589] ; [32.18691589  9.81308411],1
n2,1,0.123324,2.374585,[8 5] ; [9 1],[9.60869565 3.39130435] ; [7.39130435 2.60869565],0
s7,1,0.129416,2.299493,[43 19] ; [23 19],[39.34615385 22.65384615] ; [26.65384615 15.34615385],0
n6,1,0.141449,2.16212,[59  6] ; [34  8],[56.4953271  8.5046729] ; [36.5046729  5.4953271],0
p7,1,0.164139,1.935674,[45 19] ; [24 18],[41.66037736 22.33962264] ; [27.33962264 14.66037736],0
v2,1,0.220091,1.503776,[34 31] ; [16 24],[30.95238095 34.04761905] ; [19.04761905 20.95238095],0
p9,1,0.228426,1.450638,[58  7] ; [34  8],[55.88785047  9.11214953] ; [36.11214953  5.88785047],0
s3,1,0.288985,1.124344,[50 15] ; [27 13],[47.66666667 17.33333333] ; [29.33333333 10.66666667],0
v1,1,0.305159,1.051513,[36 29] ; [19 23],[33.41121495 31.58878505] ; [21.58878505 20.41121495],0
s5,1,0.34047,0.908663,[33 26] ; [17 20],[30.72916667 28.27083333] ; [19.27083333 17.72916667],0
b5,1,0.348749,0.878005,[40 25] ; [22 20],[37.6635514 27.3364486] ; [24.3364486 17.6635514],0
a1,1,0.653675,0.201298,[ 2 63] ; [ 2 40],[ 2.42990654 62.57009346] ; [ 1.57009346 40.42990654],0
p12,1,0.703967,0.144378,[ 6 59] ; [ 3 39],[ 5.46728972 59.53271028] ; [ 3.53271028 38.46728972],0
n5,1,0.715547,0.132799,[54 11] ; [36  6],[54.6728972 10.3271028] ; [35.3271028  6.6728972],0
b1,1,0.722782,0.125843,[27 38] ; [16 26],[26.12149533 38.87850467] ; [16.87850467 25.12149533],0
n3,1,0.772205,0.083806,[11  2] ; [8 2],[10.73913043  2.26086957] ; [8.26086957 1.73913043],0
u3,1,0.794459,0.067873,[6 4] ; [11  9],[5.66666667 4.33333333] ; [11.33333333  8.66666667],0
u2,1,0.795809,0.066964,[5 5] ; [ 9 11],[4.66666667 5.33333333] ; [ 9.33333333 10.66666667],0
a8,1,0.800691,0.063732,[ 4 57] ; [ 3 35],[ 4.31313131 56.68686869] ; [ 2.68686869 35.31313131],0
p1,1,0.915962,0.011135,[ 5 60] ; [ 3 39],[ 4.85981308 60.14018692] ; [ 3.14018692 38.85981308],0
p11,1,0.930313,0.007648,[50 15] ; [32 10],[49.81308411 15.18691589] ; [32.18691589  9.81308411],0
s1,1,0.943217,0.005073,[ 5 60] ; [ 3 38],[ 4.90566038 60.09433962] ; [ 3.09433962 37.90566038],0
b4,1,0.949573,0.004,[36 29] ; [23 19],[35.8411215 29.1588785] ; [23.1588785 18.8411215],0
v4,1,0.950464,0.003859,[62  3] ; [39  2],[61.93396226  3.06603774] ; [39.06603774  1.93396226],0
n1,1,0.968296,0.00158,[4 9] ; [3 7],[3.95652174 9.04347826] ; [3.04347826 6.95652174],0
r3,1,0.979547,0.000657,[58  6] ; [38  4],[57.96226415  6.03773585] ; [38.03773585  3.96226415],0
