Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.0,28.3824,[ 9 29] ; [53 16],[22.01869159 15.98130841] ; [39.98130841 29.01869159],1
v2,1,0.195735,1.673913,[14 22] ; [36 33],[17.14285714 18.85714286] ; [32.85714286 36.14285714],0
a8,1,0.207801,1.586679,[ 1 35] ; [ 6 57],[ 2.54545455 33.45454545] ; [ 4.45454545 58.54545455],0
p6,1,0.208877,1.579196,[13 24] ; [33 36],[16.05660377 20.94339623] ; [29.94339623 39.05660377],0
p7,1,0.21272,1.55282,[27 10] ; [42 27],[24.08490566 12.91509434] ; [44.91509434 24.08490566],0
v3,1,0.226724,1.461295,[14 23] ; [18 50],[11.27619048 25.72380952] ; [20.72380952 47.27619048],0
p2,1,0.274338,1.194927,[28 10] ; [57 12],[30.18691589  7.81308411] ; [54.81308411 14.18691589],0
s2,1,0.292798,1.106712,[24 13] ; [50 17],[26.32692308 10.67307692] ; [47.67307692 19.32692308],0
a4,1,0.318652,0.994473,[16 22] ; [36 33],[18.46728972 19.53271028] ; [33.53271028 35.46728972],0
p11,1,0.369827,0.804247,[31  7] ; [51 18],[29.12149533  8.87850467] ; [52.87850467 16.12149533],0
p1,1,0.373417,0.792263,[ 4 34] ; [ 4 65],[ 2.8411215 35.1588785] ; [ 5.1588785 63.8411215],0
b4,1,0.427563,0.629434,[19 19] ; [40 29],[20.95327103 17.04672897] ; [38.04672897 30.95327103],0
p8,1,0.521079,0.411757,[22 15] ; [36 32],[20.43809524 16.56190476] ; [37.56190476 30.43809524],0
v1,1,0.535592,0.383772,[18 20] ; [37 32],[19.53271028 18.46728972] ; [35.46728972 33.53271028],0
a1,1,0.537203,0.380748,[ 2 36] ; [ 2 67],[ 1.42056075 36.57943925] ; [ 2.57943925 66.42056075],0
p12,1,0.558562,0.3422,[ 4 34] ; [ 5 64],[ 3.19626168 34.80373832] ; [ 5.80373832 63.19626168],0
s6,1,0.578239,0.309091,[29  7] ; [56 10],[30.  6.] ; [55. 11.],0
n5,1,0.594764,0.282966,[31  7] ; [59 10],[31.96261682  6.03738318] ; [58.03738318 10.96261682],0
s3,1,0.688888,0.160292,[28  9] ; [49 19],[27.13333333  9.86666667] ; [49.86666667 18.13333333],0
d2,1,0.719517,0.128956,[19 19] ; [37 32],[19.88785047 18.11214953] ; [36.11214953 32.88785047],0
p10,1,0.742864,0.107626,[31  7] ; [58 11],[31.60747664  6.39252336] ; [57.39252336 11.60747664],0
b3,1,0.854212,0.033763,[ 5 19] ; [ 7 30],[ 4.72131148 19.27868852] ; [ 7.27868852 29.72131148],0
b2,1,0.854212,0.033763,[ 5 19] ; [ 7 30],[ 4.72131148 19.27868852] ; [ 7.27868852 29.72131148],0
u3,1,0.858411,0.031826,[6 5] ; [11  8],[6.23333333 4.76666667] ; [10.76666667  8.23333333],0
p5,1,0.866957,0.028065,[ 4 34] ; [ 8 61],[ 4.26168224 33.73831776] ; [ 7.73831776 61.26168224],0
a3,1,0.876416,0.024185,[27 11] ; [50 19],[27.34579439 10.65420561] ; [49.65420561 19.34579439],0
n2,1,0.901321,0.015374,[8 3] ; [9 3],[8.13043478 2.86956522] ; [8.86956522 3.13043478],0
s5,1,0.915978,0.01113,[19 17] ; [31 29],[18.75 17.25] ; [31.25 28.75],0
s8,1,0.921627,0.00968,[20 18] ; [37 32],[20.24299065 17.75700935] ; [36.75700935 32.24299065],0
r1,1,0.925562,0.008729,[30  8] ; [55 14],[30.18691589  7.81308411] ; [54.81308411 14.18691589],0
p3,1,0.993897,5.9e-05,[22 16] ; [40 29],[22.01869159 15.98130841] ; [39.98130841 29.01869159],0
