Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.000212,13.723897,[13 46] ; [15  8],[20.14634146 38.85365854] ; [ 7.85365854 15.14634146],1
s2,1,0.090763,2.860793,[12 48] ; [10 17],[15.17241379 44.82758621] ; [ 6.82758621 20.17241379],0
s8,1,0.09403,2.803995,[ 7 53] ; [ 7 20],[ 9.65517241 50.34482759] ; [ 4.34482759 22.65517241],0
n3,1,0.103459,2.651395,[14 14] ; [ 3 10],[11.6097561 16.3902439] ; [5.3902439 7.6097561],0
s4,1,0.111357,2.53486,[ 9 51] ; [ 8 19],[11.72413793 48.27586207] ; [ 5.27586207 21.72413793],0
d2,1,0.127043,2.328265,[23 36] ; [ 6 21],[19.89534884 39.10465116] ; [ 9.10465116 17.89534884],0
n4,1,0.134039,2.245086,[37 23] ; [12 15],[33.79310345 26.20689655] ; [15.20689655 11.79310345],0
n6,1,0.166408,1.915005,[29 30] ; [17  9],[31.92941176 27.07058824] ; [14.07058824 11.92941176],0
d1,1,0.204291,1.611431,[19 41] ; [ 5 22],[16.55172414 43.44827586] ; [ 7.44827586 19.55172414],0
n5,1,0.258622,1.276116,[40 20] ; [14 12],[37.6744186 22.3255814] ; [16.3255814  9.6744186],0
s1,1,0.298022,1.083025,[ 3 57] ; [ 3 24],[ 4.13793103 55.86206897] ; [ 1.86206897 25.13793103],0
r2,1,0.306793,1.04443,[31 27] ; [17  9],[33.14285714 24.85714286] ; [14.85714286 11.14285714],0
p9,1,0.33192,0.941393,[30 28] ; [17 10],[32.07058824 25.92941176] ; [14.92941176 12.07058824],0
n2,1,0.367749,0.811257,[13 15] ; [8 5],[14.34146341 13.65853659] ; [6.65853659 6.34146341],0
s3,1,0.369064,0.806813,[19 40] ; [11 15],[20.82352941 38.17647059] ; [ 9.17647059 16.82352941],0
d3,1,0.412514,0.671543,[25 34] ; [14 13],[26.75581395 32.24418605] ; [12.24418605 14.75581395],0
v1,1,0.437199,0.603622,[16 43] ; [ 5 21],[14.57647059 44.42352941] ; [ 6.42352941 19.57647059],0
b4,1,0.460777,0.544007,[34 26] ; [13 14],[32.4137931 27.5862069] ; [14.5862069 12.4137931],0
p5,1,0.462096,0.540812,[ 4 55] ; [ 3 23],[ 4.85882353 54.14117647] ; [ 2.14117647 23.85882353],0
a5,1,0.533059,0.388557,[31 29] ; [12 15],[29.65517241 30.34482759] ; [13.34482759 13.65517241],0
d5,1,0.553638,0.35084,[33 27] ; [13 14],[31.72413793 28.27586207] ; [14.27586207 12.72413793],0
p1,1,0.580275,0.305791,[ 7 53] ; [ 2 24],[ 6.27906977 53.72093023] ; [ 2.72093023 23.27906977],0
s5,1,0.606825,0.264824,[ 9 50] ; [ 3 24],[ 8.23255814 50.76744186] ; [ 3.76744186 23.23255814],0
a8,1,0.650114,0.205757,[ 4 55] ; [ 1 23],[ 3.55421687 55.44578313] ; [ 1.44578313 22.55421687],0
r1,1,0.659045,0.194685,[16 44] ; [ 6 21],[15.17241379 44.82758621] ; [ 6.82758621 20.17241379],0
v3,1,0.67049,0.181029,[ 9 51] ; [ 3 23],[ 8.37209302 51.62790698] ; [ 3.62790698 22.37209302],0
a2,1,0.698636,0.149895,[ 6 54] ; [ 2 25],[ 5.51724138 54.48275862] ; [ 2.48275862 24.51724138],0
u1,1,0.789402,0.071335,[ 3 57] ; [ 1 26],[ 2.75862069 57.24137931] ; [ 1.24137931 25.75862069],0
d4,1,0.8314,0.045329,[37 23] ; [16 11],[36.55172414 23.44827586] ; [16.44827586 10.55172414],0
a6,1,0.873014,0.025546,[30 30] ; [14 13],[30.34482759 29.65517241] ; [13.65517241 13.34482759],0
n1,1,0.95985,0.002534,[11 17] ; [5 8],[10.92682927 17.07317073] ; [5.07317073 7.92682927],0
