Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,3.2e-05,17.269616,[19 18] ; [ 8 54],[10.09090909 26.90909091] ; [16.90909091 45.09090909],1
a4,1,0.644002,0.213546,[13 24] ; [19 43],[11.95959596 25.04040404] ; [20.04040404 41.95959596],0
d2,1,0.656514,0.197786,[16 21] ; [24 38],[14.94949495 22.05050505] ; [25.05050505 36.94949495],0
r1,1,0.689578,0.159543,[23 14] ; [41 21],[23.91919192 13.08080808] ; [40.08080808 21.91919192],0
p9,1,0.693745,0.155061,[12 24] ; [18 43],[11.13402062 24.86597938] ; [18.86597938 42.13402062],0
r4,1,0.701947,0.146454,[27 10] ; [43 19],[26.16161616 10.83838384] ; [43.83838384 18.16161616],0
b1,1,0.775341,0.08145,[19 18] ; [30 32],[18.31313131 18.68686869] ; [30.68686869 31.31313131],0
u2,1,0.786468,0.073387,[7 8] ; [11 15],[6.58536585 8.41463415] ; [11.41463415 14.58536585],0
n3,1,0.798074,0.065455,[8 4] ; [17  7],[8.33333333 3.66666667] ; [16.66666667  7.33333333],0
v4,1,0.805965,0.060337,[30  7] ; [49 13],[29.52525253  7.47474747] ; [49.47474747 12.52525253],0
a3,1,0.826003,0.048325,[21 16] ; [36 25],[21.52040816 15.47959184] ; [35.47959184 25.52040816],0
n6,1,0.896482,0.016928,[19 18] ; [31 31],[18.68686869 18.31313131] ; [31.31313131 30.68686869],0
a8,1,0.919848,0.010125,[ 3 30] ; [ 5 54],[ 2.86956522 30.13043478] ; [ 5.13043478 53.86956522],0
r3,1,0.94145,0.005395,[33  4] ; [55  7],[32.88888889  4.11111111] ; [55.11111111  6.88888889],0
