Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,7.2e-05,15.75957,[10 19] ; [48 14],[18.48351648 10.51648352] ; [39.51648352 22.48351648],1
r1,1,0.362682,0.828585,[17 12] ; [30 32],[14.97802198 14.02197802] ; [32.02197802 29.97802198],0
s1,1,0.388996,0.742078,[ 1 28] ; [ 5 55],[ 1.95505618 27.04494382] ; [ 4.04494382 55.95505618],0
a3,1,0.391055,0.735659,[14 14] ; [25 37],[12.13333333 15.86666667] ; [26.86666667 35.13333333],0
p3,1,0.395943,0.720613,[11 18] ; [18 44],[ 9.24175824 19.75824176] ; [19.75824176 42.24175824],0
s5,1,0.414001,0.667282,[ 4 24] ; [13 47],[ 5.40909091 22.59090909] ; [11.59090909 48.40909091],0
p7,1,0.466009,0.531424,[15 14] ; [27 35],[13.38461538 15.61538462] ; [28.61538462 33.38461538],0
d3,1,0.475402,0.509392,[ 7 22] ; [11 51],[ 5.73626374 23.26373626] ; [12.26373626 49.73626374],0
r3,1,0.491249,0.47379,[23  6] ; [45 17],[21.67032967  7.32967033] ; [46.32967033 15.67032967],0
b5,1,0.559003,0.341433,[15 14] ; [28 34],[13.7032967 15.2967033] ; [29.2967033 32.7032967],0
p1,1,0.58369,0.300307,[ 3 26] ; [ 9 53],[ 3.82417582 25.17582418] ; [ 8.17582418 53.82417582],0
p2,1,0.593643,0.284691,[19 10] ; [37 25],[17.84615385 11.15384615] ; [38.15384615 23.84615385],0
b4,1,0.629827,0.232296,[17 12] ; [33 29],[15.93406593 13.06593407] ; [34.06593407 27.93406593],0
b2,1,0.633394,0.227487,[ 8 11] ; [15 27],[ 7.16393443 11.83606557] ; [15.83606557 26.16393443],0
b3,1,0.633394,0.227487,[ 8 11] ; [15 27],[ 7.16393443 11.83606557] ; [15.83606557 26.16393443],0
s2,1,0.633795,0.22695,[10 19] ; [18 43],[ 9.02222222 19.97777778] ; [18.97777778 42.02222222],0
p11,1,0.697731,0.150843,[19 10] ; [38 24],[18.16483516 10.83516484] ; [38.83516484 23.16483516],0
a5,1,0.705459,0.142855,[11 18] ; [21 41],[10.1978022 18.8021978] ; [21.8021978 40.1978022],0
r4,1,0.827896,0.047263,[18 11] ; [37 25],[17.52747253 11.47252747] ; [37.47252747 24.52747253],0
r2,1,0.831641,0.045198,[22  7] ; [45 16],[21.58888889  7.41111111] ; [45.41111111 15.58888889],0
v1,1,0.84282,0.039318,[11 17] ; [23 39],[10.57777778 17.42222222] ; [23.42222222 38.57777778],0
a8,1,0.870112,0.026737,[ 3 23] ; [ 6 52],[ 2.78571429 23.21428571] ; [ 6.21428571 51.78571429],0
v3,1,0.877023,0.023946,[ 6 22] ; [12 48],[ 5.72727273 22.27272727] ; [12.27272727 47.72727273],0
u3,1,0.901528,0.015309,[ 5 10] ; [13 24],[5.19230769 9.80769231] ; [12.80769231 24.19230769],0
p4,1,0.925748,0.008685,[10 19] ; [22 40],[10.1978022 18.8021978] ; [21.8021978 40.1978022],0
v2,1,0.933737,0.006913,[ 7 20] ; [15 41],[ 7.15662651 19.84337349] ; [14.84337349 41.15662651],0
