Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,84.313942,[ 3 39] ; [199  55],[28.66216216 13.33783784] ; [173.33783784  80.66216216],1
p4,1,0.257907,1.279954,[25 17] ; [173  80],[28.18983051 13.81016949] ; [169.81016949  83.18983051],0
a1,1,0.312013,1.022135,[ 1 41] ; [ 16 238],[ 2.41216216 39.58783784] ; [ 14.58783784 239.41216216],0
b5,1,0.313143,1.017373,[22 20] ; [154 100],[24.97297297 17.02702703] ; [151.02702703 102.97297297],0
n5,1,0.319199,0.992225,[32 10] ; [209  44],[34.31186441  7.68813559] ; [206.68813559  46.31186441],0
s1,1,0.334167,0.932683,[ 3 38] ; [ 10 242],[ 1.81911263 39.18088737] ; [ 11.18088737 240.81911263],0
p2,1,0.335368,0.928058,[34  8] ; [219  34],[36.02033898  5.97966102] ; [216.97966102  36.02033898],0
u4,1,0.349409,0.875601,[ 1 41] ; [ 15 239],[ 2.27027027 39.72972973] ; [ 13.72972973 240.27027027],0
v4,1,0.357429,0.846906,[39  2] ; [248   6],[39.88813559  1.11186441] ; [247.11186441   6.88813559],0
s6,1,0.374289,0.789377,[36  5] ; [230  20],[37.47766323  3.52233677] ; [228.52233677  21.47766323],0
a8,1,0.484645,0.488392,[ 8 30] ; [ 39 198],[ 6.49454545 31.50545455] ; [ 40.50545455 196.49454545],0
p10,1,0.519662,0.414565,[35  6] ; [223  28],[36.2260274  4.7739726] ; [221.7739726  29.2260274],0
p5,1,0.67666,0.17391,[ 6 36] ; [ 42 207],[ 6.92783505 35.07216495] ; [ 41.07216495 207.92783505],0
r3,1,0.698942,0.149575,[40  2] ; [245   9],[40.43918919  1.56081081] ; [244.56081081   9.43918919],0
b1,1,0.705533,0.142779,[19 23] ; [107 147],[17.87837838 24.12162162] ; [108.12162162 145.87837838],0
s2,1,0.705615,0.142696,[36  6] ; [223  31],[36.75  5.25] ; [222.25  31.75],0
s7,1,0.728954,0.120074,[33  8] ; [201  42],[33.78169014  7.21830986] ; [200.21830986  42.78169014],0
s4,1,0.764332,0.089879,[10 32] ; [ 55 198],[ 9.25423729 32.74576271] ; [ 55.74576271 197.25423729],0
p7,1,0.806258,0.060151,[30 12] ; [169  74],[29.32631579 12.67368421] ; [169.67368421  73.32631579],0
r4,1,0.836285,0.042703,[39  3] ; [238  16],[39.30405405  2.69594595] ; [237.69594595  16.30405405],0
r2,1,0.895757,0.017167,[40  1] ; [243   7],[39.87285223  1.12714777] ; [243.12714777   6.87285223],0
n1,1,0.917374,0.010762,[6 5] ; [28 25],[5.84375 5.15625] ; [28.15625 24.84375],0
n6,1,0.940651,0.005543,[37  5] ; [223  29],[37.14285714  4.85714286] ; [222.85714286  29.14285714],0
