Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,23.507353,[37  4] ; [46 54],[24.13475177 16.86524823] ; [58.86524823 41.13475177],1
p6,1,0.171204,1.872368,[16 26] ; [26 72],[12.6 29.4] ; [29.4 68.6],0
d4,1,0.181095,1.788618,[33  9] ; [66 32],[29.7 12.3] ; [69.3 28.7],0
v3,1,0.208936,1.578785,[17 25] ; [29 69],[13.8 28.2] ; [32.2 65.8],0
n3,1,0.266962,1.232292,[11  5] ; [21 19],[9.14285714 6.85714286] ; [22.85714286 17.14285714],0
a7,1,0.283009,1.152581,[30 12] ; [62 38],[27.21126761 14.78873239] ; [64.78873239 35.21126761],0
d1,1,0.30582,1.048642,[22 20] ; [43 57],[19.22535211 22.77464789] ; [45.77464789 54.22535211],0
b3,1,0.339668,0.911685,[ 6 15] ; [23 34],[ 7.80769231 13.19230769] ; [21.19230769 35.80769231],0
b2,1,0.339668,0.911685,[ 6 15] ; [23 34],[ 7.80769231 13.19230769] ; [21.19230769 35.80769231],0
u2,1,0.343428,0.897591,[4 5] ; [11 28],[2.8125 6.1875] ; [12.1875 26.8125],0
p1,1,0.349662,0.874682,[ 6 36] ; [ 9 91],[ 4.43661972 37.56338028] ; [10.56338028 89.43661972],0
u1,1,0.35087,0.870309,[ 9 33] ; [15 85],[ 7.09859155 34.90140845] ; [16.90140845 83.09859155],0
p12,1,0.363964,0.824168,[ 2 40] ; [ 2 98],[ 1.18309859 40.81690141] ; [ 2.81690141 97.18309859],0
b4,1,0.43679,0.604701,[24 18] ; [50 50],[21.88732394 20.11267606] ; [52.11267606 47.88732394],0
p5,1,0.484556,0.488593,[ 5 37] ; [ 8 90],[ 3.9 38.1] ; [ 9.1 88.9],0
a6,1,0.485581,0.486302,[26 16] ; [55 44],[24.12765957 17.87234043] ; [56.87234043 42.12765957],0
a4,1,0.527189,0.399806,[20 22] ; [41 57],[18.3 23.7] ; [42.7 55.3],0
n1,1,0.530877,0.392712,[7 8] ; [23 18],[8.03571429 6.96428571] ; [21.96428571 19.03571429],0
p8,1,0.750621,0.10101,[14 28] ; [30 68],[13.2 28.8] ; [30.8 67.2],0
u4,1,0.838759,0.041404,[ 1 41] ; [ 3 97],[ 1.18309859 40.81690141] ; [ 2.81690141 97.18309859],0
u3,1,0.915184,0.011343,[4 5] ; [17 23],[3.85714286 5.14285714] ; [17.14285714 22.85714286],0
a2,1,0.940032,0.005659,[ 9 33] ; [22 78],[ 9.16901408 32.83098592] ; [21.83098592 78.16901408],0
b5,1,0.991487,0.000114,[26 16] ; [62 38],[26.02816901 15.97183099] ; [61.97183099 38.02816901],0
