Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.1e-05,19.362065,[32 41] ; [41  8],[43.68032787 29.31967213] ; [29.31967213 19.68032787],1
b3,1,0.154083,2.031358,[15 31] ; [16 17],[18.05063291 27.94936709] ; [12.94936709 20.05063291],0
b2,1,0.154083,2.031358,[15 31] ; [16 17],[18.05063291 27.94936709] ; [12.94936709 20.05063291],0
n6,1,0.18064,1.792352,[62 12] ; [46  4],[64.4516129  9.5483871] ; [43.5483871  6.4516129],0
u2,1,0.18876,1.727273,[10  9] ; [ 6 13],[ 8. 11.] ; [ 8. 11.],0
b5,1,0.199433,1.646524,[44 31] ; [24 27],[40.47619048 34.52380952] ; [27.52380952 23.47619048],0
s6,1,0.200896,1.635845,[61 14] ; [44  5],[63.50806452 11.49193548] ; [41.49193548  7.50806452],0
r2,1,0.206192,1.597966,[67  5] ; [50  1],[68.48780488  3.51219512] ; [48.51219512  2.48780488],0
n2,1,0.210482,1.568106,[18  8] ; [13  2],[19.65853659  6.34146341] ; [11.34146341  3.65853659],0
r1,1,0.214742,1.539164,[57 17] ; [43  7],[59.67741935 14.32258065] ; [40.32258065  9.67741935],0
a3,1,0.225131,1.471362,[54 20] ; [32 19],[50.912 23.088] ; [35.088 15.912],0
v4,1,0.228571,1.449735,[68  5] ; [48  1],[69.40983607  3.59016393] ; [46.59016393  2.40983607],0
a6,1,0.276411,1.18465,[47 28] ; [27 24],[44.04761905 30.95238095] ; [29.95238095 21.04761905],0
n1,1,0.283006,1.1526,[ 9 16] ; [8 7],[10.625 14.375] ; [6.375 8.625],0
b1,1,0.291342,1.113412,[24 51] ; [21 30],[26.78571429 48.21428571] ; [18.21428571 32.78571429],0
s2,1,0.305567,1.049742,[49 26] ; [37 13],[51.6 23.4] ; [34.4 15.6],0
s8,1,0.341666,0.904169,[37 38] ; [29 21],[39.6 35.4] ; [26.4 23.6],0
d5,1,0.391983,0.732781,[62 13] ; [39 12],[60.11904762 14.88095238] ; [40.88095238 10.11904762],0
a7,1,0.403364,0.698275,[50 24] ; [38 13],[52.096 21.904] ; [35.904 15.096],0
p1,1,0.434426,0.610962,[ 6 69] ; [ 6 43],[ 7.25806452 67.74193548] ; [ 4.74193548 44.25806452],0
a8,1,0.4508,0.568639,[ 9 56] ; [ 9 38],[10.44642857 54.55357143] ; [ 7.55357143 39.44642857],0
s3,1,0.498626,0.45786,[49 24] ; [35 13],[50.67768595 22.32231405] ; [33.32231405 14.67768595],0
u3,1,0.53645,0.382158,[12  9] ; [ 9 10],[11.025  9.975] ; [9.975 9.025],0
a5,1,0.566006,0.329412,[55 20] ; [35 16],[53.57142857 21.42857143] ; [36.42857143 14.57142857],0
v2,1,0.65604,0.19837,[35 38] ; [25 23],[36.19834711 36.80165289] ; [23.80165289 24.19834711],0
b4,1,0.664032,0.188663,[47 28] ; [30 21],[45.83333333 29.16666667] ; [31.16666667 19.83333333],0
a1,1,0.714921,0.133412,[ 4 71] ; [ 2 49],[ 3.57142857 71.42857143] ; [ 2.42857143 48.57142857],0
s7,1,0.818249,0.052807,[42 32] ; [30 21],[42.624 31.376] ; [29.376 21.624],0
r3,1,0.833752,0.044055,[68  5] ; [47  4],[67.7016129  5.2983871] ; [47.2983871  3.7016129],0
p12,1,0.847345,0.037059,[ 8 67] ; [ 6 45],[ 8.33333333 66.66666667] ; [ 5.66666667 45.33333333],0
d3,1,0.885808,0.020624,[48 27] ; [32 19],[47.61904762 27.38095238] ; [32.38095238 18.61904762],0
d1,1,0.965462,0.001875,[40 35] ; [27 24],[39.88095238 35.11904762] ; [27.11904762 23.88095238],0
