Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,7.8e-05,15.614905,[121  28] ; [34 28],[109.4549763  39.5450237] ; [45.5450237 16.4549763],1
n2,1,0.769511,0.085858,[26  9] ; [17  7],[25.50847458  9.49152542] ; [17.49152542  6.50847458],0
a7,1,0.78512,0.07434,[111  38] ; [48 18],[110.19069767  38.80930233] ; [48.80930233 17.19069767],0
p4,1,0.798072,0.065455,[67 82] ; [28 37],[66.14485981 82.85514019] ; [28.85514019 36.14485981],0
a6,1,0.805145,0.060858,[96 53] ; [42 25],[95.19444444 53.80555556] ; [42.80555556 24.19444444],0
n1,1,0.906891,0.01368,[10 26] ; [ 7 17],[10.2 25.8] ; [ 6.8 17.2],0
v2,1,0.933259,0.007013,[74 69] ; [33 30],[74.27669903 68.72330097] ; [32.72330097 30.27669903],0
b4,1,0.938623,0.005929,[92 57] ; [41 26],[91.74537037 57.25462963] ; [41.25462963 25.74537037],0
n3,1,0.965172,0.001907,[28  8] ; [18  5],[28.06779661  7.93220339] ; [17.93220339  5.06779661],0
p1,1,0.98105,0.000564,[ 11 136] ; [ 5 61],[ 11.04225352 135.95774648] ; [ 4.95774648 61.04225352],0
b5,1,0.986626,0.000281,[91 58] ; [41 26],[91.05555556 57.94444444] ; [40.94444444 26.05555556],0
u3,1,1.0,0.0,[34 17] ; [16  8],[34. 17.] ; [16.  8.],0
