Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1.9e-05,18.253974,[59 47] ; [ 9 39],[46.80519481 59.19480519] ; [21.19480519 26.80519481],1
b4,1,0.500427,0.45403,[57 49] ; [23 25],[55.06493506 50.93506494] ; [24.93506494 23.06493506],0
s5,1,0.524554,0.404929,[43 57] ; [18 30],[41.21621622 58.78378378] ; [19.78378378 28.21621622],0
b1,1,0.525254,0.403564,[50 56] ; [20 28],[48.18181818 57.81818182] ; [21.81818182 26.18181818],0
a7,1,0.57621,0.312402,[69 37] ; [29 19],[67.45454545 38.54545455] ; [30.54545455 17.45454545],0
d5,1,0.625462,0.238265,[84 21] ; [40  8],[85.09803922 19.90196078] ; [38.90196078  9.09803922],0
r1,1,0.625462,0.238265,[84 21] ; [40  8],[85.09803922 19.90196078] ; [38.90196078  9.09803922],0
r4,1,0.700156,0.14831,[97  9] ; [43  5],[96.36363636  9.63636364] ; [43.63636364  4.36363636],0
a5,1,0.733367,0.116043,[79 27] ; [37 11],[79.84415584 26.15584416] ; [36.15584416 11.84415584],0
a2,1,0.735579,0.114051,[26 80] ; [13 35],[26.84415584 79.15584416] ; [12.15584416 35.84415584],0
a3,1,0.759059,0.094075,[77 29] ; [36 12],[77.77922078 28.22077922] ; [35.22077922 12.77922078],0
a6,1,0.810664,0.057393,[64 42] ; [28 20],[63.32467532 42.67532468] ; [28.67532468 19.32467532],0
d2,1,0.845612,0.037916,[57 49] ; [25 23],[56.44155844 49.55844156] ; [25.55844156 22.44155844],0
s1,1,0.860869,0.030719,[ 5 99] ; [ 2 46],[ 4.78947368 99.21052632] ; [ 2.21052632 45.78947368],0
u1,1,0.902092,0.015134,[19 87] ; [ 9 39],[19.27272727 86.72727273] ; [ 8.72727273 39.27272727],0
a4,1,0.931487,0.007392,[50 56] ; [23 25],[50.24675325 55.75324675] ; [22.75324675 25.24675325],0
u2,1,0.943702,0.004987,[19 10] ; [8 4],[19.09756098  9.90243902] ; [7.90243902 4.09756098],0
v3,1,0.959988,0.002517,[23 79] ; [11 37],[23.12 78.88] ; [10.88 37.12],0
b5,1,0.967282,0.001682,[60 46] ; [27 21],[59.88311688 46.11688312] ; [27.11688312 20.88311688],0
