Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,30.880494,[82 12] ; [10 18],[70.8852459 23.1147541] ; [21.1147541  6.8852459],1
s4,1,0.276588,1.183778,[12 80] ; [ 6 22],[13.8 78.2] ; [ 4.2 23.8],0
a3,1,0.303701,1.05787,[54 40] ; [13 15],[51.62295082 42.37704918] ; [15.37704918 12.62295082],0
s2,1,0.31144,1.02456,[50 43] ; [12 16],[47.65289256 45.34710744] ; [14.34710744 13.65289256],0
v1,1,0.31144,1.02456,[50 43] ; [12 16],[47.65289256 45.34710744] ; [14.34710744 13.65289256],0
a7,1,0.353679,0.860215,[60 33] ; [20  7],[62. 31.] ; [18.  9.],0
a5,1,0.389136,0.741641,[49 45] ; [12 16],[47. 47.] ; [14. 14.],0
n1,1,0.389414,0.740772,[10  9] ; [4 7],[ 8.86666667 10.13333333] ; [5.13333333 5.86666667],0
p3,1,0.425169,0.635982,[55 39] ; [14 14],[53.16393443 40.83606557] ; [15.83606557 12.16393443],0
a6,1,0.441089,0.593448,[58 36] ; [15 13],[56.24590164 37.75409836] ; [16.75409836 11.24590164],0
d4,1,0.518351,0.417173,[54 40] ; [18 10],[55.47540984 38.52459016] ; [16.52459016 11.47540984],0
u1,1,0.535113,0.384673,[ 4 90] ; [ 2 26],[ 4.62295082 89.37704918] ; [ 1.37704918 26.62295082],0
u2,1,0.536564,0.381944,[23 17] ; [10  5],[24. 16.] ; [9. 6.],0
b1,1,0.551284,0.355022,[41 53] ; [14 14],[42.37704918 51.62295082] ; [12.62295082 15.37704918],0
r3,1,0.574438,0.315313,[88  6] ; [27  1],[88.60655738  5.39344262] ; [26.39344262  1.60655738],0
d5,1,0.575248,0.31398,[51 43] ; [13 14],[49.71900826 44.28099174] ; [14.28099174 12.71900826],0
n3,1,0.592097,0.287081,[12  7] ; [8 3],[12.66666667  6.33333333] ; [7.33333333 3.66666667],0
p11,1,0.59441,0.283509,[78 16] ; [22  6],[77.04918033 16.95081967] ; [22.95081967  5.04918033],0
u3,1,0.618841,0.2475,[21 19] ; [9 6],[21.81818182 18.18181818] ; [8.18181818 6.81818182],0
a8,1,0.703145,0.145221,[16 73] ; [ 4 23],[15.34482759 73.65517241] ; [ 4.65517241 22.34482759],0
b4,1,0.7165,0.131871,[54 40] ; [15 13],[53.16393443 40.83606557] ; [15.83606557 12.16393443],0
r2,1,0.720822,0.127707,[86  8] ; [25  3],[85.52459016  8.47540984] ; [25.47540984  2.52459016],0
s5,1,0.746253,0.104707,[36 55] ; [ 9 16],[35.30172414 55.69827586] ; [ 9.69827586 15.30172414],0
n2,1,0.804113,0.061517,[13  6] ; [8 3],[13.3  5.7] ; [7.7 3.3],0
d2,1,0.834359,0.043729,[12 82] ; [ 4 24],[12.32786885 81.67213115] ; [ 3.67213115 24.32786885],0
a4,1,0.876133,0.024296,[28 65] ; [ 8 20],[27.66942149 65.33057851] ; [ 8.33057851 19.66942149],0
v4,1,0.886619,0.02033,[88  6] ; [26  2],[87.83606557  6.16393443] ; [26.16393443  1.83606557],0
r4,1,0.951239,0.003739,[81 13] ; [24  4],[80.90163934 13.09836066] ; [24.09836066  3.90163934],0
a2,1,0.956928,0.002917,[ 7 87] ; [ 2 26],[ 6.93442623 87.06557377] ; [ 2.06557377 25.93442623],0
b5,1,0.964824,0.001945,[60 34] ; [18 10],[60.09836066 33.90163934] ; [17.90163934 10.09836066],0
p12,1,0.990873,0.000131,[10 84] ; [ 3 25],[10.01639344 83.98360656] ; [ 2.98360656 25.01639344],0
