Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.000923,10.97594,[ 7 47] ; [14 17],[13.34117647 40.65882353] ; [ 7.65882353 23.34117647],1
n6,1,0.265722,1.238701,[40 14] ; [27  5],[42.06976744 11.93023256] ; [24.93023256  7.06976744],0
a5,1,0.295776,1.093143,[31 23] ; [22 10],[33.27906977 20.72093023] ; [19.72093023 12.27906977],0
s2,1,0.334043,0.93316,[36 18] ; [18 14],[33.90697674 20.09302326] ; [20.09302326 11.90697674],0
p7,1,0.342999,0.899191,[27 25] ; [20 12],[29.0952381 22.9047619] ; [17.9047619 14.0952381],0
u1,1,0.373385,0.792367,[ 5 49] ; [ 5 27],[ 6.27906977 47.72093023] ; [ 3.72093023 28.27906977],0
s7,1,0.37574,0.784592,[32 20] ; [16 15],[30.07228916 21.92771084] ; [17.92771084 13.07228916],0
p3,1,0.425809,0.634226,[25 29] ; [12 20],[23.23255814 30.76744186] ; [13.76744186 18.23255814],0
s8,1,0.429828,0.623287,[19 35] ; [14 18],[20.72093023 33.27906977] ; [12.27906977 19.72093023],0
s6,1,0.433306,0.613945,[41 12] ; [27  5],[42.4 10.6] ; [25.6  6.4],0
r4,1,0.446419,0.579728,[40 14] ; [26  6],[41.44186047 12.55813953] ; [24.55813953  7.44186047],0
u2,1,0.47546,0.509259,[14 10] ; [4 5],[13.09090909 10.90909091] ; [4.90909091 4.09090909],0
n3,1,0.501594,0.451561,[16  5] ; [7 1],[16.65517241  4.34482759] ; [6.34482759 1.65517241],0
u3,1,0.554563,0.349206,[16  8] ; [5 4],[15.27272727  8.72727273] ; [5.72727273 3.27272727],0
p12,1,0.604907,0.267658,[ 3 51] ; [ 1 31],[ 2.51162791 51.48837209] ; [ 1.48837209 30.51162791],0
b5,1,0.657372,0.196732,[33 21] ; [18 14],[32.02325581 21.97674419] ; [18.97674419 13.02325581],0
p6,1,0.675508,0.175227,[21 33] ; [11 21],[20.09302326 33.90697674] ; [11.90697674 20.09302326],0
a1,1,0.704943,0.143381,[ 1 53] ; [ 1 31],[ 1.25581395 52.74418605] ; [ 0.74418605 31.25581395],0
p4,1,0.739588,0.110489,[29 25] ; [16 16],[28.25581395 25.74418605] ; [16.74418605 15.25581395],0
a6,1,0.740848,0.109383,[34 20] ; [19 13],[33.27906977 20.72093023] ; [19.72093023 12.27906977],0
r2,1,0.755554,0.096923,[46  6] ; [29  3],[46.42857143  5.57142857] ; [28.57142857  3.42857143],0
b4,1,0.766379,0.088277,[32 22] ; [20 12],[32.65116279 21.34883721] ; [19.34883721 12.65116279],0
s5,1,0.778174,0.079355,[22 29] ; [13 15],[22.59493671 28.40506329] ; [12.40506329 15.59493671],0
v4,1,0.838626,0.041474,[50  4] ; [30  2],[50.23255814  3.76744186] ; [29.76744186  2.23255814],0
n2,1,0.847486,0.03699,[15  6] ; [6 2],[15.20689655  5.79310345] ; [5.79310345 2.20689655],0
n4,1,0.85811,0.031962,[31 23] ; [19 13],[31.39534884 22.60465116] ; [18.60465116 13.39534884],0
b2,1,0.859076,0.031524,[ 5 25] ; [ 3 13],[ 5.2173913 24.7826087] ; [ 2.7826087 13.2173913],0
b3,1,0.859076,0.031524,[ 5 25] ; [ 3 13],[ 5.2173913 24.7826087] ; [ 2.7826087 13.2173913],0
p5,1,0.887572,0.019987,[ 2 52] ; [ 1 31],[ 1.88372093 52.11627907] ; [ 1.11627907 30.88372093],0
b1,1,0.939261,0.005806,[19 35] ; [11 21],[18.8372093 35.1627907] ; [11.1627907 20.8372093],0
s3,1,0.982163,0.0005,[37 17] ; [22 10],[37.04651163 16.95348837] ; [21.95348837 10.04651163],0
