Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,1e-06,25.207943,[111  55] ; [29 57],[92.22222222 73.77777778] ; [47.77777778 38.22222222],1
s5,1,0.334207,0.932528,[ 25 138] ; [ 9 74],[ 22.52845528 140.47154472] ; [11.47154472 71.52845528],0
b5,1,0.343004,0.899172,[90 76] ; [52 34],[93.53968254 72.46031746] ; [48.46031746 37.53968254],0
u2,1,0.468976,0.524388,[18 20] ; [19 29],[16.34883721 21.65116279] ; [20.65116279 27.34883721],0
n1,1,0.494523,0.46667,[15 27] ; [ 6 16],[13.78125 28.21875] ; [ 7.21875 14.78125],0
s1,1,0.503792,0.446939,[  2 163] ; [ 2 84],[  2.62948207 162.37051793] ; [ 1.37051793 84.62948207],0
n2,1,0.517222,0.419429,[32 11] ; [14  7],[30.90625 12.09375] ; [15.09375  5.90625],0
n3,1,0.634359,0.226196,[31 11] ; [15  7],[30.1875 11.8125] ; [15.8125  6.1875],0
b4,1,0.676179,0.174459,[90 76] ; [49 37],[91.56349206 74.43650794] ; [47.43650794 38.56349206],0
r3,1,0.678923,0.17134,[152  13] ; [77  8],[151.14  13.86] ; [77.86  7.14],0
p1,1,0.703445,0.144913,[ 14 152] ; [ 6 79],[ 13.22709163 152.77290837] ; [ 6.77290837 78.22709163],0
a8,1,0.79504,0.067481,[ 17 131] ; [10 69],[ 17.60352423 130.39647577] ; [ 9.39647577 69.60352423],0
s4,1,0.795181,0.067386,[ 12 154] ; [ 7 79],[ 12.51587302 153.48412698] ; [ 6.48412698 79.51587302],0
s2,1,0.951779,0.003657,[ 30 134] ; [16 70],[ 30.176 133.824] ; [15.824 70.176],0
s3,1,0.956208,0.003015,[ 40 124] ; [21 64],[ 40.17670683 123.82329317] ; [20.82329317 64.17670683],0
