Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,1e-06,24.508343,[42 33] ; [222  45],[57.89473684 17.10526316] ; [206.10526316  60.89473684],1
a8,1,0.35951,0.839605,[ 6 62] ; [ 32 216],[ 8.17721519 59.82278481] ; [ 29.82278481 218.17721519],0
d2,1,0.370989,0.80035,[37 39] ; [115 153],[33.58139535 42.41860465] ; [118.41860465 149.58139535],0
s3,1,0.396939,0.71758,[46 29] ; [148 117],[42.79411765 32.20588235] ; [151.20588235 113.79411765],0
b3,1,0.430495,0.621488,[ 8 25] ; [ 48 106],[ 9.88235294 23.11764706] ; [ 46.11764706 107.88235294],0
b2,1,0.430495,0.621488,[ 8 25] ; [ 48 106],[ 9.88235294 23.11764706] ; [ 46.11764706 107.88235294],0
s2,1,0.452849,0.56351,[39 37] ; [124 143],[36.11661808 39.88338192] ; [126.88338192 140.11661808],0
a6,1,0.478629,0.501987,[49 27] ; [185  84],[51.54782609 24.45217391] ; [182.45217391  86.54782609],0
a3,1,0.484139,0.489526,[47 29] ; [178  91],[49.56521739 26.43478261] ; [175.43478261  93.56521739],0
s8,1,0.502971,0.448662,[25 51] ; [ 99 168],[27.47521866 48.52478134] ; [ 96.52478134 170.47521866],0
r1,1,0.548338,0.360304,[55 21] ; [203  65],[57. 19.] ; [201.  67.],0
s7,1,0.561782,0.336629,[30 41] ; [119 139],[32.1550152 38.8449848] ; [116.8449848 141.1550152],0
s5,1,0.563236,0.334132,[19 53] ; [ 78 183],[20.97297297 51.02702703] ; [ 76.02702703 184.97297297],0
a7,1,0.603597,0.269605,[52 23] ; [194  74],[53.79008746 21.20991254] ; [192.20991254  75.79008746],0
v3,1,0.632879,0.228177,[17 56] ; [ 69 196],[18.5739645 54.4260355] ; [ 67.4260355 197.5739645],0
a4,1,0.643425,0.21429,[28 48] ; [107 162],[29.73913043 46.26086957] ; [105.26086957 163.73913043],0
u1,1,0.653633,0.20135,[12 64] ; [ 37 232],[10.7942029 65.2057971] ; [ 38.2057971 230.7942029],0
d1,1,0.667444,0.184606,[38 38] ; [142 127],[39.65217391 36.34782609] ; [140.34782609 128.65217391],0
n2,1,0.677078,0.173434,[22 11] ; [46 19],[22.89795918 10.10204082] ; [45.10204082 19.89795918],0
p6,1,0.710319,0.137959,[26 48] ; [ 88 180],[24.66666667 49.33333333] ; [ 89.33333333 178.66666667],0
p4,1,0.751762,0.100056,[41 34] ; [152 116],[42.20116618 32.79883382] ; [150.79883382 117.20116618],0
u2,1,0.757715,0.095161,[14 14] ; [48 42],[14.71186441 13.28813559] ; [47.28813559 42.71186441],0
p1,1,0.817791,0.053078,[ 6 70] ; [ 19 248],[ 5.5393586 70.4606414] ; [ 19.4606414 247.5393586],0
b4,1,0.825674,0.048511,[43 33] ; [156 113],[43.83768116 32.16231884] ; [155.16231884 113.83768116],0
s1,1,0.85997,0.031121,[ 2 74] ; [  8 257],[ 2.228739 73.771261] ; [  7.771261 257.228739],0
a2,1,0.915645,0.011219,[14 62] ; [ 51 218],[14.31884058 61.68115942] ; [ 50.68115942 218.31884058],0
u3,1,0.946153,0.004561,[14 13] ; [46 44],[13.84615385 13.15384615] ; [46.15384615 43.84615385],0
v4,1,0.975427,0.000949,[71  4] ; [253  14],[71.05263158  3.94736842] ; [252.94736842  14.05263158],0
d3,1,0.980888,0.000574,[51 23] ; [185  84],[50.9154519 23.0845481] ; [185.0845481  83.9154519],0
