Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.002492,9.146107,[15 62] ; [13 13],[20.93203883 56.06796117] ; [ 7.06796117 18.93203883],0
s1,1,0.416826,0.659246,[ 5 71] ; [ 3 23],[ 5.96078431 70.03921569] ; [ 2.03921569 23.96078431],0
d1,1,0.417397,0.657633,[29 49] ; [12 14],[30.75 47.25] ; [10.25 15.75],0
a5,1,0.425867,0.634067,[41 37] ; [16 10],[42.75 35.25] ; [14.25 11.75],0
a4,1,0.454169,0.560227,[30 47] ; [ 8 18],[28.40776699 48.59223301] ; [ 9.59223301 16.40776699],0
d5,1,0.480553,0.497608,[48 30] ; [18  8],[49.5 28.5] ; [16.5  9.5],0
a6,1,0.488756,0.479263,[45 33] ; [17  9],[46.5 31.5] ; [15.5 10.5],0
s3,1,0.541277,0.373178,[19 58] ; [ 8 18],[20.18446602 56.81553398] ; [ 6.81553398 19.18446602],0
s4,1,0.545791,0.364912,[ 6 72] ; [ 3 23],[ 6.75 71.25] ; [ 2.25 23.75],0
s5,1,0.5684,0.325366,[ 9 68] ; [ 2 24],[ 8.22330097 68.77669903] ; [ 2.77669903 23.22330097],0
a8,1,0.608036,0.263045,[ 5 68] ; [ 1 24],[ 4.46938776 68.53061224] ; [ 1.53061224 23.46938776],0
n2,1,0.610534,0.259398,[20 18] ; [5 3],[20.65217391 17.34782609] ; [4.34782609 3.65217391],0
a1,1,0.627236,0.235828,[ 5 73] ; [ 1 25],[ 4.5 73.5] ; [ 1.5 24.5],0
n5,1,0.691804,0.157139,[39 38] ; [12 14],[38.12621359 38.87378641] ; [12.87378641 13.12621359],0
u1,1,0.700919,0.147518,[ 7 71] ; [ 3 23],[ 7.5 70.5] ; [ 2.5 23.5],0
p11,1,0.733668,0.11577,[36 42] ; [13 13],[36.75 41.25] ; [12.25 13.75],0
b5,1,0.733668,0.11577,[36 42] ; [13 13],[36.75 41.25] ; [12.25 13.75],0
a2,1,0.740084,0.110053,[10 68] ; [ 4 22],[10.5 67.5] ; [ 3.5 22.5],0
b4,1,0.817499,0.053251,[46 32] ; [16 10],[46.5 31.5] ; [15.5 10.5],0
u3,1,0.83468,0.043557,[13 19] ; [ 6 10],[12.66666667 19.33333333] ; [6.33333333 9.66666667],0
r1,1,0.966845,0.001728,[50 27] ; [17  9],[50.08737864 26.91262136] ; [16.91262136  9.08737864],0
n1,1,0.985741,0.000319,[14 23] ; [3 5],[13.97777778 23.02222222] ; [3.02222222 4.97777778],0
d2,1,0.992869,8e-05,[35 41] ; [12 14],[35.01960784 40.98039216] ; [11.98039216 14.01960784],0
