Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,42.412527,[111 123] ; [85 14],[137.72972973  96.27027027] ; [58.27027027 40.72972973],1
d4,1,0.272909,1.202065,[168  68] ; [77 23],[172.08333333  63.91666667] ; [72.91666667 27.08333333],0
s6,1,0.295799,1.093036,[108 128] ; [50 46],[112.31325301 123.68674699] ; [45.68674699 50.31325301],0
r1,1,0.307715,1.040456,[169  67] ; [77 23],[172.78571429  63.21428571] ; [73.21428571 26.78571429],0
a7,1,0.372437,0.795516,[154  83] ; [70 30],[157.53115727  79.46884273] ; [66.46884273 33.53115727],0
a6,1,0.372699,0.794647,[171  67] ; [67 33],[167.58579882  70.41420118] ; [70.41420118 29.58579882],0
n1,1,0.376601,0.781766,[31 32] ; [ 8 13],[29.25 33.75] ; [ 9.75 11.25],0
a5,1,0.384388,0.756623,[173  65] ; [68 32],[169.69822485  68.30177515] ; [71.30177515 28.69822485],0
s1,1,0.384749,0.755473,[  6 231] ; [ 1 96],[  4.96706587 232.03293413] ; [ 2.03293413 94.96706587],0
a4,1,0.497984,0.45923,[102 133] ; [39 60],[ 99.20658683 135.79341317] ; [41.79341317 57.20658683],0
s4,1,0.516626,0.420624,[ 23 213] ; [12 87],[ 24.65671642 211.34328358] ; [10.34328358 88.65671642],0
s3,1,0.550498,0.356426,[ 55 182] ; [26 73],[ 57.13392857 179.86607143] ; [23.86607143 75.13392857],0
a3,1,0.638936,0.220136,[151  85] ; [66 33],[152.87164179  83.12835821] ; [64.12835821 34.87164179],0
b5,1,0.664156,0.188515,[137 101] ; [55 45],[135.19526627 102.80473373] ; [56.80473373 43.19526627],0
n3,1,0.685734,0.163743,[42 21] ; [15  6],[42.75 20.25] ; [14.25  6.75],0
a2,1,0.704768,0.143559,[ 52 186] ; [20 80],[ 50.69822485 187.30177515] ; [21.30177515 78.69822485],0
a8,1,0.735248,0.114347,[ 29 188] ; [10 74],[ 28.11627907 188.88372093] ; [10.88372093 73.11627907],0
u2,1,0.771708,0.084182,[40 45] ; [17 17],[40.71428571 44.28571429] ; [16.28571429 17.71428571],0
d2,1,0.816212,0.054019,[109 126] ; [45 55],[108.02985075 126.97014925] ; [45.97014925 54.02985075],0
b1,1,0.853023,0.034322,[ 93 145] ; [38 62],[ 92.24260355 145.75739645] ; [38.75739645 61.24260355],0
a1,1,0.862869,0.029833,[ 13 225] ; [ 5 95],[ 12.67455621 225.32544379] ; [ 5.32544379 94.67455621],0
u4,1,0.886411,0.020405,[  2 236] ; [ 1 99],[  2.11242604 235.88757396] ; [ 0.88757396 99.11242604],0
u3,1,0.914572,0.011508,[40 47] ; [16 18],[40.26446281 46.73553719] ; [15.73553719 18.26446281],0
