Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000104,15.068841,[18 12] ; [11 47],[ 9.88636364 20.11363636] ; [19.11363636 38.88636364],1
d3,1,0.186541,1.744729,[20  9] ; [32 27],[17.13636364 11.86363636] ; [34.86363636 24.13636364],0
b4,1,0.190514,1.713637,[15 15] ; [38 21],[17.86516854 12.13483146] ; [35.13483146 23.86516854],0
a4,1,0.199026,1.649505,[ 9 21] ; [26 33],[11.79775281 18.20224719] ; [23.20224719 35.79775281],0
s1,1,0.239702,1.382348,[ 2 28] ; [ 1 55],[ 1.04651163 28.95348837] ; [ 1.95348837 54.04651163],0
v1,1,0.245053,1.351286,[15 14] ; [22 35],[12.47674419 16.52325581] ; [24.52325581 32.47674419],0
p6,1,0.256439,1.287879,[ 8 22] ; [ 9 46],[ 6. 24.] ; [11. 44.],0
p1,1,0.257425,1.282554,[ 1 29] ; [ 6 53],[ 2.35955056 27.64044944] ; [ 4.64044944 54.35955056],0
u3,1,0.275017,1.19155,[5 2] ; [ 9 10],[3.76923077 3.23076923] ; [10.23076923  8.76923077],0
a6,1,0.366788,0.814516,[21  8] ; [37 22],[19.11363636  9.88636364] ; [38.88636364 20.11363636],0
a7,1,0.383693,0.758836,[17 13] ; [39 20],[18.87640449 11.12359551] ; [37.12359551 21.87640449],0
r1,1,0.384375,0.756662,[23  7] ; [40 19],[21.23595506  8.76404494] ; [41.76404494 17.23595506],0
d2,1,0.40324,0.698643,[12 17] ; [30 29],[13.84090909 15.15909091] ; [28.15909091 30.84090909],0
p11,1,0.409217,0.681075,[20 10] ; [34 25],[18.20224719 11.79775281] ; [35.79775281 23.20224719],0
p2,1,0.424213,0.638613,[22  8] ; [37 20],[20.34482759  9.65517241] ; [38.65517241 18.34482759],0
a3,1,0.447654,0.576584,[23  7] ; [40 18],[21.47727273  8.52272727] ; [41.52272727 16.47727273],0
r4,1,0.487367,0.482335,[22  8] ; [39 20],[20.56179775  9.43820225] ; [40.43820225 18.56179775],0
p5,1,0.492054,0.472031,[ 2 28] ; [ 2 56],[ 1.36363636 28.63636364] ; [ 2.63636364 55.36363636],0
b5,1,0.500241,0.454425,[20 10] ; [35 24],[18.53932584 11.46067416] ; [36.46067416 22.53932584],0
p3,1,0.500253,0.4544,[12 18] ; [19 39],[10.56818182 19.43181818] ; [20.43181818 37.56818182],0
d4,1,0.533365,0.387976,[22  7] ; [41 18],[20.76136364  8.23863636] ; [42.23863636 16.76136364],0
d1,1,0.595596,0.281689,[15 15] ; [26 33],[13.82022472 16.17977528] ; [27.17977528 31.82022472],0
b1,1,0.60449,0.268276,[18 12] ; [32 27],[16.85393258 13.14606742] ; [33.14606742 25.85393258],0
n3,1,0.704507,0.143826,[6 4] ; [10  9],[5.51724138 4.48275862] ; [10.48275862  8.51724138],0
n5,1,0.713223,0.135079,[20 10] ; [37 22],[19.21348315 10.78651685] ; [37.78651685 21.21348315],0
u1,1,0.764556,0.089703,[ 2 28] ; [ 5 54],[ 2.35955056 27.64044944] ; [ 4.64044944 54.35955056],0
a8,1,0.863596,0.029515,[ 5 23] ; [ 9 46],[ 4.72289157 23.27710843] ; [ 9.27710843 45.72289157],0
n1,1,0.892772,0.01817,[5 5] ; [ 9 10],[4.82758621 5.17241379] ; [9.17241379 9.82758621],0
v3,1,0.920448,0.009974,[ 8 20] ; [16 38],[ 8.19512195 19.80487805] ; [15.80487805 38.19512195],0
a5,1,0.96066,0.002433,[21  9] ; [41 18],[20.8988764  9.1011236] ; [41.1011236 17.8988764],0
d5,1,0.963077,0.002143,[21  8] ; [43 16],[21.09090909  7.90909091] ; [42.90909091 16.09090909],0
p12,1,0.965999,0.001817,[ 1 29] ; [ 2 55],[ 1.03448276 28.96551724] ; [ 1.96551724 55.03448276],0
a2,1,0.969979,0.001416,[ 6 24] ; [12 47],[ 6.06741573 23.93258427] ; [11.93258427 47.06741573],0
