Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,43.350562,[ 83 135] ; [154  68],[117.42272727 100.57727273] ; [119.57727273 102.42272727],1
n1,1,0.113547,2.50415,[25 41] ; [19 16],[28.75247525 37.24752475] ; [15.24752475 19.75247525],0
n3,1,0.136433,2.217737,[40 24] ; [27  8],[43.31313131 20.68686869] ; [23.68686869 11.31313131],0
u1,1,0.138101,2.198996,[ 31 196] ; [ 43 186],[ 36.8377193 190.1622807] ; [ 37.1622807 191.8377193],0
b2,1,0.168648,1.894923,[42 92] ; [61 95],[47.59310345 86.40689655] ; [ 55.40689655 100.59310345],0
b3,1,0.168648,1.894923,[42 92] ; [61 95],[47.59310345 86.40689655] ; [ 55.40689655 100.59310345],0
a7,1,0.170655,1.877184,[154  73] ; [168  60],[160.64615385  66.35384615] ; [161.35384615  66.64615385],0
s7,1,0.253725,1.302677,[ 86 131] ; [ 96 117],[ 91.84651163 125.15348837] ; [ 90.15348837 122.84651163],0
a5,1,0.269112,1.221266,[159  68] ; [171  58],[164.27631579  62.72368421] ; [165.72368421  63.27631579],0
p12,1,0.309598,1.032391,[ 11 216] ; [ 16 209],[ 13.55973451 213.44026549] ; [ 13.44026549 211.55973451],0
b1,1,0.348542,0.878759,[ 95 132] ; [ 86 143],[ 90.10307018 136.89692982] ; [ 90.89692982 138.10307018],0
d1,1,0.401983,0.702388,[125 102] ; [135  94],[129.42982456  97.57017544] ; [130.57017544  98.42982456],0
p5,1,0.419125,0.652768,[ 11 216] ; [ 15 212],[ 13. 214.] ; [ 13. 214.],0
b4,1,0.439633,0.59724,[135  92] ; [128 101],[130.92324561  96.07675439] ; [132.07675439  96.92324561],0
s4,1,0.503109,0.448371,[ 25 200] ; [ 21 207],[ 22.84768212 202.15231788] ; [ 23.15231788 204.84768212],0
a6,1,0.548401,0.360189,[152  74] ; [160  69],[154.97142857  71.02857143] ; [157.02857143  71.97142857],0
u2,1,0.551364,0.354879,[34 37] ; [36 32],[35.75539568 35.24460432] ; [34.24460432 33.75539568],0
d5,1,0.590778,0.289132,[178  48] ; [185  44],[180.3032967  45.6967033] ; [182.6967033  46.3032967],0
s2,1,0.603233,0.270147,[ 85 142] ; [ 90 136],[ 87.69315673 139.30684327] ; [ 87.30684327 138.69315673],0
a4,1,0.636345,0.223554,[ 99 127] ; [104 122],[101.5 124.5] ; [101.5 124.5],0
n2,1,0.65733,0.196784,[43 24] ; [24 11],[44.00980392 22.99019608] ; [22.99019608 12.00980392],0
s3,1,0.67211,0.179144,[110 114] ; [106 119],[107.75946548 116.24053452] ; [108.24053452 116.75946548],0
a3,1,0.735502,0.114119,[156  70] ; [160  67],[157.65121413  68.34878587] ; [158.34878587  68.65121413],0
d2,1,0.77304,0.083175,[107 118] ; [112 117],[108.53524229 116.46475771] ; [110.46475771 118.53524229],0
a2,1,0.777578,0.079793,[ 51 176] ; [ 54 175],[ 52.26973684 174.73026316] ; [ 52.73026316 176.26973684],0
s1,1,0.790371,0.070665,[  9 216] ; [  8 219],[  8.46238938 216.53761062] ; [  8.53761062 218.46238938],0
a1,1,0.81943,0.052111,[ 13 214] ; [ 12 217],[ 12.44517544 214.55482456] ; [ 12.55482456 216.44517544],0
a8,1,0.881629,0.022172,[ 31 182] ; [ 30 169],[ 31.53640777 181.46359223] ; [ 29.46359223 169.53640777],0
p1,1,0.881694,0.022148,[ 17 209] ; [ 18 210],[ 17.42290749 208.57709251] ; [ 17.57709251 210.42290749],0
d4,1,0.942021,0.00529,[178  48] ; [181  48],[178.31648352  47.68351648] ; [180.68351648  48.31648352],0
