Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s4,1,0.003999,8.284091,[10 38] ; [17 16],[16. 32.] ; [11. 22.],0
s8,1,0.30238,1.063668,[25 23] ; [21 12],[27.25925926 20.74074074] ; [18.74074074 14.25925926],0
r1,1,0.331485,0.943089,[38 10] ; [23 10],[36.14814815 11.85185185] ; [24.85185185  8.14814815],0
d3,1,0.331485,0.943089,[38 10] ; [23 10],[36.14814815 11.85185185] ; [24.85185185  8.14814815],0
p3,1,0.426822,0.631455,[19 29] ; [16 17],[20.74074074 27.25925926] ; [14.25925926 18.74074074],0
p2,1,0.501561,0.451632,[38 10] ; [24  9],[36.74074074 11.25925926] ; [25.25925926  7.74074074],0
a4,1,0.523759,0.406485,[17 31] ; [14 19],[18.37037037 29.62962963] ; [12.62962963 20.37037037],0
a5,1,0.544992,0.366365,[35 13] ; [22 11],[33.77777778 14.22222222] ; [23.22222222  9.77777778],0
p4,1,0.557663,0.343767,[23 25] ; [18 15],[24.2962963 23.7037037] ; [16.7037037 16.2962963],0
n2,1,0.571107,0.320833,[7 3] ; [7 5],[6.36363636 3.63636364] ; [7.63636364 4.36363636],0
v4,1,0.596163,0.280822,[43  4] ; [29  4],[42.3  4.7] ; [29.7  3.3],0
u1,1,0.604833,0.267769,[ 8 40] ; [ 7 26],[ 8.88888889 39.11111111] ; [ 6.11111111 26.88888889],0
b1,1,0.63144,0.230114,[15 33] ; [12 21],[16. 32.] ; [11. 22.],0
r2,1,0.650775,0.204924,[44  3] ; [30  3],[43.475  3.525] ; [30.525  2.475],0
a7,1,0.655078,0.199558,[37 11] ; [24  9],[36.14814815 11.85185185] ; [24.85185185  8.14814815],0
n3,1,0.695943,0.152727,[8 2] ; [8 3],[7.61904762 2.38095238] ; [8.38095238 2.61904762],0
a8,1,0.701001,0.147433,[ 6 39] ; [ 3 26],[ 5.47297297 39.52702703] ; [ 3.52702703 25.47297297],0
p7,1,0.713534,0.134773,[28 19] ; [21 12],[28.7875 18.2125] ; [20.2125 12.7875],0
d1,1,0.735254,0.114342,[28 20] ; [18 15],[27.25925926 20.74074074] ; [18.74074074 14.25925926],0
v3,1,0.741272,0.109012,[15 28] ; [10 22],[14.33333333 28.66666667] ; [10.66666667 21.33333333],0
u3,1,0.748328,0.102941,[10  2] ; [7 2],[9.71428571 2.28571429] ; [7.28571429 1.71428571],0
n6,1,0.770017,0.08547,[33 15] ; [21 11],[32.4 15.6] ; [21.6 10.4],0
p12,1,0.787273,0.072821,[ 1 47] ; [ 1 32],[ 1.18518519 46.81481481] ; [ 0.81481481 32.18518519],0
r3,1,0.790169,0.070804,[46  2] ; [32  1],[46.22222222  1.77777778] ; [31.77777778  1.22222222],0
a1,1,0.790169,0.070804,[ 2 46] ; [ 1 32],[ 1.77777778 46.22222222] ; [ 1.22222222 31.77777778],0
v2,1,0.791982,0.069557,[24 20] ; [17 16],[23.42857143 20.57142857] ; [17.57142857 15.42857143],0
v1,1,0.803484,0.061921,[21 25] ; [16 17],[21.5443038 24.4556962] ; [15.4556962 17.5443038],0
r4,1,0.810446,0.057528,[43  5] ; [29  4],[42.66666667  5.33333333] ; [29.33333333  3.66666667],0
a3,1,0.818604,0.052597,[36 12] ; [24  9],[35.55555556 12.44444444] ; [24.44444444  8.55555556],0
a2,1,0.856124,0.032873,[11 37] ; [ 7 26],[10.66666667 37.33333333] ; [ 7.33333333 25.66666667],0
p9,1,0.873606,0.025307,[36 11] ; [25  7],[36.29113924 10.70886076] ; [24.70886076  7.29113924],0
d2,1,0.893391,0.01796,[24 24] ; [17 16],[24.2962963 23.7037037] ; [16.7037037 16.2962963],0
p5,1,0.953239,0.003439,[ 3 44] ; [ 2 31],[ 2.9375 44.0625] ; [ 2.0625 30.9375],0
p8,1,1.0,0.0,[21 27] ; [14 18],[21. 27.] ; [14. 18.],0
