Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,8e-06,19.928946,[47 56] ; [34  5],[58.75352113 44.24647887] ; [22.24647887 16.75352113],1
r2,1,0.470547,0.52069,[88 15] ; [36  4],[89.31468531 13.68531469] ; [34.68531469  5.31468531],0
b4,1,0.485493,0.4865,[61 43] ; [26 14],[62.83333333 41.16666667] ; [24.16666667 15.83333333],0
u3,1,0.510116,0.43383,[22 23] ; [11  8],[23.203125 21.796875] ; [9.796875 9.203125],0
b5,1,0.573729,0.316484,[60 44] ; [21 19],[58.5 45.5] ; [22.5 17.5],0
v3,1,0.595516,0.281812,[31 71] ; [14 26],[32.32394366 69.67605634] ; [12.67605634 27.32394366],0
a3,1,0.64722,0.209423,[59 45] ; [21 19],[57.77777778 46.22222222] ; [22.22222222 17.77777778],0
a2,1,0.653594,0.201399,[ 8 96] ; [ 4 36],[ 8.66666667 95.33333333] ; [ 3.33333333 36.66666667],0
v4,1,0.691376,0.1576,[96  7] ; [38  2],[96.51748252  6.48251748] ; [37.48251748  2.51748252],0
n4,1,0.700072,0.148397,[66 37] ; [27 13],[66.98601399 36.01398601] ; [26.01398601 13.98601399],0
u2,1,0.704565,0.143767,[26 19] ; [10  9],[25.3125 19.6875] ; [10.6875  8.3125],0
v2,1,0.722644,0.125973,[46 52] ; [17 22],[45.06569343 52.93430657] ; [17.93430657 21.06569343],0
a4,1,0.761486,0.09213,[23 80] ; [ 8 32],[22.32867133 80.67132867] ; [ 8.67132867 31.32867133],0
b2,1,0.776673,0.080462,[24 40] ; [ 9 13],[24.55813953 39.44186047] ; [ 8.44186047 13.55813953],0
b3,1,0.776673,0.080462,[24 40] ; [ 9 13],[24.55813953 39.44186047] ; [ 8.44186047 13.55813953],0
n3,1,0.77864,0.079012,[20  4] ; [7 1],[20.25  3.75] ; [6.75 1.25],0
n1,1,0.829856,0.046176,[ 8 16] ; [3 5],[ 8.25 15.75] ; [2.75 5.25],0
a6,1,0.832087,0.044955,[63 41] ; [25 15],[63.55555556 40.44444444] ; [24.44444444 15.55555556],0
p2,1,0.905848,0.01399,[77 27] ; [30 10],[77.27777778 26.72222222] ; [29.72222222 10.27777778],0
b1,1,0.949441,0.004021,[41 63] ; [16 24],[41.16666667 62.83333333] ; [15.83333333 24.16666667],0
d4,1,0.950506,0.003853,[54 50] ; [21 19],[54.16666667 49.83333333] ; [20.83333333 19.16666667],0
n2,1,1.0,0.0,[18  6] ; [6 2],[18.  6.] ; [6. 2.],0
