Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,1e-06,23.99007,[165  17] ; [22 15],[155.40639269  26.59360731] ; [31.59360731  5.40639269],1
s7,1,0.046177,3.975126,[103  74] ; [13 20],[97.77142857 79.22857143] ; [18.22857143 14.77142857],0
a4,1,0.051039,3.806981,[85 95] ; [11 26],[ 79.63133641 100.36866359] ; [16.36866359 20.63133641],0
s2,1,0.054765,3.689225,[90 91] ; [12 25],[84.68807339 96.31192661] ; [17.31192661 19.68807339],0
s5,1,0.063448,3.44487,[ 67 107] ; [ 8 28],[ 62.14285714 111.85714286] ; [12.85714286 23.14285714],0
r2,1,0.071718,3.243244,[162  17] ; [28  7],[158.92523364  20.07476636] ; [31.07476636  3.92523364],0
v3,1,0.082342,3.018062,[81 97] ; [10 24],[ 76.40566038 101.59433962] ; [14.59433962 19.40566038],0
r1,1,0.082669,3.011637,[134  48] ; [22 15],[129.64383562  52.35616438] ; [26.35616438 10.64383562],0
p6,1,0.102098,2.672455,[ 68 110] ; [ 8 26],[ 63.81132075 114.18867925] ; [12.18867925 21.81132075],0
p5,1,0.103284,2.654092,[ 28 152] ; [ 2 35],[ 24.88479263 155.11520737] ; [ 5.11520737 31.88479263],0
u2,1,0.191596,1.705304,[19 28] ; [10  7],[21.296875 25.703125] ; [7.703125 9.296875],0
n3,1,0.201901,1.628571,[30 12] ; [8 7],[28. 14.] ; [10.  5.],0
s3,1,0.206292,1.597258,[105  74] ; [17 19],[101.57209302  77.42790698] ; [20.42790698 15.57209302],0
d1,1,0.217984,1.517592,[94 88] ; [15 22],[90.58447489 91.41552511] ; [18.41552511 18.58447489],0
v2,1,0.240829,1.375737,[89 86] ; [14 21],[85.83333333 89.16666667] ; [17.16666667 17.83333333],0
p12,1,0.242569,1.365602,[ 15 164] ; [ 1 35],[ 13.32093023 165.67906977] ; [ 2.67906977 33.32093023],0
a8,1,0.243218,1.361842,[ 21 150] ; [ 2 34],[ 19. 152.] ; [ 4. 32.],0
b5,1,0.409962,0.678912,[ 80 102] ; [19 18],[82.2739726 99.7260274] ; [16.7260274 20.2739726],0
a6,1,0.454614,0.559123,[ 76 106] ; [13 24],[ 73.96347032 108.03652968] ; [15.03652968 21.96347032],0
s4,1,0.460906,0.543693,[ 30 151] ; [ 8 29],[ 31.55045872 149.44954128] ; [ 6.44954128 30.55045872],0
b2,1,0.47968,0.499591,[58 68] ; [10 16],[56.36842105 69.63157895] ; [11.63157895 14.36842105],0
b3,1,0.47968,0.499591,[58 68] ; [10 16],[56.36842105 69.63157895] ; [11.63157895 14.36842105],0
v1,1,0.504495,0.445469,[92 85] ; [17 20],[90.15420561 86.84579439] ; [18.84579439 18.15420561],0
a2,1,0.528951,0.396407,[ 14 168] ; [ 4 33],[ 14.95890411 167.04109589] ; [ 3.04109589 33.95890411],0
s1,1,0.647792,0.208696,[  7 173] ; [ 2 34],[  7.5 172.5] ; [ 1.5 34.5],0
u3,1,0.652972,0.202173,[17 31] ; [ 5 12],[16.24615385 31.75384615] ; [ 5.75384615 11.24615385],0
d3,1,0.702346,0.146043,[ 80 102] ; [15 22],[ 78.94977169 103.05022831] ; [16.05022831 20.94977169],0
n2,1,0.793218,0.068715,[28 15] ; [11  5],[28.42372881 14.57627119] ; [10.57627119  5.42372881],0
n1,1,0.811453,0.056907,[20 23] ; [8 8],[20.40677966 22.59322034] ; [7.59322034 8.40677966],0
a1,1,0.90696,0.01366,[  9 173] ; [ 2 35],[  9.14155251 172.85844749] ; [ 1.85844749 35.14155251],0
b4,1,0.96967,0.001446,[99 83] ; [20 17],[98.89497717 83.10502283] ; [20.10502283 16.89497717],0
p1,1,0.971215,0.001302,[ 15 166] ; [ 3 34],[ 14.94495413 166.05504587] ; [ 3.05504587 33.94495413],0
d2,1,0.978758,0.000709,[92 88] ; [19 18],[92.07373272 87.92626728] ; [18.92626728 18.07373272],0
u4,1,0.987926,0.000229,[  5 177] ; [ 1 36],[  4.98630137 177.01369863] ; [ 1.01369863 35.98630137],0
