Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,56.04918,[78 18] ; [ 4 33],[59.18796992 36.81203008] ; [22.81203008 14.18796992],1
a2,1,0.269487,1.219358,[18 78] ; [ 4 33],[15.87969925 80.12030075] ; [ 6.12030075 30.87969925],0
u1,1,0.318562,0.994841,[ 7 89] ; [ 1 36],[ 5.77443609 90.22556391] ; [ 2.22556391 34.77443609],0
n2,1,0.344354,0.894156,[21 12] ; [9 9],[19.41176471 13.58823529] ; [10.58823529  7.41176471],0
a3,1,0.349827,0.874085,[51 44] ; [22 13],[53.34615385 41.65384615] ; [19.65384615 15.34615385],0
b4,1,0.360868,0.834871,[46 50] ; [21 16],[48.36090226 47.63909774] ; [18.63909774 18.36090226],0
s1,1,0.361671,0.832082,[ 4 92] ; [ 3 34],[ 5.05263158 90.94736842] ; [ 1.94736842 35.05263158],0
a4,1,0.479358,0.500324,[32 64] ; [14 21],[33.70992366 62.29007634] ; [12.29007634 22.70992366],0
s4,1,0.559591,0.340413,[17 79] ; [ 5 32],[15.87969925 80.12030075] ; [ 6.12030075 30.87969925],0
a8,1,0.604062,0.268913,[ 8 84] ; [ 2 32],[ 7.3015873 84.6984127] ; [ 2.6984127 31.3015873],0
d2,1,0.668054,0.183887,[44 52] ; [15 21],[42.90909091 53.09090909] ; [16.09090909 19.90909091],0
v3,1,0.860157,0.031037,[26 65] ; [10 27],[25.59375 65.40625] ; [10.40625 26.59375],0
