Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,4e-06,21.186888,[69 27] ; [10 26],[57.45454545 38.54545455] ; [21.54545455 14.45454545],1
s6,1,0.405505,0.691941,[56 38] ; [18 17],[53.92248062 40.07751938] ; [20.07751938 14.92248062],0
v4,1,0.421512,0.646095,[89  6] ; [35  1],[89.92366412  5.07633588] ; [34.07633588  1.92366412],0
v1,1,0.421706,0.645555,[43 49] ; [14 22],[40.96875 51.03125] ; [16.03125 19.96875],0
p9,1,0.427219,0.630373,[81 13] ; [29  7],[79.53846154 14.46153846] ; [30.46153846  5.53846154],0
r3,1,0.42788,0.628571,[90  6] ; [35  1],[90.90909091  5.09090909] ; [34.09090909  1.90909091],0
p11,1,0.434054,0.611951,[74 22] ; [30  6],[75.63636364 20.36363636] ; [28.36363636  7.63636364],0
s4,1,0.43919,0.598398,[11 84] ; [ 6 30],[12.32824427 82.67175573] ; [ 4.67175573 31.32824427],0
n3,1,0.453129,0.562812,[16  7] ; [5 4],[15.09375  7.90625] ; [5.90625 3.09375],0
a1,1,0.467092,0.528846,[ 1 95] ; [ 1 35],[ 1.45454545 94.54545455] ; [ 0.54545455 35.45454545],0
u3,1,0.490473,0.475488,[15 18] ; [ 6 11],[13.86 19.14] ; [7.14 9.86],0
p7,1,0.625897,0.237666,[61 29] ; [26 10],[62.14285714 27.85714286] ; [24.85714286 11.14285714],0
p10,1,0.695058,0.153664,[76 18] ; [28  8],[75.2 18.8] ; [28.8  7.2],0
p1,1,0.695058,0.153664,[10 84] ; [ 3 33],[ 9.4 84.6] ; [ 3.6 32.4],0
p5,1,0.714219,0.134099,[ 7 88] ; [ 2 34],[ 6.52671756 88.47328244] ; [ 2.47328244 33.52671756],0
p12,1,0.721903,0.126677,[ 4 91] ; [ 1 34],[ 3.65384615 91.34615385] ; [ 1.34615385 33.65384615],0
s8,1,0.74348,0.107091,[37 59] ; [15 21],[37.81818182 58.18181818] ; [14.18181818 21.81818182],0
a5,1,0.764291,0.089911,[64 32] ; [23 13],[63.27272727 32.72727273] ; [23.72727273 12.27272727],0
s5,1,0.767367,0.08751,[28 64] ; [10 26],[27.3125 64.6875] ; [10.6875 25.3125],0
s3,1,0.776809,0.080361,[47 47] ; [19 17],[47.72307692 46.27692308] ; [18.27692308 17.72307692],0
d2,1,0.797656,0.065732,[37 59] ; [13 23],[36.36363636 59.63636364] ; [13.63636364 22.36363636],0
u1,1,0.827626,0.047414,[12 84] ; [ 4 32],[11.63636364 84.36363636] ; [ 4.36363636 31.63636364],0
p2,1,0.90277,0.014924,[80 15] ; [30  6],[79.77099237 15.22900763] ; [30.22900763  5.77099237],0
u2,1,0.902995,0.014854,[13 20] ; [ 7 10],[13.2 19.8] ; [ 6.8 10.2],0
b2,1,0.912753,0.012005,[16 34] ; [ 7 14],[16.1971831 33.8028169] ; [ 6.8028169 14.1971831],0
b3,1,0.912753,0.012005,[16 34] ; [ 7 14],[16.1971831 33.8028169] ; [ 6.8028169 14.1971831],0
s1,1,0.947036,0.004413,[ 5 90] ; [ 2 34],[ 5.07633588 89.92366412] ; [ 1.92366412 34.07633588],0
r4,1,0.955357,0.003134,[85 11] ; [32  4],[85.09090909 10.90909091] ; [31.90909091  4.09090909],0
s7,1,0.974678,0.001008,[39 55] ; [14 20],[38.921875 55.078125] ; [14.078125 19.921875],0
